clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_TAC	codon_CCT	codon_AAC	codon_CTA	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_GGG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_AGG	codon_TCT	codon_TAT	codon_TCA	codon_GGT	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_GTT	codon_ACG	codon_GAT	codon_ACA	codon_TTA	codon_TTT	codon_GTA	codon_TGA	codon_TAG
NC_073253.2	-3::NC_073253.2:2131766-2140010	8244	False	0.6514	1		1.0	2.0		1.0	2.0			173.0	12.0		17.0		3.0	190.0	14.0	458.0		2.0				2.0			2.0	177.0	2.0	4.0		179.0			351.0			10.0	372.0	1.0				177.0	1.0				567.0			1.0		1.0	10.0	1.0	7.0	1.0	1.0	2.0			2.0		2.0
NC_073253.2	-1::NC_073253.2:2131771-2140015	8244	False	0.6515	1	1.0					1.0		7.0	177.0	16.0		3.0	1.0	3.0	175.0	9.0	462.0		3.0	1.0		1.0		2.0	1.0	1.0	177.0	1.0	3.0		171.0			349.0			23.0	386.0				2.0	175.0	1.0				566.0	2.0		1.0				1.0	13.0	1.0	1.0	2.0		1.0	6.0	1.0	1.0
NC_073253.2	3::NC_073253.2:2131799-2139974	8175	False	0.6524	1									172.0	12.0		16.0		3.0	190.0	14.0	458.0		2.0				2.0			2.0	176.0		4.0		179.0			349.0			9.0	370.0	1.0				176.0	1.0				565.0			1.0		1.0	10.0		7.0	1.0	1.0	1.0			2.0		
NC_073253.2	-2::NC_073253.2:174077826-174083229	5403	False	0.4999	0	39.0	74.0	38.0	3.0	4.0	65.0		38.0	36.0	38.0	38.0	48.0	37.0	58.0	49.0		22.0	36.0		1.0		41.0	3.0		74.0	39.0	66.0		38.0		39.0	2.0	6.0		1.0	1.0	39.0	1.0	8.0	26.0	38.0	38.0	38.0	60.0	1.0		77.0	2.0	72.0	86.0	86.0		72.0	37.0	3.0		30.0		36.0		1.0	74.0	7.0	35.0
NC_073253.2	-1::NC_073253.2:174077878-174085216	7338	False	0.497	1	57.0	99.0	51.0	1.0	5.0	85.0		51.0	44.0	51.0	52.0	66.0	52.0	88.0	65.0		31.0	50.0	2.0	1.0	1.0	56.0	4.0	1.0	97.0	54.0	83.0	2.0	51.0		49.0	1.0	8.0		2.0	1.0	50.0	3.0	11.0	34.0	54.0	53.0	54.0	80.0			104.0	7.0	109.0	122.0	106.0	1.0	93.0	50.0	2.0	4.0	42.0	3.0	49.0		1.0	96.0	10.0	47.0
NC_073253.2	2::NC_073253.2:175103944-175111087	7143	False	0.6063	1	252.0		325.0	57.0	113.0	13.0	52.0				1.0		1.0	3.0		1.0		4.0	2.0	215.0	55.0			103.0	3.0			55.0	5.0	64.0		53.0	253.0			3.0		1.0	137.0	3.0	13.0	4.0		3.0	156.0	64.0	341.0					1.0	3.0	3.0	1.0		3.0		12.0		3.0			
NC_073253.2	3::NC_073253.2:175106699-175112249	5550	False	0.6092	1	199.0		256.0	36.0	100.0	7.0	40.0				1.0	1.0	2.0	1.0		1.0		1.0	1.0	153.0	48.0	1.0		73.0	3.0			44.0	8.0	41.0		52.0	195.0			1.0		1.0	113.0	3.0	10.0	2.0		1.0	98.0	49.0	284.0					5.0	5.0	1.0	2.0			1.0	8.0	1.0		1.0		
NC_073253.2	2::NC_073253.2:175114048-175123759	9711	False	0.6089	1	343.0		454.0	79.0	156.0	16.0	67.0				1.0	3.0	4.0	4.0		1.0		4.0	1.0	291.0	74.0	1.0		117.0	9.0			80.0	7.0	83.0		80.0	327.0			4.0		2.0	192.0	7.0	15.0	2.0		3.0	198.0	96.0	480.0			2.0	1.0	5.0	3.0	1.0	8.0		4.0	1.0	7.0	1.0	1.0	2.0		
NC_073253.2	1::NC_073253.2:175115667-175127595	11928	False	0.6128	1	450.0		581.0	96.0	166.0	13.0	95.0		1.0		4.0	1.0	2.0	3.0		1.0		5.0		336.0	108.0	1.0		193.0	4.0			77.0	3.0	102.0		75.0	427.0		2.0	4.0		3.0	246.0	14.0	14.0	8.0		2.0	255.0	109.0	540.0			1.0	1.0		5.0	4.0	4.0		2.0	2.0	10.0		3.0	3.0		
NC_073253.2	3::NC_073253.2:175120274-175128914	8640	False	0.6119	1	298.0		399.0	48.0	162.0	15.0	65.0			2.0	3.0	4.0	3.0	2.0				11.0		233.0	78.0			123.0	1.0			76.0	10.0	62.0		75.0	317.0		2.0	2.0		1.0	184.0	1.0	11.0	1.0		2.0	157.0	68.0	433.0			2.0		3.0	4.0	5.0	5.0		5.0		4.0			3.0		
NC_073253.2	2::NC_073253.2:175123762-175128889	5127	False	0.6099	1	187.0		243.0	39.0	84.0	8.0	33.0					1.0	1.0	2.0		1.0		2.0	2.0	149.0	42.0	1.0		67.0	2.0			40.0	6.0	44.0		40.0	176.0			2.0		1.0	96.0	3.0	10.0	3.0		2.0	101.0	50.0	253.0					3.0	3.0	1.0	2.0			1.0	6.0	1.0		1.0		
NC_073253.2	1::NC_073253.2:175130688-175145835	15147	False	0.6098	1	547.0		722.0	113.0	218.0	17.0	126.0		1.0	1.0	7.0	2.0	3.0	6.0		3.0		4.0	1.0	416.0	139.0	2.0		246.0	4.0			106.0	9.0	124.0		101.0	525.0		4.0	10.0		3.0	329.0	22.0	19.0	7.0		2.0	324.0	130.0	713.0			3.0	1.0		5.0	5.0	9.0		4.0	2.0	10.0		1.0	3.0		
NC_073253.2	2::NC_073253.2:175133446-175141537	8091	False	0.613	1	289.0		385.0	68.0	135.0	7.0	54.0				1.0	2.0	2.0	3.0		1.0		4.0		238.0	62.0	1.0		96.0	10.0			66.0	2.0	68.0		68.0	275.0			2.0		2.0	162.0	4.0	10.0	3.0		3.0	166.0	76.0	405.0			1.0		5.0	2.0	1.0	6.0		3.0		6.0	1.0		2.0		
NC_073253.2	3::NC_073253.2:175138052-175157858	19806	False	0.6129	1	682.0		867.0	124.0	376.0	26.0	139.0		1.0	5.0	3.0	4.0	6.0	2.0		1.0		27.0	2.0	593.0	157.0	2.0		260.0	17.0			180.0	14.0	135.0		179.0	703.0		4.0	5.0		3.0	429.0	15.0	16.0	1.0		9.0	374.0	163.0	1027.0			2.0		8.0	3.0	4.0	11.0		13.0		4.0		1.0	5.0		
NC_073253.2	2::NC_073253.2:175141540-175147402	5862	False	0.6133	1	198.0		280.0	54.0	82.0	10.0	36.0					3.0		1.0				6.0	1.0	189.0	41.0			68.0	14.0			45.0	1.0	59.0		37.0	207.0		1.0	3.0			107.0	2.0	7.0	3.0		3.0	142.0	62.0	278.0					1.0	1.0		5.0		4.0		2.0			1.0		
NC_073253.2	1::NC_073253.2:175145838-175153617	7779	False	0.6127	1	282.0		361.0	52.0	122.0	9.0	63.0		1.0	1.0	3.0	1.0	3.0	1.0		2.0		6.0		213.0	69.0	2.0		132.0	3.0			56.0	5.0	57.0		54.0	267.0		2.0	1.0			185.0	12.0	8.0	1.0		3.0	166.0	59.0	372.0				1.0		2.0	5.0	4.0		4.0		2.0			1.0		
NC_073253.2	-3::NC_073253.2:176537444-176546246	8802	False	0.5007	0																											1464.0				3.0			1.0	4.0									1.0												1459.0								2.0
NC_073253.2	1::NC_073253.2:176537445-176546247	8802	False	0.5006	0									1.0								1463.0										3.0			4.0	1.0				1.0																					2.0				1459.0				
NC_073253.2	-1::NC_073253.2:176537464-176546281	8817	False	0.5006	0																	1.0										5.0				1463.0			1.0										4.0												5.0						1.0		1459.0
NC_073253.2	3::NC_073253.2:176537465-176546276	8811	False	0.5005	0																	5.0										1464.0								4.0																					1459.0				5.0				
NC_073270.2	-1::NC_073270.2:3546-9267	5721	False	0.5001	0	1.0	29.0	29.0		924.0	924.0																																																										
NC_073270.2	2::NC_073270.2:3547-9268	5721	False	0.5003	0	924.0		1.0		29.0	29.0	924.0																																																									
NC_073270.2	-2::NC_073270.2:3713-9260	5547	False	0.5001	0	1.0	924.0	924.0																																																													
NC_073270.2	1::NC_073270.2:3714-9261	5547	False	0.5003	0			1.0		924.0	924.0																																																										
NC_073270.2	3::NC_073270.2:11683586-11689319	5733	False	0.2991	1	1.0		94.0	7.0	120.0		7.0		3.0	2.0		1.0		16.0				6.0	2.0	203.0	3.0	1.0		118.0	1.0	1.0		6.0	487.0	3.0		1.0			2.0	5.0		14.0	100.0						111.0	6.0	104.0		1.0	1.0		2.0	453.0			2.0		1.0	2.0	1.0	4.0	19.0		
NC_073270.2	-2::NC_073270.2:69760835-69768941	8106	False	0.6841	1	1.0	1.0			1.0	1.0		128.0	111.0	124.0	5.0	2.0	8.0	7.0		4.0	474.0	2.0		1.0	6.0	1.0	1.0	1.0	2.0	8.0	276.0		3.0		10.0		2.0	390.0	1.0		122.0	274.0	5.0	2.0	1.0	1.0	148.0	2.0	1.0	1.0	2.0	405.0	3.0		8.0		1.0	2.0	4.0		2.0	3.0	3.0			1.0	140.0	
NC_073270.2	-3::NC_073270.2:69760885-69768931	8046	False	0.6851	1					1.0			125.0	117.0	128.0	7.0	1.0	6.0	5.0	2.0	4.0	480.0				4.0	1.0	1.0		2.0	8.0	276.0		3.0		6.0		2.0	383.0		1.0	126.0	273.0	6.0			1.0	138.0	3.0		1.0	1.0	405.0	2.0		8.0			1.0	5.0		1.0		1.0			3.0	144.0	
NC_073270.2	-1::NC_073270.2:69760965-69768996	8031	False	0.685	1	2.0				1.0	3.0		134.0	110.0	122.0	4.0	2.0	3.0	9.0	2.0	6.0	460.0	2.0			4.0	1.0			2.0	7.0	285.0	1.0	1.0		7.0		3.0	391.0		2.0	128.0	280.0	5.0				143.0			1.0		404.0			6.0			1.0	5.0			1.0	1.0		1.0	2.0	135.0	
NC_073270.2	-2::NC_073270.2:76784546-76789643	5097	False	0.5052	0																	1.0						25.0				819.0				5.0																									844.0								5.0
NC_073270.2	1::NC_073270.2:76784547-76789644	5097	False	0.505	0																	844.0										5.0				1.0															25.0										5.0				819.0				
NC_073270.2	-3::NC_073270.2:76784584-76789810	5226	False	0.5048	0																											28.0				843.0																					25.0				28.0								818.0
NC_073270.2	3::NC_073270.2:76784585-76789811	5226	False	0.5046	0																	27.0						25.0				818.0				1.0																									843.0				28.0				
NC_073269.2	-2::NC_073269.2:309-6756	6447	False	0.4999	0	1.0	74.0	74.0		1000.0	999.0																																											1.0															
NC_073269.2	2::NC_073269.2:310-6757	6447	False	0.5001	0	999.0		1.0		74.0	75.0	1000.0																																																									
NC_073269.2	-3::NC_073269.2:938-6749	5811	False	0.5001	0	1.0	968.0	968.0																																																													
NC_073269.2	1::NC_073269.2:939-6750	5811	False	0.5003	0			1.0		968.0	968.0																																																										
NC_073269.2	-2::NC_073269.2:5364348-5370681	6333	False	0.6821	1	24.0		1.0		1.0	3.0		3.0	59.0	65.0	1.0		53.0	7.0	148.0	3.0	209.0	62.0	4.0	49.0		25.0	137.0	8.0	3.0	9.0	6.0	18.0	1.0		167.0	5.0	10.0	68.0	51.0		78.0	99.0	8.0	5.0	2.0	119.0	108.0	10.0	2.0	1.0	4.0	228.0	3.0	4.0	16.0	8.0	3.0	2.0	1.0	2.0	69.0	6.0	20.0		1.0	54.0	9.0	49.0
NC_073269.2	-1::NC_073269.2:5364538-5370658	6120	False	0.6891	1	25.0		1.0		1.0	3.0		2.0	53.0	57.0		1.0	63.0	14.0	139.0	1.0	207.0	69.0	6.0	41.0		18.0	149.0	4.0		13.0	3.0	10.0			173.0	9.0	13.0	51.0	54.0		57.0	114.0	4.0	8.0		109.0	113.0	1.0			3.0	234.0			8.0	3.0	1.0	1.0	1.0		84.0	4.0	13.0			45.0	3.0	54.0
NC_073269.2	-3::NC_073269.2:5365484-5370707	5223	False	0.6916	1	26.0					1.0		4.0	57.0	43.0		1.0	43.0	6.0	129.0		153.0	63.0	1.0	33.0	2.0	6.0	130.0	8.0	1.0	6.0	1.0	12.0	1.0		143.0	3.0	6.0	45.0	58.0		64.0	94.0	2.0	20.0		84.0	118.0	7.0				194.0	2.0		6.0	2.0			3.0	1.0	54.0	5.0	17.0			42.0	8.0	36.0
NC_073269.2	-2::NC_073269.2:5832066-5841069	9003	False	0.6135	1	1.0		106.0		23.0	105.0		109.0	317.0	1.0			107.0		3.0	105.0	319.0		2.0		1.0	3.0		106.0	1.0	210.0	317.0	88.0	1.0		3.0	2.0	106.0	144.0	106.0			1.0				1.0	212.0	106.0	105.0		2.0	105.0	1.0		72.0			1.0	107.0							1.0	1.0	
NC_073269.2	-3::NC_073269.2:5832113-5841236	9123	False	0.6132	1			109.0	1.0	106.0	2.0		108.0	6.0		1.0	1.0	2.0	1.0	5.0	2.0	357.0		210.0		105.0	1.0	105.0	3.0	20.0	322.0	185.0	3.0			1.0	1.0	3.0	109.0	89.0		1.0	1.0			105.0	1.0	112.0	319.0	2.0			3.0	1.0		212.0	1.0			212.0			105.0	1.0				106.0	1.0
NC_073269.2	1::NC_073269.2:5832186-5841093	8907	False	0.6135	1			105.0		20.0	105.0		107.0	316.0	1.0			105.0		1.0	105.0	319.0		1.0		1.0			105.0		210.0	317.0	87.0		1.0	1.0		105.0	143.0	105.0								212.0	106.0	105.0		1.0	105.0			74.0				106.0									
NC_073269.2	-1::NC_073269.2:5845363-5854162	8799	False	0.6118	1			103.0		68.0	36.0		106.0	112.0		1.0	1.0	36.0		1.0	36.0	316.0	1.0	134.0	2.0	67.0	3.0	67.0	36.0	2.0	275.0	243.0	36.0			1.0	1.0	36.0	142.0	103.0						67.0		139.0	239.0	36.0		1.0	37.0		1.0	138.0	1.0			171.0	1.0		67.0	2.0				68.0	
NC_073269.2	-3::NC_073269.2:5848388-5854166	5778	False	0.6078	1			67.0		2.0	68.0		70.0	203.0				68.0	1.0	2.0	67.0	206.0			2.0	1.0	2.0	1.0	67.0	1.0	135.0	207.0	66.0			1.0	1.0	67.0	68.0	67.0				1.0			1.0	135.0	69.0	67.0		1.0	67.0			69.0	1.0			70.0				1.0		1.0		3.0	
NC_073269.2	3::NC_073269.2:5848445-5854121	5676	False	0.6075	1			67.0		2.0	68.0		69.0	202.0				67.0	1.0		67.0	202.0				1.0	1.0		67.0		135.0	204.0	66.0			1.0		67.0	67.0	67.0								135.0	67.0	67.0			67.0			67.0				68.0									
NC_073269.2	3::NC_073269.2:6338132-6344471	6339	False	0.7003	2	71.0		239.0	1.0	192.0	8.0	3.0	64.0	2.0	12.0	52.0	54.0	1.0	2.0	42.0	1.0	75.0	51.0	29.0	187.0	45.0	61.0	7.0	190.0	51.0		68.0	36.0		34.0	32.0	1.0	39.0	1.0	11.0	2.0	5.0	3.0		15.0	1.0	30.0	4.0	100.0	3.0	69.0	63.0	40.0	1.0		1.0	1.0		27.0	35.0	35.0	5.0	2.0	5.0		3.0	1.0		
NC_073269.2	1::NC_073269.2:6338607-6344532	5925	False	0.705	2	63.0		243.0	1.0	177.0	1.0	1.0	63.0		6.0	53.0	54.0	1.0	1.0	31.0	1.0	69.0	48.0	34.0	198.0	34.0	57.0		178.0	37.0		61.0	39.0		31.0	33.0		37.0	1.0	12.0		1.0			17.0	1.0	27.0	1.0	87.0		70.0	73.0	30.0						30.0	34.0	30.0	4.0	1.0	2.0	1.0	1.0			
NC_073269.2	2::NC_073269.2:64814767-64821481	6714	False	0.599	1	45.0		229.0	10.0	200.0		3.0		78.0		77.0	90.0		20.0	2.0		1.0	2.0	1.0	171.0	47.0	43.0		165.0	2.0	1.0	30.0	37.0	1.0	47.0	2.0	2.0	189.0		1.0	26.0	2.0	1.0	5.0		1.0	63.0	49.0	116.0		109.0	63.0	2.0			1.0	1.0	6.0	19.0	2.0	1.0	17.0	58.0	198.0		2.0			
NC_073269.2	1::NC_073269.2:64814814-64822764	7950	False	0.599	1	68.0		284.0	6.0	207.0	2.0	4.0	3.0	80.0	2.0	78.0	101.0		26.0	3.0		1.0		1.0	207.0	68.0	71.0	1.0	185.0	2.0		52.0	37.0		75.0	1.0	4.0	212.0	2.0	1.0	44.0		1.0	8.0	1.0		85.0	52.0	134.0		126.0	72.0	1.0	1.0		1.0		7.0	25.0		2.0	23.0	55.0	226.0		2.0			
NC_073269.2	2::NC_073269.2:64821484-64828501	7017	False	0.5924	1	77.0		266.0	6.0	110.0	5.0	8.0	5.0	75.0		84.0	24.0		14.0			4.0	1.0		176.0	79.0	88.0	2.0	224.0	6.0		77.0	51.0		91.0	6.0	4.0	177.0	2.0	2.0	75.0		3.0	6.0	5.0		109.0	14.0	117.0		41.0	20.0	1.0				1.0	3.0	6.0	1.0	10.0	11.0	66.0	177.0	1.0	8.0			
NC_073265.2	-3::NC_073265.2:1301-6701	5400	False	0.5	0	1.0	248.0	248.0	1.0	651.0	651.0																																																										
NC_073265.2	1::NC_073265.2:1302-6702	5400	False	0.5002	0	652.0				249.0	248.0	651.0																																																									
NC_073265.2	-1::NC_073265.2:21015763-21023602	7839	False	0.5993	0		2.0						32.0	683.0	1.0	2.0	1.0	73.0		1.0		143.0		8.0		1.0	1.0		2.0		2.0	146.0	1.0	1.0		101.0			904.0			121.0				4.0	5.0	14.0	4.0		1.0	3.0	113.0	2.0		4.0			125.0	4.0	2.0			3.0		2.0	1.0	100.0	
NC_073265.2	-3::NC_073265.2:21015788-21023588	7800	False	0.6	0	1.0	1.0						39.0	666.0	1.0		1.0	92.0	1.0	3.0	1.0	147.0		7.0			1.0			1.0	10.0	144.0				95.0		2.0	918.0			104.0				3.0	3.0	8.0	4.0		1.0		108.0	1.0		1.0			120.0					4.0		1.0	1.0	110.0	
NC_073265.2	-2::NC_073265.2:21015831-21023598	7767	False	0.6	0		1.0						33.0	686.0		2.0	1.0	91.0				143.0	1.0	9.0		1.0					5.0	143.0				103.0			899.0			124.0	2.0				3.0	12.0	5.0			1.0	102.0	1.0		2.0			104.0	4.0		1.0		2.0			1.0	107.0	
NC_073265.2	1::NC_073265.2:90902736-90910620	7884	False	0.5931	1	199.0		337.0	8.0	115.0	2.0	13.0		3.0	18.0	48.0	1.0	73.0			2.0			28.0	31.0	1.0			155.0	33.0		2.0		7.0	323.0	1.0	10.0	358.0	1.0	38.0	2.0	1.0	3.0	181.0	2.0	9.0	2.0		101.0	178.0		146.0		2.0	1.0	3.0	21.0	1.0	1.0	4.0		1.0	1.0	160.0	1.0				
NC_073265.2	3::NC_073265.2:90902744-90910616	7872	False	0.5934	1	192.0		341.0	8.0	106.0	7.0	14.0		4.0	21.0	51.0		83.0	1.0	1.0	2.0		1.0	16.0	37.0				150.0	28.0	2.0		3.0	4.0	339.0		9.0	351.0		44.0	3.0	1.0	1.0	176.0	3.0	4.0	4.0		104.0	180.0	1.0	144.0		1.0	1.0		18.0	1.0	1.0	1.0		1.0		164.0					
NC_073265.2	2::NC_073265.2:90902755-90910660	7905	False	0.5932	1	198.0		348.0	6.0	110.0	6.0	10.0		4.0	21.0	47.0	1.0	78.0		1.0	1.0		2.0	21.0	21.0	1.0	4.0		160.0	26.0	2.0		2.0	8.0	328.0	2.0	6.0	352.0		48.0	1.0	2.0	2.0	175.0	2.0	4.0	2.0		102.0	189.0	2.0	141.0		4.0	2.0	1.0	21.0			1.0	1.0		1.0	166.0	1.0		1.0		
NC_073265.2	-1::NC_073265.2:91853290-91858981	5691	False	0.5041	0																	24.0									1.0	13.0				911.0																									14.0						1.0		933.0
NC_073265.2	3::NC_073265.2:91853291-91858976	5685	False	0.504	0																	14.0										934.0				22.0																									911.0				14.0				
NC_073265.2	-3::NC_073265.2:91853297-91858898	5601	False	0.504	0																											934.0				22.0																									911.0								
NC_073265.2	1::NC_073265.2:91853298-91858899	5601	False	0.504	0																	933.0														1.0																													911.0		22.0		
NC_073272.2	1::NC_073272.2:171684-177246	5562	False	0.6264	1	78.0		44.0	41.0	157.0	52.0	31.0	32.0	4.0	27.0	39.0	28.0	4.0		3.0		175.0	1.0	4.0	123.0	3.0	76.0	13.0	78.0	1.0	3.0	44.0	11.0		73.0	3.0	74.0	9.0	1.0	33.0		12.0	42.0	44.0	4.0	34.0	35.0	43.0	92.0	44.0	2.0	116.0	23.0	2.0	1.0	7.0			1.0	7.0		52.0	1.0	23.0	2.0	1.0	1.0		
NC_073272.2	2::NC_073272.2:171724-177214	5490	False	0.629	1	46.0		84.0	32.0	82.0	37.0	72.0	68.0		11.0	34.0	45.0	2.0		1.0	2.0	91.0	3.0	3.0	109.0	8.0	45.0	51.0	154.0	6.0		90.0	2.0		43.0	4.0	43.0	5.0	3.0	62.0		24.0	49.0	78.0	1.0	73.0	26.0	72.0	63.0	45.0		74.0	12.0	1.0	3.0	17.0			1.0	4.0		27.0	1.0	20.0		1.0			
NC_073272.2	2::NC_073272.2:769717-776326	6609	False	0.4837	0	67.0				145.0	1.0			1.0		1.0	12.0		12.0		26.0	145.0		146.0	122.0	40.0	289.0	3.0		4.0			12.0	1.0	146.0			76.0	1.0					74.0						68.0	79.0	1.0		1.0	145.0		121.0	124.0		149.0	13.0	7.0				30.0	141.0		
NC_073272.2	-3::NC_073272.2:769740-776325	6585	False	0.4841	0	145.0								1.0		196.0	77.0		12.0	145.0					1.0	24.0			114.0		146.0		12.0	69.0			121.0	74.0		8.0	1.0		153.0	133.0	77.0					133.0	146.0	1.0			1.0	146.0				147.0	106.0	3.0	1.0			1.0			1.0
NC_073272.2	1::NC_073272.2:769770-777948	8178	False	0.4826	0	163.0			32.0	8.0		1.0	18.0		1.0	221.0	114.0		26.0	163.0					1.0	25.0	20.0		131.0		164.0		24.0	80.0	8.0		132.0	80.0		8.0	19.0		188.0	167.0	80.0	18.0				149.0	165.0	15.0	18.0		1.0	163.0	1.0		17.0	165.0	121.0	8.0	2.0		9.0				
NC_073272.2	2::NC_073272.2:1324393-1332112	7719	False	0.566	1	126.0		53.0		8.0	6.0	10.0	14.0	23.0	58.0	12.0	39.0		23.0	142.0	67.0		48.0	6.0	7.0	65.0	20.0		2.0	73.0			74.0	9.0	24.0		13.0	303.0	9.0	16.0	16.0		6.0	162.0	49.0		159.0	125.0	47.0	125.0		153.0	67.0			9.0	38.0	3.0	4.0	4.0		11.0	3.0	340.0			2.0		
NC_073272.2	-3::NC_073272.2:2115597-2126412	10815	False	0.6375	0	113.0	2.0	206.0	3.0	214.0	10.0		2.0	3.0	94.0	2.0	92.0	2.0	7.0	3.0	2.0	103.0	99.0	1.0	204.0	3.0	103.0	2.0	217.0		4.0	95.0	116.0	2.0		2.0	9.0	485.0		88.0	1.0	17.0	8.0	15.0	23.0	14.0	186.0	112.0	111.0	6.0	8.0	20.0	7.0	3.0	4.0	1.0		8.0	89.0	91.0		76.0	1.0	509.0				5.0	2.0
NC_073272.2	1::NC_073272.2:2116065-2121840	5775	False	0.6445	0	64.0		113.0	2.0	116.0	6.0		1.0		57.0	2.0	47.0		1.0			57.0	54.0		106.0	3.0	57.0	1.0	119.0		1.0	47.0	63.0				3.0	263.0		44.0		10.0	1.0	7.0	15.0	5.0	100.0	64.0	64.0	2.0	7.0	3.0	1.0						52.0	49.0		40.0	1.0	277.0					
NC_073272.2	2::NC_073272.2:2116099-2124670	8571	False	0.6443	0	67.0		184.0		149.0	6.0	1.0		1.0	78.0		78.0	1.0	4.0	1.0		66.0	72.0		166.0	6.0	76.0		192.0		2.0	93.0	87.0			2.0	9.0	399.0		85.0		6.0	4.0	4.0	22.0	9.0	172.0	88.0	85.0	8.0	3.0	9.0					1.0		58.0	90.0		75.0		398.0					
NC_073272.2	-2::NC_073272.2:2117899-2126497	8598	False	0.6408	0	74.0		174.0		151.0	6.0		1.0	2.0	72.0		81.0	2.0	6.0	2.0		73.0	73.0		167.0	6.0	76.0		189.0	1.0	3.0	92.0	91.0	1.0			9.0	391.0	1.0	81.0	2.0	5.0	5.0	10.0	20.0	12.0	169.0	87.0	85.0	10.0	2.0	15.0					1.0		56.0	92.0	1.0	72.0	1.0	388.0		3.0	2.0	3.0	
NC_073272.2	-1::NC_073272.2:2118347-2126819	8472	False	0.6403	1	97.0		151.0		151.0	8.0		5.0	6.0	61.0	5.0	67.0	6.0	9.0	4.0	2.0	97.0	80.0	3.0	168.0	8.0	78.0	3.0	152.0	6.0	8.0	88.0	106.0	1.0		3.0	4.0	386.0	3.0	74.0	1.0	15.0	2.0	7.0	9.0	11.0	140.0	70.0	74.0	5.0	9.0	22.0	3.0		1.0	1.0	1.0	1.0	70.0	86.0		67.0	2.0	375.0		3.0		7.0	2.0
NC_073272.2	-2::NC_073272.2:160232749-160240870	8121	False	0.5045	0								8.0									6.0									1.0	70.0				1270.0																					22.0				69.0								1261.0
NC_073272.2	3::NC_073272.2:160232750-160240871	8121	False	0.5045	0											8.0						69.0						22.0				1262.0				7.0																									1269.0				69.0		1.0		
NC_073272.2	-1::NC_073272.2:160232756-160240463	7707	False	0.5049	0											8.0						1.0						22.0				1262.0				6.0																									1269.0						1.0		
NC_073272.2	1::NC_073272.2:160232757-160240458	7701	False	0.5049	0							8.0										1284.0																													22.0														1247.0		6.0		
NC_073252.2	-3::NC_073252.2:4034-11324	7290	False	0.5053	0	40.0	146.0	146.0	1.0	1068.0	1029.0																																																										
NC_073252.2	1::NC_073252.2:4035-11325	7290	False	0.5055	0	1030.0		39.0		147.0	146.0	1068.0																																																									
NC_073252.2	-1::NC_073252.2:4849-11086	6237	False	0.5042	0	1.0	1013.0	1039.0	26.0																																																												
NC_073252.2	3::NC_073252.2:4850-11087	6237	False	0.5044	0	26.0		1.0		1039.0	1013.0																																																										
NC_073252.2	2::NC_073252.2:810883-833707	22824	False	0.49	1	244.0		183.0	187.0	114.0	22.0	166.0		4.0	10.0	1.0	144.0	8.0	123.0				5.0		552.0	10.0	30.0		183.0	30.0			252.0	170.0	14.0		18.0	1316.0		11.0	17.0	1.0	6.0	751.0	13.0	24.0	6.0		14.0	601.0	24.0	741.0		13.0	9.0	2.0	1.0	184.0	4.0	118.0		9.0	5.0	1259.0	2.0		7.0		
NC_073252.2	1::NC_073252.2:812607-826149	13542	False	0.4884	1	152.0		107.0	111.0	82.0	9.0	98.0		5.0	8.0		71.0	2.0	75.0				5.0		345.0	6.0	16.0		96.0	21.0			146.0	103.0	14.0		13.0	772.0		4.0	11.0		6.0	443.0	4.0	18.0	1.0		10.0	370.0	16.0	414.0		6.0	1.0	3.0		114.0	2.0	75.0		11.0	2.0	746.0					
NC_073252.2	3::NC_073252.2:822293-840473	18180	False	0.4918	1	205.0		148.0	150.0	91.0	18.0	131.0		3.0	7.0		113.0	4.0	101.0				3.0		442.0	12.0	19.0		146.0	28.0			196.0	136.0	9.0		11.0	1061.0		6.0	7.0		4.0	612.0	9.0	11.0	3.0		10.0	487.0	16.0	580.0		7.0	3.0	2.0		138.0	5.0	97.0		7.0	3.0	1014.0			5.0		
NC_073252.2	1::NC_073252.2:829581-841455	11874	False	0.4933	0	134.0		97.0	87.0	62.0	9.0	84.0	2.0	3.0	5.0	1.0	75.0	4.0	67.0				4.0	2.0	292.0	10.0	13.0		90.0	16.0		1.0	126.0	87.0	9.0	1.0	3.0	703.0		4.0	4.0	1.0	5.0	386.0	2.0	10.0	4.0		9.0	325.0	9.0	380.0		3.0	1.0	1.0	1.0	97.0		63.0		7.0	2.0	654.0	1.0		2.0		
