clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TTT	codon_TCA	codon_ATT	codon_ATA	codon_GAA	codon_CAT	codon_AAC	codon_AGG	codon_AAA	codon_CAC	codon_GCA	codon_AAT	codon_GAT	codon_CAG	codon_ACA	codon_GTC	codon_ATG	codon_GAC	codon_CTG	codon_AGT	codon_ACT	codon_GTA	codon_ACC	codon_GGC	codon_CTT	codon_TTA	codon_CCC	codon_AAG	codon_TCC	codon_CTA	codon_GCT	codon_GAG	codon_AGA	codon_CAA	codon_TCT	codon_TTC	codon_TTG	codon_GGA	codon_TGT	codon_CCT	codon_GGG	codon_TAT	codon_CCA	codon_GCC	codon_ATC	codon_CGG	codon_GGT	codon_GTT	codon_CTC	codon_TGC	codon_GTG	codon_CGT	codon_AGC	codon_CCG	codon_CGA	codon_TGG	codon_TAC	codon_GCG	codon_ACG	codon_TCG	codon_CGC
NC_072425.2	3::NC_072425.2:86145836-86153024(+)	7188	False	0.7183	0		44.0						53.0		86.0	57.0		43.0	89.0	1.0	1.0	22.0	82.0	1.0		56.0		5.0	239.0	64.0	1.0	50.0		105.0		81.0	58.0	111.0		17.0	77.0		18.0		87.0	153.0		70.0	42.0	4.0	126.0	44.0		136.0	2.0	24.0			80.0	15.0	68.0		82.0	58.0	4.0	40.0
NC_072425.2	-3::NC_072425.2:125377398-125382825(-)	5427	False	0.4218	2	45.0	75.0	34.0	14.0	88.0	33.0	39.0	38.0	79.0	20.0	28.0	75.0	48.0	46.0	57.0	15.0	25.0	40.0	19.0	48.0	42.0	20.0	20.0	18.0	24.0	29.0	27.0	38.0	36.0	17.0	31.0	48.0	57.0	40.0	65.0	27.0	21.0	30.0	18.0	47.0	19.0	21.0	45.0	18.0	13.0	1.0	19.0	21.0	12.0	6.0	20.0	5.0	40.0	6.0	7.0	12.0	11.0	1.0	7.0	2.0	2.0
NC_072425.2	-1::NC_072425.2:160041992-160053038(-)	11046	False	0.5003	0							11.0																1825.0				2.0			1829.0										10.0			1.0										4.0								
NC_072425.2	1::NC_072425.2:160041993-160053039(+)	11046	False	0.5002	0	1.0							1829.0																	4.0	10.0															12.0						1.0	1825.0													
NC_072425.2	-3::NC_072425.2:160042143-160053174(-)	11031	False	0.5001	0							1810.0		1.0														22.0				2.0	4.0		22.0										1815.0																	1.0				
NC_072425.2	2::NC_072425.2:160042144-160053169(+)	11025	False	0.5	0								22.0																4.0		1815.0															1811.0						1.0	22.0													
NC_072423.2	2::NC_072423.2:37-11296(+)	11259	False	0.5	1							632.0																1244.0				1.0			1243.0										632.0		1.0																			
NC_072423.2	-2::NC_072423.2:51-11295(-)	11244	False	0.5001	0								1241.0														1.0				632.0															633.0							1241.0													
NC_072423.2	-3::NC_072423.2:4127-13097(-)	8970	False	0.5002	1								279.0																		1215.0															1216.0						1.0	279.0													
NC_072423.2	1::NC_072423.2:4128-13098(+)	8970	False	0.5003	1							1215.0																279.0				2.0			279.0										1215.0																					
NC_072423.2	1::NC_072423.2:37286880-37292022(+)	5142	False	0.7213	2	3.0	41.0	3.0	1.0	1.0	3.0		50.0		47.0	47.0	1.0	24.0	70.0	3.0		11.0	37.0	1.0		43.0		6.0	154.0	47.0		48.0		83.0		40.0	44.0	78.0		18.0	50.0		13.0		50.0	107.0		35.0	45.0		113.0	20.0		93.0	6.0	30.0	1.0	5.0	57.0	8.0	43.0	1.0	51.0	38.0	2.0	42.0
NC_072423.2	-1::NC_072423.2:66340990-66347632(-)	6642	False	0.1683	0	60.0		117.0	563.0		73.0	1.0		4.0	29.0	1.0	3.0	1.0	1.0	48.0		21.0		2.0	1.0		93.0	58.0			74.0	1.0	1.0					1.0	2.0	1.0	22.0	40.0		30.0			634.0	72.0		1.0	18.0	70.0	2.0		1.0	14.0	6.0				39.0	81.0		2.0	26.0	
NC_072423.2	3::NC_072423.2:73184144-73189256(+)	5112	False	0.7136	2	5.0	38.0	3.0	1.0	2.0		1.0	47.0		54.0	48.0		10.0	75.0	2.0	4.0	16.0	41.0	5.0	2.0	35.0	2.0	6.0	145.0	46.0		46.0	1.0	86.0	2.0	43.0	50.0	70.0	1.0	10.0	52.0	1.0	16.0	1.0	46.0	97.0		42.0	43.0	3.0	90.0	48.0	3.0	85.0	6.0	37.0	2.0	2.0	55.0	8.0	52.0		53.0	36.0	2.0	27.0
NC_072423.2	-2::NC_072423.2:86270646-86276277(-)	5631	False	0.7187	2	2.0	50.0	3.0		2.0	2.0	2.0	55.0		50.0	44.0	1.0	17.0	78.0	4.0		14.0	46.0	6.0	2.0	38.0	1.0	9.0	161.0	57.0		54.0		86.0	3.0	49.0	46.0	85.0	7.0	17.0	55.0	5.0	20.0		58.0	118.0		41.0	54.0		119.0	29.0	4.0	90.0	3.0	34.0	1.0	4.0	56.0	3.0	50.0		56.0	33.0	1.0	52.0
NC_072423.2	-1::NC_072423.2:86270863-86275942(-)	5079	False	0.7257	0	3.0	46.0	2.0			2.0		51.0	2.0	37.0	51.0	2.0	10.0	77.0	2.0		6.0	33.0	1.0		47.0		2.0	139.0	45.0		46.0		100.0		38.0	50.0	71.0		12.0	47.0		13.0		49.0	106.0		23.0	39.0		110.0	32.0		97.0	1.0	41.0			51.0	15.0	35.0		66.0	43.0	1.0	49.0
NC_072423.2	-1::NC_072423.2:91112305-91130197(-)	17892	False	0.4889	2	69.0	50.0	142.0	34.0	204.0	46.0	69.0	8.0	439.0	51.0	57.0	74.0	392.0	38.0	29.0	99.0	260.0	230.0	149.0	54.0	34.0	50.0	27.0	201.0	58.0	35.0	261.0	406.0	67.0	23.0	77.0	146.0	15.0	30.0	84.0	89.0	95.0	152.0	9.0	221.0	125.0	5.0	235.0	71.0	127.0	5.0	165.0	156.0	40.0	1.0	306.0	4.0	56.0	24.0	1.0	33.0	4.0	8.0	7.0	13.0	4.0
NC_072423.2	-3::NC_072423.2:102051116-102061079(-)	9963	False	0.6457	2	19.0	18.0	11.0	3.0	17.0	9.0	29.0	39.0	17.0	47.0	58.0	7.0	3.0	75.0	210.0	31.0	40.0	50.0	111.0	18.0	124.0	5.0	430.0	94.0	19.0	1.0	189.0	31.0	206.0	5.0	37.0	84.0	10.0	6.0	28.0	33.0	11.0	26.0	29.0	37.0	78.0	5.0	93.0	209.0	65.0	12.0	17.0	6.0	41.0	53.0	105.0	15.0	115.0	42.0	3.0	43.0	32.0	18.0	104.0	25.0	23.0
NC_072423.2	-3::NC_072423.2:111275228-111282128(-)	6900	False	0.622	2	20.0	33.0	12.0	5.0	30.0	17.0	16.0	35.0	9.0	30.0	47.0	8.0	23.0	142.0	39.0	22.0	42.0	66.0	92.0	46.0	32.0	10.0	55.0	82.0	28.0		97.0	55.0	64.0	15.0	62.0	150.0	13.0	25.0	33.0	19.0	23.0	22.0	6.0	82.0	56.0	23.0	72.0	93.0	38.0	53.0	37.0	9.0	36.0	11.0	49.0	20.0	65.0	8.0	12.0	10.0	33.0	11.0	16.0	10.0	31.0
NC_072423.2	1::NC_072423.2:114172347-114179310(+)	6963	False	0.7247	0	7.0	63.0	5.0			3.0		71.0		64.0	50.0	3.0	19.0	97.0	4.0	2.0	14.0	53.0	1.0	1.0	48.0	3.0	1.0	196.0	65.0		64.0		118.0		63.0	56.0	99.0	1.0	18.0	80.0	3.0	28.0		74.0	157.0		33.0	63.0		148.0	41.0	3.0	110.0	5.0	37.0			90.0	8.0	64.0		82.0	46.0	2.0	58.0
NC_072423.2	1::NC_072423.2:121774842-121780509(+)	5667	False	0.6095	2	25.0	25.0	8.0	6.0	37.0	15.0	17.0	34.0	15.0	37.0	34.0	8.0	27.0	122.0	31.0	34.0	29.0	54.0	86.0	29.0	34.0	7.0	37.0	43.0	16.0	2.0	83.0	62.0	37.0	14.0	43.0	113.0	23.0	32.0	20.0	13.0	11.0	28.0	5.0	53.0	58.0	5.0	58.0	85.0	36.0	24.0	24.0	16.0	36.0	14.0	49.0	8.0	54.0	7.0	10.0	17.0	8.0	3.0	8.0	2.0	18.0
NC_072423.2	3::NC_072423.2:150555896-150562805(+)	6909	False	0.6079	2	10.0	35.0	6.0	8.0	171.0	9.0	17.0	45.0	37.0	22.0	34.0	6.0	22.0	125.0	44.0	20.0	24.0	55.0	90.0	39.0	28.0	19.0	36.0	63.0	18.0	29.0	62.0	35.0	42.0	2.0	40.0	240.0	23.0	44.0	37.0	12.0	4.0	59.0	14.0	32.0	120.0	2.0	65.0	102.0	7.0	22.0	33.0	13.0	23.0	28.0	60.0	6.0	57.0	17.0	9.0	20.0	4.0	15.0	17.0	15.0	10.0
NC_072423.2	-2::NC_072423.2:167641908-167651931(-)	10023	False	0.5037	0							1457.0																213.0				1.0			177.0										1457.0									36.0												
NC_072423.2	2::NC_072423.2:167641909-167651932(+)	10023	False	0.5036	0								213.0																		1457.0															1457.0						1.0	177.0			36.0										
NC_072423.2	-3::NC_072423.2:167643224-167653856(-)	10632	False	0.5	0							321.0																1451.0							1451.0										321.0																					
NC_072423.2	1::NC_072423.2:167643225-167653857(+)	10632	False	0.4999	0								1451.0																		321.0															320.0						1.0	1451.0													
