clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_GGG	codon_TTA	codon_GTT	codon_AGG	codon_GTA	codon_GGT	codon_CCT	codon_AAC	codon_ACC	codon_CTA	codon_CCC	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_TCT	codon_TAT	codon_TCA	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_ACG	codon_GAT	codon_ACA	codon_TAC	codon_TTT
NC_073266.2	1::NC_073266.2:24780885-24785949(+)	5064	False	0.6864	1	79.0		8.0	26.0	1.0	1.0	4.0	6.0	3.0	1.0	103.0	12.0	35.0	1.0	5.0	4.0	57.0	5.0	11.0		42.0	13.0	24.0	2.0	7.0	63.0	44.0	99.0	4.0	3.0		40.0	62.0	171.0	42.0	4.0		5.0		5.0	76.0	5.0	68.0	45.0	91.0	2.0	15.0	76.0	3.0	2.0	2.0	3.0	17.0	1.0		85.0	76.0	3.0	95.0	1.0	30.0
NC_073266.2	-1::NC_073266.2:95786844-95792220(-)	5376	False	0.5556	1	1.0		1.0	3.0	2.0	1.0	1.0	6.0	146.0	19.0	16.0	4.0	4.0	2.0	1.0	7.0	18.0	5.0	1.0		24.0		4.0	2.0	8.0	6.0	3.0	8.0				9.0	26.0	637.0	1.0	1.0		3.0	3.0	15.0	25.0	5.0	4.0		24.0	4.0	2.0	133.0	3.0	6.0	2.0	4.0	1.0	16.0		45.0	3.0	1.0	488.0	36.0	2.0
NC_073266.2	-1::NC_073266.2:97485255-97491270(-)	6015	False	0.8286	1	543.0	2.0	3.0	6.0		14.0	2.0	1.0	1.0	1.0	3.0	253.0	1.0		160.0	23.0	4.0		153.0		11.0		5.0	1.0	159.0	164.0		4.0	4.0	2.0		3.0	1.0		4.0	1.0	1.0	155.0	119.0	1.0	2.0	2.0	2.0	3.0	5.0		1.0	1.0	169.0	2.0	2.0			1.0	2.0	2.0	1.0	2.0	3.0		
NC_073266.2	-2::NC_073266.2:97485314-97491257(-)	5943	False	0.8316	1	537.0	1.0		4.0		24.0	1.0	1.0		1.0	2.0	300.0	3.0		132.0	25.0	2.0		160.0	1.0	4.0	1.0			161.0	167.0		10.0	1.0		1.0	2.0		1.0	2.0		1.0	135.0	141.0	2.0		1.0	1.0	4.0	3.0	2.0		3.0	133.0	1.0		1.0		1.0		2.0		1.0	2.0	1.0	2.0
NC_073266.2	-3::NC_073266.2:97485376-97491418(-)	6042	False	0.8262	1	547.0		1.0	3.0		24.0	1.0		2.0		1.0	297.0	3.0		156.0	21.0	1.0	3.0	124.0		10.0	2.0			132.0	138.0	3.0	13.0	4.0	4.0		3.0	1.0	2.0	5.0	3.0	2.0	156.0	149.0	4.0		8.0	2.0	3.0	2.0	2.0	1.0	3.0	166.0	1.0		2.0	1.0		1.0	3.0			1.0	2.0	1.0
NC_073266.2	2::NC_073266.2:97485385-97491331(+)	5946	False	0.8308	1					2.0	2.0	1.0		23.0		546.0	12.0	3.0		1.0	3.0	154.0	3.0	2.0	6.0	138.0	1.0	3.0	3.0	2.0	10.0	4.0	297.0		3.0			1.0	165.0	3.0	1.0			1.0		155.0		2.0		131.0		2.0	124.0	2.0	1.0	1.0	1.0	1.0			21.0		2.0	148.0		1.0
NC_073266.2	3::NC_073266.2:97485395-97491224(+)	5829	False	0.8379	1				1.0			4.0		23.0		536.0	10.0			1.0	1.0	131.0		2.0	1.0	166.0		2.0		2.0	3.0	1.0	299.0		2.0				133.0		1.0					135.0	1.0			158.0		1.0	160.0	1.0	1.0				1.0		24.0		1.0	141.0		
NC_073266.2	1::NC_073266.2:97485399-97491234(+)	5835	False	0.8375	1	1.0						3.0	2.0	14.0		542.0	3.0	1.0	1.0	2.0	2.0	157.0	1.0			163.0	1.0	1.0	1.0	3.0	11.0	3.0	252.0		1.0				169.0			1.0	1.0	2.0		154.0			3.0	156.0			152.0					1.0			22.0			119.0		
NC_073266.2	-3::NC_073266.2:97710376-97716211(-)	5835	False	0.6075	1	4.0	1.0	4.0	3.0	5.0	3.0	5.0	2.0	2.0	2.0	150.0	5.0	5.0	2.0	359.0	3.0	6.0	2.0	2.0		4.0	5.0	1.0	1.0	359.0	1.0	179.0	4.0	1.0	34.0		4.0	16.0	8.0	7.0	1.0	1.0	1.0	313.0	3.0		1.0	2.0	307.0	5.0	4.0	34.0	3.0	3.0	3.0	1.0	54.0		1.0	1.0	7.0	1.0	2.0	6.0	2.0	
NC_073266.2	2::NC_073266.2:97710484-97715986(+)	5502	False	0.6114	0	148.0		1.0				1.0	1.0	1.0		2.0	2.0	32.0		1.0	3.0	354.0	1.0				14.0	303.0		4.0	4.0	5.0	2.0		2.0			2.0	2.0	177.0	2.0	1.0		3.0					1.0	355.0		53.0	1.0	5.0			33.0	1.0			1.0		1.0	312.0	1.0	2.0
NC_073266.2	-1::NC_073266.2:97710498-97715985(-)	5487	False	0.6114	0				3.0			146.0	53.0			3.0	1.0	1.0	1.0		2.0	4.0		354.0			1.0			46.0	2.0	353.0	2.0	2.0	197.0		12.0	1.0	3.0	1.0		1.0	1.0					270.0	2.0	3.0	1.0	1.0	2.0	315.0			2.0	2.0		1.0	1.0		33.0	5.0	1.0	
NC_073266.2	-2::NC_073266.2:97710539-97716014(-)	5475	False	0.6111	0	301.0		1.0	3.0		1.0	3.0	2.0	148.0		1.0	1.0	2.0		1.0	357.0	1.0						3.0		312.0	2.0	32.0	1.0		352.0		1.0	176.0	12.0	2.0		33.0	1.0	3.0	1.0		1.0		55.0	4.0		1.0		2.0	1.0		1.0	1.0		1.0	3.0			2.0		
NC_073266.2	3::NC_073266.2:97710566-97716059(+)	5493	False	0.6111	0	2.0	1.0	1.0	4.0		147.0	3.0	1.0	1.0	1.0	302.0	2.0	353.0		1.0	2.0	2.0	1.0		1.0	1.0	176.0	55.0		5.0		1.0	1.0		2.0			1.0	3.0	32.0	1.0			1.0	1.0	1.0			4.0	312.0		1.0		11.0		33.0	1.0	1.0		1.0	357.0			3.0		1.0
NC_073266.2	3::NC_073266.2:98260226-98269283(+)	9057	False	0.499	0			1500.0	1498.0	1.0	1.0							1.0				1.0	1.0					1.0		1.0						1.0	1.0					2.0		2.0	1.0					1.0	1.0	1.0		1.0									2.0			1.0
NC_073266.2	-2::NC_073266.2:98260253-98270009(-)	9756	False	0.4997	1							1544.0	1545.0	74.0	74.0	2.0				1.0										1.0									1.0						1.0				1.0		2.0				1.0	2.0							1.0		2.0	
NC_073266.2	1::NC_073266.2:98260266-98270004(+)	9738	False	0.4996	1	1545.0	1545.0	73.0	74.0									1.0						1.0																				1.0								1.0	1.0					1.0	1.0							2.0
NC_073266.2	-3::NC_073266.2:98260285-98269282(-)	8997	False	0.5001	0									1499.0	1498.0																																				1.0											1.0				
NC_073267.2	-1::NC_073267.2:2102-10211(-)	8109	False	0.5003	0	1293.0	1290.0	57.0	57.0	3.0	2.0																																																							1.0
NC_073267.2	1::NC_073267.2:2103-10212(+)	8109	False	0.5004	0							1293.0	1289.0	60.0	57.0	2.0																																							2.0											
NC_073267.2	-3::NC_073267.2:2433-10197(-)	7764	False	0.5004	0			1289.0	1293.0		5.0																																																							1.0
NC_073267.2	2::NC_073267.2:2434-10198(+)	7764	False	0.5005	0									1289.0	1293.0	5.0																																							1.0											
NC_073267.2	3::NC_073267.2:697955-706517(+)	8562	False	0.7158	1	366.0	2.0		469.0	2.0	142.0	16.0		1.0		15.0	91.0	1.0	90.0	21.0	122.0	7.0	2.0	37.0	2.0	3.0	12.0		1.0	14.0	11.0	20.0	29.0	11.0	2.0		117.0		1.0	258.0	97.0	1.0	83.0		5.0			20.0	289.0	221.0			12.0	137.0		1.0	14.0	1.0			89.0	19.0				
NC_073267.2	1::NC_073267.2:698571-706500(+)	7929	False	0.7171	1	339.0			443.0	2.0	130.0	13.0				16.0	87.0		85.0	20.0	111.0	2.0	3.0	29.0	1.0	1.0	10.0		1.0	19.0	14.0	14.0	30.0	14.0			107.0			237.0	93.0		71.0	1.0	1.0			20.0	267.0	201.0	2.0		12.0	130.0			12.0	1.0			82.0	19.0		1.0	1.0	1.0
NC_073267.2	-2::NC_073267.2:1092148-1098577(-)	6429	False	0.5752	0	140.0	87.0	53.0	52.0	1.0	52.0	4.0	44.0	50.0	1.0	1.0	2.0	51.0		1.0	1.0	4.0	3.0	4.0		52.0				2.0	122.0	1.0	2.0	3.0	1.0		2.0	1.0	157.0	3.0	2.0	52.0	22.0	1.0	50.0	85.0	2.0	126.0	144.0	97.0	2.0		4.0		53.0		52.0		1.0	1.0	46.0	154.0	2.0	239.0	102.0	9.0
NC_073267.2	-3::NC_073267.2:1092153-1098441(-)	6288	False	0.5762	0	124.0	91.0	50.0	58.0		37.0		53.0	39.0		2.0	2.0	39.0		1.0			1.0	1.0		49.0			1.0	1.0	153.0		2.0				1.0		151.0		1.0	50.0	27.0		39.0	73.0	2.0	153.0	151.0	93.0	1.0			1.0	50.0		39.0	1.0		1.0	59.0	129.0		258.0	89.0	23.0
NC_073267.2	-1::NC_073267.2:1092170-1098392(-)	6222	False	0.5754	0	154.0	102.0	37.0	40.0		53.0		50.0	52.0				52.0	1.0				1.0			35.0		1.0			140.0								162.0	1.0		38.0	18.0		54.0	65.0	1.0	137.0	123.0	99.0			4.0		40.0		53.0				57.0	153.0		239.0	91.0	21.0
NC_073267.2	2::NC_073267.2:3266473-3273175(+)	6702	False	0.5477	2	28.0	10.0	8.0	85.0	18.0	23.0	92.0	18.0	40.0	6.0	46.0	36.0	127.0	32.0	49.0	6.0	58.0	28.0	5.0	20.0	24.0	52.0	99.0	28.0	23.0	48.0	17.0	54.0	26.0	200.0	4.0	99.0	39.0	12.0	37.0	6.0	9.0	5.0	6.0	20.0	57.0	30.0	18.0	24.0	49.0	7.0	3.0	115.0	34.0	53.0	15.0	49.0	22.0	8.0	46.0	48.0	11.0	28.0	60.0	3.0	11.0
NC_073267.2	-2::NC_073267.2:4866796-4876573(-)	9777	False	0.6164	1	3.0	1.0	2.0	31.0		1.0	305.0	114.0	174.0		533.0	2.0	154.0		2.0	3.0	6.0		2.0		2.0	6.0	170.0	1.0	1.0		457.0	5.0	2.0	163.0	1.0	172.0	2.0	284.0	12.0	5.0			2.0	4.0			29.0	36.0	154.0	3.0	2.0	4.0	4.0		5.0	131.0	2.0			3.0	1.0	1.0	261.0		1.0
NC_073267.2	-3::NC_073267.2:4866930-4876659(-)	9729	False	0.6158	1				28.0			339.0	125.0	144.0	1.0	533.0	2.0	131.0	1.0	1.0	2.0	3.0	1.0		2.0	4.0	7.0	156.0	5.0	1.0		465.0	8.0	2.0	154.0		158.0		262.0	10.0	4.0	3.0				1.0	1.0	34.0	30.0	172.0	7.0	1.0	7.0			4.0	147.0	2.0						282.0	1.0	2.0
NC_073267.2	-1::NC_073267.2:4866971-4876559(-)	9588	False	0.617	1				35.0			310.0	143.0	158.0		521.0		140.0	1.0			4.0					3.0	156.0				487.0	3.0	1.0	148.0		168.0		263.0	11.0	4.0							30.0	28.0	182.0	4.0	5.0	4.0		1.0	2.0	120.0			2.0				262.0		
NC_073267.2	3::NC_073267.2:34283807-34289324(+)	5517	False	0.6168	2	62.0	2.0	6.0	33.0	6.0	29.0	33.0	38.0	40.0	5.0	63.0	61.0	10.0	13.0	38.0	44.0	64.0	21.0	14.0	14.0	7.0	29.0	29.0	12.0	61.0	51.0	41.0	58.0	48.0	28.0	9.0	15.0	23.0	81.0	111.0	13.0		9.0	38.0	36.0	41.0	11.0	50.0	28.0	79.0	23.0	30.0	31.0	31.0	18.0	17.0	53.0	3.0	3.0	11.0	33.0	9.0	19.0	22.0	22.0	10.0
NC_073267.2	3::NC_073267.2:81345926-81351455(+)	5529	False	0.5243	2	25.0	11.0	10.0	20.0	7.0	14.0	51.0	50.0	42.0	14.0	45.0	27.0	18.0	8.0	32.0	14.0	47.0	33.0	8.0	32.0	21.0	33.0	41.0	19.0	70.0	13.0	39.0	49.0	79.0	27.0	10.0	26.0	30.0	23.0	71.0	16.0	24.0	11.0	16.0	19.0	8.0	44.0	48.0	22.0	123.0	30.0	29.0	53.0	26.0	40.0	32.0	46.0	6.0	6.0	8.0	33.0	8.0	36.0	31.0	27.0	42.0
NC_073267.2	2::NC_073267.2:98196862-98208751(+)	11889	False	0.6709	2	135.0	7.0	13.0	106.0	5.0	50.0	106.0	41.0	98.0	13.0	277.0	162.0	42.0	14.0	70.0	54.0	166.0	34.0	25.0	29.0	89.0	35.0	82.0	26.0	166.0	54.0	77.0	219.0	120.0	44.0	6.0	37.0	35.0	86.0	208.0	37.0	7.0	57.0	23.0	20.0	50.0	24.0	123.0	70.0	163.0	15.0	74.0	121.0	68.0	41.0	12.0	53.0	23.0	2.0	17.0	66.0	32.0	44.0	42.0	22.0	26.0
NC_073267.2	-1::NC_073267.2:99063860-99070745(-)	6885	False	0.5695	2	40.0	7.0	15.0	54.0	3.0	10.0	48.0	27.0	26.0	8.0	78.0	43.0	28.0	4.0	38.0	18.0	59.0	17.0	15.0	14.0	39.0	23.0	76.0	13.0	81.0	21.0	36.0	92.0	164.0	44.0	8.0	25.0	12.0	41.0	174.0	27.0	8.0	32.0	8.0	15.0	16.0	6.0	152.0	14.0	61.0	34.0	42.0	31.0	42.0	121.0	13.0	78.0	23.0	6.0	11.0	20.0	26.0	36.0	19.0	33.0	20.0
NC_073267.2	-2::NC_073267.2:100419844-100427191(-)	7347	False	0.5159	0							415.0	360.0	767.0	792.0	44.0																																70.0												1.0						
NC_073267.2	3::NC_073267.2:100419845-100427192(+)	7347	False	0.5157	0	431.0	345.0	765.0	792.0	2.0	28.0														15.0						1.0						69.0																					1.0								
NC_073261.2	-1::NC_073261.2:498-5886(-)	5388	False	0.5004	0	858.0	857.0	40.0	40.0		1.0																																																							
NC_073261.2	2::NC_073261.2:499-5995(+)	5496	False	0.5035	0							875.0	859.0	40.0	40.0	2.0																							16.0																											
NC_073261.2	-3::NC_073261.2:739-6121(-)	5382	False	0.5082	0	2.0	1.0	861.0	875.0		19.0																				10.0			2.0						5.0										1.0				16.0				2.0								
NC_073261.2	3::NC_073261.2:740-6044(+)	5304	False	0.5053	0							1.0	1.0	875.0	859.0	9.0																16.0					5.0																							2.0						
NC_073261.2	3::NC_073261.2:20891918-20897114(+)	5196	False	0.4057	1	13.0	24.0	36.0	15.0	35.0	33.0	43.0	24.0	7.0	11.0	13.0	22.0	26.0	6.0	49.0	17.0	25.0	26.0	19.0	23.0	5.0	53.0	6.0	16.0	11.0	5.0	6.0	28.0	50.0	56.0	13.0	51.0	47.0	7.0	39.0	5.0	30.0	4.0	27.0	20.0	1.0	36.0	15.0	50.0	46.0	7.0	27.0	46.0	19.0	100.0	63.0	91.0	5.0	11.0	6.0	37.0	3.0	73.0	61.0	9.0	80.0
NC_073261.2	-1::NC_073261.2:52923123-52929279(-)	6156	False	0.4457	1	17.0	25.0	71.0	7.0	35.0	36.0	64.0	9.0	22.0	31.0	24.0	20.0	34.0	2.0	75.0	5.0	14.0	8.0	3.0	39.0	5.0	66.0	36.0	21.0	32.0	6.0	13.0	16.0	73.0	77.0	15.0	81.0	104.0	16.0	81.0	11.0	51.0	2.0	2.0	48.0		48.0	43.0	41.0	84.0	8.0	33.0	93.0	15.0	54.0	30.0	67.0	5.0	31.0	5.0	34.0	5.0	42.0	46.0	47.0	24.0
NC_073261.2	-2::NC_073261.2:98933633-98949680(-)	16047	False	0.4401	2	123.0	99.0	51.0	84.0	102.0	77.0	107.0	60.0	70.0	78.0	74.0	28.0	116.0	15.0	40.0	25.0	71.0	138.0	29.0	146.0	7.0	111.0	55.0	93.0	68.0	11.0	32.0	25.0	142.0	267.0	47.0	172.0	105.0	62.0	220.0	44.0	66.0	13.0	42.0	115.0	26.0	270.0	36.0	94.0	166.0	41.0	61.0	260.0	135.0	262.0	74.0	177.0	16.0	81.0	17.0	74.0	10.0	113.0	117.0	10.0	79.0
NC_073261.2	3::NC_073261.2:102977747-102983270(+)	5523	False	0.6017	0	87.0			86.0		1.0	1.0	2.0	1.0		1.0	1.0	516.0			1.0	105.0	1.0	2.0			1.0			3.0		1.0	1.0	1.0			1.0		1.0	702.0	1.0	1.0	99.0	2.0	1.0		5.0		93.0	9.0	1.0		2.0	5.0	2.0		4.0			93.0		1.0		4.0	1.0	1.0
NC_073261.2	-2::NC_073261.2:102977762-102983294(-)	5532	False	0.6012	0	1.0		1.0	1.0	1.0	1.0	86.0		1.0		86.0	1.0	1.0	1.0	105.0		1.0	1.0	2.0	5.0			93.0	1.0	9.0		702.0	1.0		516.0		1.0	1.0	5.0	1.0				4.0	1.0	99.0		1.0		3.0	1.0	4.0	2.0	1.0	1.0	2.0	1.0	93.0		1.0	1.0		1.0	2.0		1.0
NC_073261.2	-1::NC_073261.2:102977856-102983286(-)	5430	False	0.6028	0	1.0			1.0			90.0				87.0	2.0			95.0				1.0	2.0	1.0		86.0	3.0	1.0		694.0		1.0	521.0		1.0	1.0	2.0		2.0	2.0		2.0		104.0				1.0	1.0	1.0		1.0			1.0	98.0		1.0	1.0	1.0	1.0	3.0		
NC_073261.2	-3::NC_073261.2:102977923-102983344(-)	5421	False	0.6014	0				1.0		2.0	86.0	1.0			88.0		2.0		99.0	1.0						1.0	88.0	1.0	1.0		703.0			513.0		1.0	3.0	3.0	1.0		1.0	1.0	2.0		93.0	1.0	2.0						2.0	2.0		1.0	104.0	1.0					2.0		
NC_073261.2	2::NC_073261.2:102977935-102983350(+)	5415	False	0.6009	0	88.0	1.0	1.0	86.0			1.0		1.0	1.0			513.0				99.0			1.0		3.0					1.0		1.0	2.0	1.0		1.0		703.0	2.0		93.0	2.0		1.0			88.0	1.0		1.0		3.0		1.0				104.0	1.0			2.0		2.0
NC_073261.2	-3::NC_073261.2:105384901-105390706(-)	5805	False	0.3388	1	6.0	61.0	49.0	15.0	49.0	24.0	36.0	28.0	6.0	17.0	8.0	10.0	37.0	6.0	36.0	10.0	5.0	33.0	25.0	56.0	3.0	36.0	11.0	47.0	18.0	1.0	11.0	14.0	39.0	56.0	64.0	50.0	28.0	4.0	36.0	9.0	70.0	3.0	42.0	30.0	2.0	48.0	23.0	35.0	37.0	21.0	21.0	40.0	29.0	122.0	80.0	99.0	5.0	50.0	3.0	36.0	2.0	71.0	29.0	16.0	77.0
NC_073261.2	2::NC_073261.2:105517057-105524722(+)	7665	False	0.4091	1	21.0	49.0	46.0	20.0	32.0	13.0	32.0	72.0	55.0	41.0	21.0	30.0	30.0	11.0	62.0	2.0	30.0	38.0	21.0	36.0	3.0	48.0	45.0	53.0	74.0	6.0	36.0	37.0	76.0	61.0	50.0	51.0	47.0	34.0	66.0	32.0	76.0	2.0	5.0	38.0	5.0	53.0	49.0	45.0	64.0	60.0	66.0	33.0	31.0	123.0	89.0	86.0	5.0	34.0	7.0	51.0	9.0	80.0	59.0	29.0	75.0
NC_073261.2	-1::NC_073261.2:124526784-124539129(-)	12345	False	0.4889	0		2.0	125.0	2.0	2.0	2.0	409.0		1.0	1.0		2.0	1.0	80.0	41.0	372.0		147.0		1.0	1.0	3.0	262.0	382.0	276.0		29.0	143.0		253.0	4.0	26.0	2.0	2.0	1.0		6.0	85.0	215.0	139.0					3.0		509.0	2.0	164.0	1.0	1.0					118.0			3.0	5.0	292.0
NC_073261.2	-3::NC_073261.2:124529242-124539751(-)	10509	False	0.4889	0		1.0	93.0	1.0	2.0		342.0			3.0	1.0	2.0		71.0	32.0	325.0		130.0	1.0			1.0	220.0	321.0	229.0		29.0	133.0		216.0	3.0	18.0	1.0		1.0		4.0	65.0	182.0	122.0	1.0		1.0		3.0		440.0	1.0	144.0				1.0			97.0		1.0		6.0	259.0
NC_073261.2	-2::NC_073261.2:124533506-124539743(-)	6237	False	0.489	0		1.0	55.0	2.0			203.0			2.0		1.0		45.0	16.0	190.0		63.0		1.0			131.0	207.0	142.0		11.0	73.0		119.0	2.0	11.0					2.0	42.0	105.0	77.0			1.0		1.0		266.0	2.0	97.0					1.0		56.0			2.0		152.0
NC_073261.2	2::NC_073261.2:126348706-126355048(+)	6342	False	0.5894	0	62.0	2.0	36.0	156.0	2.0	23.0	3.0	6.0		13.0	59.0	112.0	110.0	27.0	12.0	3.0	2.0	13.0	1.0		76.0	6.0	35.0	1.0	22.0	50.0	15.0	65.0	140.0	27.0	15.0	29.0		12.0	39.0	44.0	1.0	61.0	48.0	1.0	63.0	27.0	42.0	82.0	103.0		43.0	28.0	13.0	126.0		110.0		3.0		45.0	11.0	1.0	44.0	1.0	43.0
NC_073261.2	3::NC_073261.2:126348716-126354110(+)	5394	False	0.5921	0	49.0		36.0	135.0	2.0	21.0	1.0	5.0	3.0	13.0	47.0	100.0	101.0	25.0	10.0	1.0	4.0	14.0	2.0		66.0	1.0	38.0		12.0	52.0	9.0	57.0	120.0	29.0	12.0	23.0		5.0	23.0	37.0		52.0	36.0	1.0	51.0	26.0	34.0	63.0	91.0		34.0	21.0	13.0	102.0		106.0				34.0	11.0		38.0	1.0	31.0
NC_073261.2	1::NC_073261.2:126348726-126355071(+)	6345	False	0.5887	0	70.0	2.0	40.0	148.0		14.0	1.0	8.0	2.0	15.0	62.0	119.0	118.0	36.0	15.0	3.0	2.0	15.0	2.0		71.0	6.0	41.0	3.0	19.0	59.0	13.0	61.0	140.0	33.0	16.0	24.0	1.0	9.0	37.0	39.0	2.0	58.0	41.0		59.0	30.0	37.0	74.0	94.0	2.0	37.0	31.0	19.0	125.0	2.0	117.0				45.0	11.0		43.0	1.0	43.0
NC_073261.2	-3::NC_073261.2:126541810-126548188(-)	6378	False	0.5005	0							225.0	225.0	837.0	837.0	2.0																																																		
NC_073261.2	3::NC_073261.2:126541811-126548189(+)	6378	False	0.5003	0	226.0	225.0	837.0	837.0		1.0																																																							
NC_073268.2	2::NC_073268.2:190-7387(+)	7197	False	0.5005	0							25.0	25.0	1169.0	1171.0	5.0																															2.0								1.0										1.0	
NC_073268.2	-3::NC_073268.2:195-7386(-)	7191	False	0.5003	0	25.0	25.0	1169.0	1171.0		4.0													2.0																																										1.0
NC_073268.2	-1::NC_073268.2:332-7373(-)	7041	False	0.5004	0	1172.0	1168.0			3.0	2.0																																																							2.0
NC_073268.2	1::NC_073268.2:333-7374(+)	7041	False	0.5005	0							1171.0	1169.0	3.0		1.0																																					2.0		1.0											
NC_073268.2	1::NC_073268.2:26617956-26623095(+)	5139	False	0.5705	2	46.0	6.0	10.0	52.0	11.0	18.0	42.0	11.0	28.0	15.0	53.0	35.0	30.0	2.0	56.0	14.0	44.0	27.0	33.0	13.0	6.0	29.0	34.0	13.0	46.0	16.0	22.0	55.0	54.0	27.0	5.0	31.0	20.0	19.0	108.0	18.0	8.0	9.0	23.0	10.0	8.0	35.0	43.0	43.0	59.0	21.0	18.0	58.0	40.0	51.0	11.0	91.0	5.0	3.0	7.0	52.0	9.0	29.0	21.0	5.0	5.0
NC_073268.2	1::NC_073268.2:27656988-27663984(+)	6996	False	0.6558	1	3.0	3.0	8.0	2.0	1.0	6.0	4.0	5.0	6.0	3.0	33.0	3.0	6.0	1.0	2.0	4.0	1.0	3.0	5.0	44.0	98.0	3.0	31.0	5.0	20.0	2.0	630.0	415.0	2.0	8.0	3.0	419.0	1.0	1.0	3.0		7.0	1.0	3.0	22.0	2.0	5.0		1.0	19.0	5.0	12.0	423.0	4.0	1.0	4.0	6.0	2.0	2.0	2.0	4.0		3.0	8.0	3.0	9.0
NC_073268.2	3::NC_073268.2:27657392-27663848(+)	6456	False	0.676	1	1.0						640.0	6.0	15.0	1.0	369.0				1.0	7.0	411.0				3.0			43.0	1.0	1.0	29.0	165.0	1.0	2.0		13.0		2.0	1.0	1.0			1.0		2.0	1.0				409.0		21.0			1.0					2.0		1.0	1.0		
NC_073268.2	2::NC_073268.2:27657406-27663925(+)	6519	False	0.674	1		1.0	2.0				29.0		1.0	1.0	447.0	2.0	1.0		1.0	55.0	15.0	7.0	2.0	1.0	1.0		584.0				1.0	2.0	1.0	46.0	1.0	1.0		16.0				1.0	2.0	410.0	99.0	6.0	1.0	1.0	412.0	13.0			1.0		1.0	4.0	2.0						1.0		1.0
NC_073268.2	-1::NC_073268.2:27657416-27663659(-)	6243	False	0.6769	1	369.0		6.0	639.0		15.0						153.0	1.0		411.0		1.0		11.0					1.0		1.0			43.0						10.0			2.0	1.0										1.0							7.0		409.0			
NC_073268.2	-2::NC_073268.2:27657502-27663847(-)	6345	False	0.6772	1	441.0			27.0								2.0	46.0		14.0			406.0		6.0					406.0	1.0		2.0		1.0								99.0	1.0	6.0				576.0					15.0						2.0	52.0		12.0			
NC_073268.2	2::NC_073268.2:52308742-52314391(+)	5649	False	0.6422	2	59.0	3.0	5.0	27.0	3.0	21.0	37.0	31.0	53.0	4.0	92.0	70.0	5.0	6.0	27.0	28.0	74.0	20.0	10.0	11.0	36.0	13.0	69.0	13.0	84.0	43.0	50.0	102.0	104.0	27.0	11.0	18.0	15.0	26.0	92.0	18.0	3.0	13.0	18.0	11.0	14.0	9.0	65.0	12.0	104.0	13.0	31.0	47.0	42.0	29.0	10.0	19.0	17.0	1.0	10.0	27.0	10.0	15.0	18.0	26.0	12.0
NC_073268.2	-1::NC_073268.2:92670413-92677793(-)	7380	False	0.7706	1				1.0		1.0	307.0	1.0	4.0	2.0	677.0		2.0		1.0	95.0	129.0	1.0	2.0			2.0	239.0	2.0	95.0	1.0	312.0	212.0	2.0	89.0			2.0	1.0	1.0	4.0	1.0		3.0	2.0			2.0	2.0	126.0		2.0	123.0	1.0		2.0			1.0		3.0	2.0		2.0	3.0	
NC_073268.2	-2::NC_073268.2:92670556-92677783(-)	7227	False	0.7754	1			1.0		1.0		323.0		2.0	3.0	663.0	1.0	1.0	1.0		93.0	125.0		1.0		2.0	2.0	223.0	1.0	94.0		296.0	222.0		87.0			2.0	1.0		2.0			1.0				1.0		122.0		1.0	134.0									1.0			2.0	
NC_073268.2	-3::NC_073268.2:92670567-92677767(-)	7200	False	0.7764	1							321.0		2.0	2.0	663.0		1.0	1.0	2.0	93.0	119.0					2.0	218.0		94.0		316.0	217.0		81.0			1.0	1.0		3.0					1.0	1.0		1.0	131.0		1.0	126.0												2.0	
NC_073268.2	3::NC_073268.2:92670596-92677757(+)	7161	False	0.7774	1	673.0			304.0	2.0	2.0						212.0	85.0		129.0				122.0			1.0		1.0	125.0				1.0				2.0		308.0								2.0	230.0	93.0			1.0	1.0							93.0					
NC_073268.2	1::NC_073268.2:92671353-92678124(+)	6771	False	0.7687	2	592.0	1.0	4.0	289.0	2.0	3.0	2.0	1.0	2.0	1.0	7.0	200.0	76.0		110.0	1.0	4.0	1.0	115.0	2.0	2.0	2.0		1.0	123.0		2.0	5.0	2.0	2.0	1.0	1.0	3.0	8.0	288.0	3.0	1.0	2.0	1.0	1.0	1.0		4.0	199.0	92.0	1.0	2.0	2.0	2.0	1.0		3.0			1.0	84.0		2.0	2.0		
NC_073268.2	-3::NC_073268.2:100783839-100791942(-)	8103	False	0.5002	0							149.0	149.0	1201.0	1201.0	1.0																																																		
NC_073268.2	2::NC_073268.2:100783840-100791943(+)	8103	False	0.5001	0	149.0	149.0	1201.0	1201.0		1.0																																																							
NC_073268.2	-2::NC_073268.2:100783948-100790569(-)	6621	False	0.5002	0							1103.0	1103.0			1.0																																																		
