clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ACT	codon_TAA	codon_CCC	codon_GCC	codon_GCA	codon_CCG	codon_TGA	codon_CAA	codon_ATT	codon_AGT	codon_CAG	codon_CTC	codon_TCC	codon_TTC	codon_CGG	codon_GGT	codon_CTT	codon_CGA	codon_TCA	codon_GAG	codon_TTT	codon_GGC	codon_AGC	codon_GAT	codon_AGG	codon_GAC	codon_GTT	codon_GTG	codon_GCG	codon_TAG
NC_086018.1	-3::NC_086018.1:8564839-8572612	7773	False	0.5564	1	10.0	1.0	5.0			1.0		5.0	3.0	118.0	15.0	90.0	6.0	2.0	91.0	10.0	36.0	338.0	17.0	4.0	12.0	4.0	110.0		5.0		6.0	46.0		83.0	113.0	15.0	5.0		2.0	4.0		5.0	12.0	1.0	331.0	4.0	4.0	2.0	10.0	2.0	4.0	1.0	54.0	20.0		116.0		73.0	2.0	90.0	5.0	340.0	96.0	124.0	5.0	53.0	77.0	3.0
NC_086018.1	-1::NC_086018.1:8584728-8591631	6903	False	0.5618	1	5.0	1.0	2.0			5.0	1.0	5.0	2.0	104.0	8.0	85.0		3.0	81.0	8.0	38.0	288.0	12.0	3.0	5.0	5.0	106.0	1.0	2.0		8.0	33.0		84.0	95.0	12.0	7.0	5.0	4.0	1.0		4.0	7.0	1.0	291.0	2.0	3.0	2.0	7.0			2.0	49.0	30.0	2.0	103.0		76.0		73.0	8.0	289.0	85.0	105.0	6.0	59.0	70.0	8.0
NC_086018.1	-3::NC_086018.1:8588416-8594950	6534	False	0.5725	1	4.0					4.0	1.0	5.0	3.0	101.0	8.0	79.0	1.0	1.0	94.0	4.0	21.0	263.0	9.0	4.0	5.0	3.0	105.0	1.0	3.0		4.0	26.0		78.0	90.0	9.0	5.0	3.0	3.0	1.0		1.0	3.0		277.0	7.0	3.0	3.0	2.0			4.0	73.0	26.0	3.0	92.0		81.0	1.0	76.0	5.0	266.0	81.0	100.0	8.0	47.0	78.0	3.0
NC_086018.1	-3::NC_086018.1:8616355-8622826	6471	False	0.561	1	9.0	1.0	5.0					5.0	4.0	97.0	13.0	80.0	4.0	1.0	79.0	8.0	24.0	274.0	14.0	4.0	9.0	4.0	93.0		4.0		4.0	33.0		73.0	93.0	17.0	4.0		2.0	2.0		5.0	10.0		278.0	3.0	3.0	1.0	7.0	1.0	5.0		43.0	20.0		99.0		60.0	2.0	78.0	6.0	281.0	76.0	106.0	3.0	42.0	66.0	2.0
NC_086018.1	-3::NC_086018.1:8624017-8630455	6438	False	0.5606	1	5.0	1.0	4.0			1.0		2.0	2.0	100.0	13.0	72.0	5.0	1.0	89.0	8.0	26.0	272.0	9.0	3.0	5.0	3.0	96.0	1.0	3.0		8.0	35.0		69.0	93.0	10.0	3.0	1.0	3.0	3.0		5.0	12.0	2.0	280.0	2.0	3.0	1.0	8.0	2.0	4.0	1.0	49.0	20.0		97.0		64.0	1.0	71.0	5.0	275.0	79.0	103.0	1.0	46.0	65.0	4.0
NC_086018.1	-2::NC_086018.1:8626001-8632265	6264	False	0.5594	1	9.0		2.0			1.0		3.0	4.0	98.0	10.0	76.0	5.0	2.0	77.0	5.0	28.0	272.0	14.0	3.0	9.0	2.0	94.0	1.0	4.0		5.0	32.0		63.0	90.0	11.0	3.0		2.0	3.0		4.0	7.0	2.0	267.0	4.0	3.0	1.0	7.0	2.0	2.0	1.0	51.0	11.0		97.0		64.0	1.0	70.0	6.0	272.0	74.0	101.0	4.0	43.0	63.0	3.0
NC_086018.1	-3::NC_086018.1:8643835-8650738	6903	False	0.5614	1	5.0	1.0	2.0			5.0	1.0	5.0	2.0	104.0	8.0	84.0		3.0	81.0	8.0	38.0	289.0	12.0	3.0	5.0	5.0	106.0	1.0	2.0		8.0	33.0		85.0	95.0	12.0	7.0	5.0	4.0	1.0		4.0	7.0	1.0	291.0	2.0	3.0	2.0	7.0			2.0	49.0	30.0	2.0	103.0		76.0		73.0	8.0	289.0	85.0	105.0	6.0	59.0	69.0	8.0
NC_086018.1	-1::NC_086018.1:8654946-8661849	6903	False	0.5614	1	5.0	1.0	2.0			5.0	1.0	5.0	2.0	104.0	8.0	84.0		3.0	81.0	8.0	38.0	289.0	12.0	3.0	5.0	5.0	106.0	1.0	2.0		8.0	33.0		85.0	95.0	12.0	7.0	5.0	4.0	1.0		4.0	7.0	1.0	291.0	2.0	3.0	2.0	7.0			2.0	49.0	30.0	2.0	103.0		76.0		73.0	8.0	289.0	85.0	105.0	6.0	59.0	69.0	8.0
NC_086018.1	-3::NC_086018.1:16296019-16303360	7341	False	0.6825	0	8.0	24.0	9.0		20.0	1.0	8.0	24.0	8.0	170.0		37.0	9.0	25.0	66.0	190.0	11.0	20.0	2.0	8.0		1.0			4.0			5.0	3.0	5.0	2.0	12.0	1.0				1.0	230.0	3.0	1.0	2.0	1.0	9.0	20.0	4.0	299.0		19.0	3.0	26.0	46.0	4.0		1.0	19.0	317.0	187.0	105.0	1.0	298.0	97.0	71.0	3.0	7.0
NC_086018.1	2::NC_086018.1:16296274-16303345	7071	False	0.69	0		23.0	6.0		20.0	1.0	7.0	24.0	2.0	170.0		37.0	9.0	25.0	63.0	187.0		20.0		5.0								3.0	3.0	5.0	2.0	6.0	1.0				1.0	230.0	3.0	1.0			8.0	20.0		298.0		19.0		25.0	42.0				19.0	317.0	184.0	104.0	1.0	298.0	96.0	69.0	3.0	
NC_086018.1	3::NC_086018.1:16296902-16302863	5961	False	0.6984	0				1.0	72.0		3.0	2.0				39.0			3.0		44.0	97.0			29.0	18.0	165.0	23.0	1.0	86.0		177.0	3.0	1.0	2.0		14.0	113.0	16.0		147.0	7.0	31.0	44.0							223.0	27.0	1.0				91.0	5.0	2.0							31.0	469.0	
NC_086018.1	-1::NC_086018.1:16297269-16302501	5232	False	0.7007	0	389.0					1.0	14.0	107.0	35.0	12.0		119.0			70.0		17.0		2.0					2.0			1.0	21.0		40.0	2.0	194.0		21.0	3.0	16.0	1.0			1.0	11.0	8.0		3.0	86.0				153.0	33.0	30.0	251.0						1.0				40.0	1.0	59.0
NC_086018.1	3::NC_086018.1:17831075-17840048	8973	False	0.6952	0		101.0	5.0	7.0	28.0	8.0	83.0	3.0	16.0	4.0	22.0	1.0	8.0	113.0	7.0	364.0	1.0	8.0	54.0			13.0	13.0	3.0	10.0				23.0	1.0	239.0		1.0	4.0	13.0		49.0	416.0	75.0	3.0		1.0	7.0		227.0	1.0	5.0	2.0	1.0	25.0	2.0		2.0	383.0	3.0	283.0	2.0	30.0	8.0	251.0	25.0	13.0	24.0	
NC_086018.1	-2::NC_086018.1:17831090-17839793	8703	False	0.7017	0		100.0	1.0		27.0	5.0	81.0	3.0	16.0		22.0	1.0	7.0	112.0	7.0	364.0		2.0	50.0			2.0	7.0	1.0	7.0				23.0	1.0	236.0				13.0		49.0	416.0	72.0			1.0	7.0		227.0		5.0	2.0	1.0	25.0				382.0	3.0	283.0	2.0	29.0		249.0	24.0	13.0	23.0	
NC_086018.1	-3::NC_086018.1:18222808-18228727	5919	False	0.718	0	1.0				1.0		44.0	516.0	187.0	1.0		138.0	36.0	3.0	42.0		2.0				2.0	4.0		212.0	2.0		3.0	8.0		237.0	4.0	67.0			3.0	4.0					4.0	135.0			61.0		1.0		74.0	20.0		146.0		4.0		3.0	1.0	2.0	2.0	3.0				
NC_086018.1	3::NC_086018.1:18222809-18228806	5997	False	0.715	0		90.0	2.0	4.0	41.0	1.0	69.0		9.0	3.0		2.0	3.0	219.0		62.0	1.0	4.0	46.0	1.0		6.0	2.0	1.0	4.0		3.0		2.0	32.0	15.0		1.0	2.0	3.0		1.0	546.0	1.0	1.0		3.0	3.0	1.0	137.0	2.0					2.0		1.0	190.0		188.0	57.0	30.0	5.0	174.0	2.0	24.0	3.0	
NC_086018.1	-2::NC_086018.1:18222824-18228659	5835	False	0.7212	0		89.0			40.0		67.0		9.0	1.0		2.0	2.0	219.0		62.0		1.0	45.0	1.0		1.0			2.0		3.0		2.0	32.0	12.0				3.0		1.0	546.0				3.0	2.0	1.0	137.0	1.0								189.0		188.0	57.0	30.0		171.0	1.0	23.0	2.0	
NC_086018.1	1::NC_086018.1:18222825-18228687	5862	False	0.7204	0			3.0	3.0		1.0	1.0	2.0	1.0	11.0	34.0				1.0		1.0	41.0	5.0			21.0	307.0	217.0		1.0	1.0	24.0		4.0			2.0	220.0			171.0		168.0	199.0						1.0	42.0		2.0			1.0	20.0						370.0	1.0		1.0	77.0	
NC_086018.1	-3::NC_086018.1:18680650-18687487	6837	False	0.7145	0	5.0	2.0	4.0			1.0	19.0	6.0	4.0	160.0		1.0	4.0	34.0	1.0	199.0	6.0	7.0	2.0	1.0	1.0	1.0			2.0			1.0			47.0	2.0	1.0		2.0		4.0	227.0			1.0	1.0	3.0	2.0	4.0	218.0	37.0	7.0	1.0	52.0	60.0	2.0		2.0	3.0	620.0	16.0	261.0		54.0	106.0	81.0		4.0
NC_086018.1	3::NC_086018.1:18680729-18687488	6759	False	0.7171	0			2.0		18.0					51.0				4.0	1.0	3.0	4.0	225.0			8.0	3.0	55.0	8.0		4.0	2.0	242.0		1.0	4.0		166.0	162.0			161.0	3.0	45.0	99.0			39.0	3.0	1.0	3.0	280.0			1.0			4.0				4.0	3.0	2.0			54.0	588.0	
NC_086018.1	-1::NC_086018.1:18680769-18687471	6702	False	0.7192	0	436.0						2.0	76.0	43.0			195.0			195.0	1.0	18.0	1.0		1.0		1.0		20.0	3.0			252.0		46.0		363.0		1.0		2.0			1.0	4.0	30.0	2.0			12.0		6.0	37.0	225.0		11.0	240.0		1.0		3.0						1.0	3.0	2.0
NC_086018.1	2::NC_086018.1:18680797-18687472	6675	False	0.7199	0		1.0	2.0			1.0	18.0	5.0	1.0	160.0		1.0	3.0	34.0		196.0	1.0	7.0			1.0										47.0		1.0		2.0		4.0	227.0					2.0	2.0	2.0	217.0	37.0	7.0		51.0	59.0			1.0	3.0	620.0	13.0	261.0		54.0	105.0	79.0		
NC_086018.1	-1::NC_086018.1:18865017-18871989	6972	False	0.6823	0	8.0	20.0	10.0		16.0	1.0	7.0	26.0	8.0	162.0		30.0	12.0	24.0	64.0	185.0	13.0	18.0	2.0	8.0		1.0			5.0		1.0	3.0	3.0	5.0	1.0	10.0	1.0				2.0	225.0	2.0	1.0	2.0	1.0	12.0	15.0	4.0	281.0	1.0	13.0	3.0	31.0	43.0	4.0		1.0	18.0	300.0	179.0	92.0		278.0	95.0	69.0	1.0	7.0
NC_086018.1	1::NC_086018.1:18865272-18871974	6702	False	0.6902	0		19.0	7.0		16.0	1.0	7.0	25.0	2.0	162.0		30.0	12.0	24.0	61.0	182.0	1.0	18.0		5.0					1.0		1.0	1.0	3.0	5.0	1.0	5.0	1.0				2.0	225.0	2.0	1.0			11.0	15.0		280.0	1.0	13.0		30.0	39.0				18.0	300.0	176.0	91.0		278.0	94.0	67.0	1.0	
NC_086018.1	1::NC_086018.1:18961347-18966468	5121	False	0.6413	2	32.0	26.0	15.0	11.0	32.0	13.0	29.0	45.0	13.0	102.0	31.0	47.0	8.0	15.0	28.0	24.0	17.0	27.0	47.0	6.0	12.0	12.0	4.0	29.0	4.0	3.0	13.0	27.0	15.0	17.0	29.0	7.0	16.0	15.0	11.0		48.0	68.0	23.0	22.0		27.0	3.0	10.0	101.0	36.0	45.0	24.0	44.0	10.0	14.0	6.0	16.0	113.0	7.0	53.0	43.0	25.0	34.0	47.0	8.0	51.0	47.0	
NC_086018.1	-3::NC_086018.1:19123996-19129135	5139	False	0.642	2	34.0	9.0	4.0		10.0	6.0	51.0	46.0	27.0	100.0	24.0	47.0	3.0	25.0	23.0	48.0	12.0	14.0	14.0	13.0	13.0	17.0	6.0	26.0	15.0		12.0	30.0	7.0	46.0	43.0	4.0	27.0	6.0	11.0	3.0	47.0	54.0	28.0	47.0	16.0	16.0	7.0	11.0	102.0	113.0	17.0	31.0	24.0	32.0	47.0	15.0		37.0	15.0	68.0	29.0	15.0	32.0	23.0	26.0	29.0	45.0	11.0
NC_086018.1	1::NC_086018.1:19285923-19293849	7926	False	0.6802	0	64.0		2.0	2.0	73.0		183.0	4.0	1.0	72.0	1.0	207.0	1.0	1.0	21.0			2.0	1.0		2.0	3.0	2.0	365.0	1.0	2.0	64.0		1.0		135.0	1.0	1.0	1.0	1.0		133.0	1.0	20.0	3.0		2.0		1.0	137.0	379.0	133.0	53.0	1.0	1.0	113.0	8.0	52.0	171.0	4.0	76.0	64.0		73.0	1.0		1.0	1.0	
NC_086018.1	3::NC_086018.1:19285946-19293812	7866	False	0.6819	0	189.0	1.0	2.0		70.0		73.0	1.0	1.0	21.0		79.0		1.0	20.0		1.0		2.0		1.0	3.0	1.0	139.0		2.0	165.0		1.0	1.0	372.0			4.0	2.0		365.0	3.0	72.0	8.0		1.0		1.0	132.0	132.0	125.0	53.0			52.0	5.0	107.0	67.0	2.0	70.0	65.0	1.0	205.0		3.0		1.0	
NC_086018.1	2::NC_086018.1:19285963-19293832	7869	False	0.6818	0	67.0	2.0	3.0		182.0		72.0	3.0	1.0	22.0		71.0			71.0	2.0	1.0		1.0		2.0	3.0		130.0		2.0	63.0	2.0	1.0	2.0	138.0			1.0			137.0	5.0	21.0	5.0		2.0	1.0		362.0	125.0	378.0	110.0		2.0	53.0	3.0	51.0	72.0	4.0	206.0	168.0		76.0					
NC_086018.1	-3::NC_086018.1:29723257-29728513	5256	False	0.4292	1	17.0	23.0	23.0		32.0	28.0	23.0		32.0	45.0	16.0	17.0	26.0	51.0	30.0	37.0	41.0	34.0	28.0	14.0	35.0	41.0	4.0	6.0	11.0		61.0	35.0	32.0	42.0	36.0	6.0	36.0	5.0	45.0	34.0	13.0	17.0	23.0	8.0	30.0	33.0	53.0	31.0	31.0	45.0	28.0	102.0	6.0	32.0	52.0	3.0		14.0	80.0	23.0	26.0	21.0	40.0	16.0	35.0	25.0	1.0	18.0
NC_086018.1	-3::NC_086018.1:40222627-40228420	5793	False	0.5151	2	34.0	24.0	10.0		48.0	10.0	31.0	7.0	42.0	113.0	18.0	37.0	21.0	39.0	34.0	30.0	25.0	30.0	21.0	27.0	31.0	14.0	6.0	11.0	23.0		57.0	59.0	28.0	46.0	51.0	6.0	51.0	6.0	55.0	16.0	41.0	51.0	7.0	23.0	33.0	17.0	45.0	28.0	33.0	59.0	45.0	56.0	10.0	29.0	65.0	8.0		15.0	48.0	32.0	47.0	14.0	78.0	10.0	30.0	28.0	6.0	12.0
NC_086018.1	-1::NC_086018.1:44265780-44272815	7035	False	0.4859	2	37.0	34.0	24.0		21.0	33.0	78.0	21.0	45.0	69.0	59.0	51.0	50.0	50.0	30.0	45.0	45.0	26.0	35.0	48.0	39.0	26.0	13.0	44.0	30.0		49.0	27.0	71.0	38.0	40.0	11.0	32.0	8.0	30.0	25.0	30.0	41.0	21.0	15.0	22.0	48.0	52.0	41.0	76.0	40.0	28.0	53.0	14.0	37.0	57.0	16.0		50.0	53.0	57.0	39.0	50.0	45.0	42.0	42.0	40.0	26.0	26.0
NC_073229.2	-3::NC_073229.2:615-8445	7830	False	0.5003	1	873.0	873.0			1.0																															431.0	432.0																											
NC_073229.2	2::NC_073229.2:616-8446	7830	False	0.5004	1	431.0	431.0		873.0	873.0																																2.0																											
NC_073229.2	-1::NC_073229.2:3200-8735	5535	False	0.5006	1	48.0	48.0			1.0																															873.0	875.0																											
NC_073229.2	1::NC_073229.2:3201-8736	5535	False	0.5008	1	873.0	873.0		48.0	48.0																																3.0																											
NC_073229.2	2::NC_073229.2:29805355-29811442	6087	False	0.4419	1	54.0	24.0	9.0	15.0	22.0	17.0	27.0	4.0	43.0	44.0	78.0	17.0	74.0	22.0	10.0	16.0	31.0	27.0	58.0	32.0	71.0	51.0	11.0	63.0	20.0	34.0	31.0	7.0	78.0	35.0	40.0	6.0	37.0	11.0	44.0		36.0	28.0	33.0	5.0		61.0	22.0	57.0	84.0	15.0	41.0	16.0	10.0	22.0	38.0	9.0	73.0	47.0	40.0	17.0	30.0	44.0	22.0	36.0	41.0	39.0		
NC_073229.2	2::NC_073229.2:64475638-64481737	6099	False	0.4391	2	38.0	26.0	17.0	19.0	15.0	53.0	11.0	15.0	26.0	54.0	106.0	23.0	61.0	15.0	23.0	24.0	33.0	30.0	49.0	40.0	40.0	41.0	8.0	29.0	38.0	34.0	29.0	26.0	78.0	38.0	38.0	7.0	38.0	14.0	26.0		20.0	32.0	34.0	13.0		29.0	55.0	38.0	61.0	20.0	18.0	24.0	16.0	16.0	48.0	5.0	30.0	70.0	47.0	31.0	22.0	71.0	23.0	43.0	39.0	56.0	10.0	
NC_073229.2	-3::NC_073229.2:74394183-74399727	5544	False	0.3764	2	16.0	34.0	26.0		25.0	34.0	15.0	2.0	39.0	45.0	13.0	12.0	65.0	109.0	25.0	39.0	48.0	28.0	43.0	26.0	28.0	28.0	5.0	6.0	9.0		48.0	29.0	39.0	16.0	26.0	5.0	45.0	3.0	52.0	48.0	11.0	16.0	7.0	1.0	49.0	32.0	83.0	50.0	28.0	46.0	54.0	133.0	3.0	13.0	27.0	3.0		15.0	86.0	15.0	30.0	19.0	31.0	9.0	28.0	9.0		19.0
NC_073229.2	2::NC_073229.2:111404416-111411589	7173	False	0.3782	1	53.0	46.0	17.0	22.0	27.0	31.0	20.0	5.0	44.0	22.0	135.0	16.0	136.0	9.0	16.0	15.0	54.0	43.0	67.0	34.0	60.0	63.0	8.0	59.0	40.0	48.0	34.0	7.0	144.0	31.0	54.0	8.0	37.0	4.0	63.0		12.0	20.0	50.0	4.0		65.0	59.0	65.0	74.0	14.0	29.0	13.0	8.0	35.0	42.0	15.0	65.0	45.0	75.0	14.0	18.0	66.0	14.0	30.0	45.0	41.0	1.0	
NC_073229.2	-3::NC_073229.2:166914417-166919919	5502	False	0.4976	2	23.0	21.0	13.0		24.0	11.0	31.0	6.0	43.0	80.0	21.0	37.0	31.0	37.0	37.0	30.0	32.0	28.0	29.0	28.0	20.0	21.0	4.0	15.0	14.0		47.0	58.0	36.0	44.0	51.0	10.0	35.0	7.0	40.0	20.0	31.0	28.0	12.0	13.0	56.0	30.0	19.0	26.0	39.0	68.0	38.0	64.0	13.0	23.0	62.0	11.0		15.0	50.0	26.0	35.0	24.0	66.0	17.0	26.0	37.0	8.0	13.0
NC_073229.2	3::NC_073229.2:175516868-175521944	5076	False	0.503	2	34.0	6.0		7.0	38.0	3.0	14.0	5.0	11.0	21.0	168.0	34.0	9.0	9.0	4.0	31.0	5.0	21.0	60.0	13.0	39.0	42.0	15.0	34.0	23.0	19.0	15.0	8.0	84.0	39.0	50.0	2.0	14.0	6.0	34.0		31.0	35.0	53.0	9.0		35.0	17.0	24.0	59.0	9.0	33.0	9.0	5.0	15.0	14.0	1.0	34.0	137.0	17.0	19.0	26.0	51.0	12.0	41.0	30.0	53.0	6.0	
NC_073229.2	-2::NC_073229.2:191756350-191770492	14142	False	0.5721	0		2.0	1.0		1.0	4.0		1.0	1.0	2.0	1.0	6.0	2.0	2.0	2.0	2.0	183.0	186.0	1.0	1.0		1.0	2.0	1.0	177.0		189.0	937.0	2.0	286.0	3.0	3.0	6.0	2.0		1.0			5.0	1.0	6.0	3.0	4.0	179.0	4.0		1.0	2.0	3.0	765.0	1.0	1.0		304.0	6.0	4.0	1.0	193.0	113.0		2.0	929.0	1.0	178.0
NC_073229.2	-3::NC_073229.2:191756409-191770125	13716	False	0.5738	0		1.0							3.0	1.0	1.0	10.0			4.0	1.0	179.0	183.0	1.0					1.0	178.0		182.0	916.0		292.0	1.0	2.0		4.0	1.0				3.0		11.0			178.0	3.0				1.0	732.0	1.0			284.0	1.0	3.0		183.0	104.0	1.0	5.0	920.0	1.0	180.0
NC_073229.2	-1::NC_073229.2:191756441-191770418	13977	False	0.5744	0									1.0	2.0	1.0	7.0	1.0	1.0		4.0	187.0	192.0	1.0	1.0	1.0				182.0		180.0	928.0	1.0	295.0		1.0	3.0	1.0				1.0	2.0		5.0			184.0	4.0				2.0	748.0		1.0		291.0		5.0		186.0	120.0	2.0		939.0	2.0	177.0
NC_073229.2	-3::NC_073229.2:199443150-199451427	8277	False	0.5002	0												1.0																																						1311.0									68.0		68.0			1311.0
NC_073229.2	2::NC_073229.2:199443151-199451428	8277	False	0.5001	0												68.0														68.0																								1.0									1311.0		1311.0			
NC_073229.2	-2::NC_073229.2:199443391-199451260	7869	False	0.5002	0												1.0																																															1311.0		1311.0			
NC_073229.2	3::NC_073229.2:199443392-199451261	7869	False	0.5001	0												1311.0														1311.0																								1.0														
NC_073230.2	1::NC_073230.2:7315230-7320252	5022	False	0.5808	0	344.0	10.0	4.0	137.0	278.0	2.0		12.0	6.0	129.0	15.0	2.0	2.0	1.0	6.0	8.0		4.0	3.0	14.0	11.0	94.0	4.0	13.0	3.0	3.0	5.0		144.0	11.0	6.0	8.0	8.0	3.0	10.0		7.0	3.0		5.0					2.0	2.0	1.0		5.0		3.0			63.0		179.0	8.0			96.0				
NC_073230.2	1::NC_073230.2:8362632-8370786	8154	False	0.7055	2	2.0	5.0	3.0		2.0	1.0	23.0	2.0	4.0	7.0	91.0	703.0	1.0		2.0	2.0	1.0	12.0	156.0		2.0	30.0	115.0	11.0			91.0	20.0	72.0	322.0	4.0	2.0	3.0		3.0		10.0	10.0	95.0	2.0		79.0		3.0	9.0	3.0	2.0	4.0	160.0	4.0	1.0		5.0	139.0	1.0	80.0	6.0	5.0	254.0	147.0	2.0	5.0		
NC_073230.2	-1::NC_073230.2:8362730-8370698	7968	False	0.7061	2	1.0				4.0		20.0		1.0	5.0	82.0	712.0	1.0	2.0		1.0	2.0	13.0	179.0	1.0	2.0	29.0	156.0	3.0	2.0		84.0	11.0	76.0	293.0	2.0	1.0		2.0			5.0	7.0	78.0	2.0	2.0	75.0	1.0	1.0	18.0	2.0	1.0	1.0	142.0	2.0	3.0	2.0		148.0	1.0	97.0	2.0	9.0	235.0	125.0	3.0	2.0	3.0	4.0
NC_073230.2	2::NC_073230.2:8362888-8368705	5817	False	0.717	1	2.0	2.0			1.0		18.0		3.0	4.0	48.0	566.0	1.0				2.0	1.0	98.0	1.0		27.0	116.0				85.0	4.0	42.0	215.0	1.0	1.0			3.0		1.0	1.0	48.0			57.0			3.0	1.0	2.0		94.0	1.0			3.0	156.0		52.0	2.0	3.0	151.0	119.0	1.0	3.0		
NC_073230.2	-2::NC_073230.2:8362936-8369200	6264	False	0.717	1	1.0	2.0			1.0		17.0		3.0	3.0	56.0	613.0					2.0	2.0	113.0	1.0		27.0	121.0	1.0			85.0	5.0	46.0	227.0	1.0	1.0			1.0		1.0	1.0	57.0		1.0	71.0			9.0		1.0		97.0	1.0				155.0		63.0	2.0	3.0	169.0	125.0		3.0		
NC_073230.2	-3::NC_073230.2:8363013-8370960	7947	False	0.7072	2	4.0	3.0	1.0		3.0	1.0	19.0	1.0	5.0	4.0	91.0	702.0	1.0		1.0	2.0		11.0	155.0	1.0		28.0	113.0	4.0			87.0	16.0	69.0	321.0	7.0	1.0	1.0		3.0	1.0	3.0	6.0	93.0	1.0		80.0		3.0	13.0	4.0	2.0		155.0	4.0	1.0			137.0	2.0	78.0	4.0	5.0	252.0	147.0		3.0		
NC_073230.2	-3::NC_073230.2:87646410-87673767	27357	False	0.4978	1	31.0	108.0	35.0		161.0	108.0	283.0	6.0	216.0	3.0	5.0	45.0	60.0	33.0	62.0	142.0	572.0	21.0	162.0	48.0	24.0	3.0	8.0	2.0	12.0		514.0	298.0	13.0	119.0	600.0	116.0	27.0	1.0	561.0	119.0	4.0	18.0	2.0	1.0	376.0	50.0	19.0	892.0	32.0	122.0	134.0	411.0	83.0	795.0	6.0	12.0		17.0	19.0	232.0	287.0	71.0	650.0	220.0	112.0	9.0		27.0
NC_073230.2	-2::NC_073230.2:87697258-87740314	43056	False	0.5586	0	27.0	163.0	17.0		161.0	67.0	63.0	28.0	36.0	119.0	310.0	237.0	13.0	55.0	316.0	216.0	1614.0	11.0	123.0	6.0	52.0	4.0	111.0	31.0	109.0		421.0	482.0	89.0	511.0	1127.0	281.0	132.0	17.0	410.0	120.0	31.0	718.0	4.0	26.0	854.0	35.0	4.0	467.0	108.0	185.0	152.0	621.0	79.0	1089.0	15.0	115.0		298.0	58.0	377.0	36.0	60.0	613.0	142.0	21.0	565.0	147.0	53.0
NC_073230.2	-2::NC_073230.2:87770041-87793822	23781	False	0.5117	1	43.0	14.0	3.0		6.0	28.0	30.0	29.0	58.0	29.0	328.0	372.0	120.0	9.0	24.0	14.0	201.0	32.0	29.0	11.0	24.0	9.0	4.0	4.0	33.0		442.0	52.0	41.0	187.0	404.0	44.0	14.0	1.0	434.0	48.0	33.0	61.0	2.0	3.0	489.0	159.0	54.0	863.0	24.0	292.0	4.0	25.0	14.0	1270.0	87.0	116.0		24.0	6.0	184.0	30.0	488.0	159.0	30.0	35.0	340.0	12.0	2.0
NC_073230.2	-3::NC_073230.2:87793422-87815400	21978	False	0.5067	1	29.0	13.0	14.0		15.0	24.0	52.0	26.0	74.0	37.0	267.0	294.0	105.0	6.0	58.0	26.0	323.0	33.0	25.0	22.0	36.0	5.0	8.0	5.0	51.0		424.0	84.0	26.0	241.0	344.0	60.0	11.0	4.0	388.0	55.0	25.0	36.0	3.0	7.0	397.0	145.0	64.0	728.0	44.0	255.0	8.0	41.0	19.0	1084.0	53.0	57.0		47.0	16.0	183.0	46.0	393.0	140.0	32.0	53.0	254.0	5.0	6.0
NC_073230.2	-2::NC_073230.2:87833989-87843982	9993	False	0.5053	1	21.0	18.0	18.0		25.0	16.0	44.0	2.0	67.0	21.0	85.0	136.0	29.0	6.0	29.0	21.0	267.0	15.0	23.0	16.0	11.0	6.0	1.0	6.0	22.0		192.0	72.0	29.0	134.0	125.0	41.0	9.0	5.0	122.0	12.0	7.0	20.0	3.0		151.0	39.0	30.0	321.0	28.0	76.0	15.0	41.0	11.0	441.0	9.0	19.0		47.0	10.0	60.0	19.0	126.0	84.0	38.0	19.0	59.0	7.0	5.0
NC_073230.2	1::NC_073230.2:105818337-105823488	5151	False	0.4205	2	73.0	7.0	11.0	12.0	27.0	34.0	11.0	3.0	19.0	14.0	118.0	15.0	13.0	11.0	3.0	10.0	5.0	26.0	34.0	34.0	72.0	80.0	1.0	58.0	24.0	25.0	30.0	3.0	77.0	30.0	43.0	4.0	21.0	5.0	52.0		22.0	10.0	33.0	3.0		30.0	46.0	50.0	39.0	16.0	20.0	6.0	2.0	19.0	26.0	9.0	58.0	57.0	32.0	8.0	36.0	79.0	15.0	31.0	40.0	23.0	2.0	
NC_073230.2	1::NC_073230.2:164188677-164197260	8583	False	0.5645	1	196.0	10.0	1.0	2.0	100.0		176.0	5.0	154.0		1.0		1.0	144.0		1.0			78.0		192.0	171.0	4.0	164.0			83.0		106.0		1.0						324.0	3.0		9.0		94.0	1.0		1.0	390.0	281.0	1.0				10.0	71.0							86.0				
NC_073230.2	2::NC_073230.2:164190811-164197744	6933	False	0.563	1	165.0	14.0		2.0	81.0		140.0	3.0	123.0	1.0	1.0			129.0					63.0	1.0	153.0	131.0	3.0	126.0			62.0		89.0					1.0			267.0	2.0	1.0	5.0		73.0	2.0			315.0	214.0					9.0	60.0				1.0	1.0		73.0				
