clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_CGG	codon_TCC	codon_GTT	codon_GAT	codon_GGC	codon_GGT	codon_AGT	codon_CCG	codon_TTT	codon_CAA	codon_TTC	codon_CTT	codon_ATT	codon_CAG	codon_GTG	codon_TCA	codon_AGG	codon_GCC	codon_CTC	codon_CCC	codon_CGA	codon_GAG	codon_GAC	codon_GCA	codon_GCG	codon_AGC	codon_ACT
NC_073241.2	3::NC_073241.2:2558-11069(+)	8511	False	0.5019	0	1399.0	1417.0											1.0																1.0													4.0												15.0							
NC_073241.2	-2::NC_073241.2:116047998-116054277(-)	6279	False	0.5087	0	667.0	664.0		354.0	382.0																																					20.0												6.0							
NC_073241.2	2::NC_073241.2:116047999-116054278(+)	6279	False	0.5085	0												692.0													28.0	639.0							5.0				354.0			1.0					20.0						354.0										
NC_073242.2	-2::NC_073242.2:970-9262(-)	8292	False	0.5019	0												128.0													1.0	128.0									15.0		1252.0			2.0											1238.0										
NC_073242.2	3::NC_073242.2:971-9263(+)	8292	False	0.5021	0	129.0	128.0		1238.0	1253.0																																																	1.0	15.0						
NC_073242.2	2::NC_073242.2:1738-9391(+)	7653	False	0.5022	0	1246.0	1260.0	1.0	14.0	14.0																																					15.0												1.0							
NC_073242.2	-3::NC_073242.2:1743-9396(-)	7653	False	0.5022	0												1261.0													1.0	1244.0											13.0			1.0			1.0	1.0	15.0						14.0										
NC_073242.2	3::NC_073242.2:38465534-38470826(+)	5292	False	0.4333	0	8.0	1.0	6.0	23.0	1.0	9.0	7.0		218.0	6.0	3.0	17.0	12.0	8.0	8.0	2.0	5.0				24.0	1.0		211.0		1.0			1.0	1.0		49.0	22.0	34.0	12.0	259.0	82.0	27.0	1.0	6.0	2.0	43.0	12.0	5.0	296.0	9.0	243.0	1.0	1.0	10.0		1.0	25.0	2.0	21.0	1.0		4.0	5.0		18.0
NC_073239.2	-3::NC_073239.2:0-6529(-)	6529	False	0.4999	0												962.0														962.0											125.0						1.0								126.0										
NC_073239.2	3::NC_073239.2:2-7154(+)	7152	False	0.5108	0	1063.0	987.0		126.0	157.0		36.0																						1.0			1.0																						1.0			11.0				1.0
NC_073239.2	-2::NC_073239.2:800-7196(-)	6396	False	0.5133	0												8.0				11.0							1.0														979.0			32.0	1.0		1.0						36.0	7.0	1056.0										
NC_073239.2	1::NC_073239.2:801-7812(+)	7011	False	0.5239	0	85.0	3.0	1.0	1010.0	1027.0	1.0	8.0		2.0	11.0	2.0		1.0	1.0			1.0	2.0		1.0	2.0	2.0		14.0	2.0					1.0	1.0								1.0			1.0											38.0	31.0			88.0				
NC_073239.2	2::NC_073239.2:61408051-61413085(+)	5034	False	0.4636	0	14.0		5.0	3.0	2.0	2.0	6.0	1.0	220.0	6.0		26.0	2.0	8.0	9.0	49.0	11.0	3.0		2.0	14.0	5.0	2.0	204.0	1.0	6.0		9.0	2.0	1.0		35.0	8.0	33.0	33.0	247.0	45.0	5.0	2.0	33.0	3.0	32.0	22.0	8.0	254.0	25.0	213.0	5.0	4.0	15.0	2.0	3.0	5.0	17.0	2.0	1.0	2.0	2.0	2.0		7.0
NC_073239.2	1::NC_073239.2:61459074-61464846(+)	5772	False	0.4662	0	17.0		12.0	4.0	2.0	3.0	4.0	1.0	242.0	9.0		30.0	12.0	1.0	7.0	49.0	13.0	4.0		3.0	7.0	3.0		235.0	2.0	13.0		7.0	3.0	2.0	3.0	49.0	12.0	55.0	40.0	272.0	48.0	3.0	1.0	51.0	6.0	40.0	16.0	6.0	299.0	13.0	239.0	5.0	5.0	14.0	7.0	4.0	9.0	9.0	1.0	4.0	2.0	11.0			15.0
NC_073239.2	1::NC_073239.2:61599228-61605210(+)	5982	False	0.4641	0	25.0	2.0	6.0	2.0	2.0	1.0	4.0	1.0	261.0	12.0		24.0	8.0	7.0	7.0	63.0	15.0	3.0		2.0	17.0	5.0	1.0	229.0	2.0	6.0	1.0	8.0		2.0	1.0	43.0	13.0	45.0	45.0	295.0	44.0	7.0	1.0	37.0	5.0	39.0	28.0	5.0	293.0	25.0	261.0	9.0	6.0	15.0	4.0	5.0	6.0	19.0	4.0	3.0	3.0	5.0	3.0		9.0
NC_073239.2	2::NC_073239.2:61701880-61709764(+)	7884	False	0.4646	0	25.0		22.0	10.0	1.0	3.0	5.0	2.0	340.0	13.0		51.0	8.0	7.0	1.0	81.0	11.0	9.0		3.0	23.0		2.0	314.0	4.0	4.0	1.0	11.0	2.0		10.0	52.0	16.0	47.0	61.0	403.0	85.0	2.0	1.0	49.0	12.0	33.0	24.0	11.0	409.0	20.0	334.0	9.0	3.0	19.0	12.0	1.0	16.0	18.0	7.0	2.0		14.0	1.0		4.0
NC_073239.2	1::NC_073239.2:61711788-61719360(+)	7572	False	0.465	0	21.0		22.0	10.0		2.0	5.0	2.0	328.0	14.0		51.0	6.0	7.0	2.0	75.0	12.0	9.0		4.0	24.0		2.0	296.0	4.0	4.0	1.0	10.0	2.0		10.0	52.0	16.0	47.0	55.0	385.0	80.0	1.0	1.0	49.0	12.0	35.0	25.0	11.0	389.0	19.0	318.0	10.0	3.0	19.0	11.0	1.0	16.0	18.0	6.0	3.0		13.0	1.0		5.0
NC_073239.2	1::NC_073239.2:61826907-61832106(+)	5199	False	0.4605	0	16.0		3.0	2.0	4.0	3.0	3.0		230.0	2.0		21.0	16.0	5.0	7.0	38.0	9.0	2.0	2.0	2.0	7.0	4.0	1.0	219.0	2.0	5.0		2.0	1.0	1.0	2.0	42.0	12.0	51.0	34.0	265.0	28.0	1.0	1.0	54.0	2.0	34.0	25.0	14.0	271.0	9.0	226.0	6.0	2.0	10.0	2.0		4.0	12.0	1.0	1.0	1.0	9.0		2.0	5.0
NC_073239.2	3::NC_073239.2:61846658-61851857(+)	5199	False	0.4605	0	16.0		3.0	2.0	4.0	3.0	3.0		230.0	2.0		21.0	16.0	5.0	7.0	38.0	9.0	2.0	2.0	2.0	7.0	4.0	1.0	219.0	2.0	5.0		2.0	1.0	1.0	2.0	42.0	12.0	51.0	34.0	265.0	28.0	1.0	1.0	54.0	2.0	34.0	25.0	14.0	271.0	9.0	226.0	6.0	2.0	10.0	2.0		4.0	12.0	1.0	1.0	1.0	9.0		2.0	5.0
NC_073239.2	1::NC_073239.2:61856211-61861491(+)	5280	False	0.46	0	15.0		5.0	2.0	4.0	3.0	3.0		236.0	4.0		24.0	14.0	7.0	8.0	31.0	10.0	2.0	2.0	2.0	7.0	3.0	1.0	232.0	2.0	1.0		2.0	2.0		2.0	39.0	12.0	55.0	30.0	262.0	28.0	1.0		57.0	3.0	34.0	23.0	12.0	286.0	10.0	227.0	6.0	3.0	14.0	1.0		4.0	10.0		2.0	1.0	9.0	1.0	2.0	4.0
NC_073239.2	1::NC_073239.2:61864686-61870563(+)	5877	False	0.4662	0	17.0		20.0	6.0		1.0	5.0	1.0	259.0	4.0		28.0	2.0	5.0	7.0	54.0	9.0	2.0		4.0	12.0	3.0	2.0	225.0	4.0	2.0		3.0	1.0	1.0	7.0	51.0	9.0	47.0	54.0	290.0	63.0			52.0	10.0	20.0	14.0	10.0	311.0	16.0	238.0	6.0	3.0	23.0	9.0		11.0	13.0	6.0	1.0	1.0	9.0			8.0
NC_073239.2	3::NC_073239.2:121851275-121863776(+)	12501	False	0.5473	1	148.0	9.0	29.0	78.0	318.0	69.0	399.0	6.0	291.0	94.0	2.0		1.0	286.0	12.0	149.0	132.0	38.0	1.0	1.0	202.0	5.0	3.0	551.0	5.0	13.0			2.0		7.0	33.0	6.0	3.0		407.0	2.0				3.0	40.0	28.0	9.0	40.0	20.0	39.0	7.0	4.0	138.0		5.0	267.0	155.0	1.0		2.0	7.0	1.0	2.0	97.0
NC_073239.2	1::NC_073239.2:121851312-121863879(+)	12567	False	0.5471	1	148.0	9.0	25.0	71.0	325.0	69.0	385.0	6.0	299.0	93.0		1.0	1.0	292.0	15.0	156.0	127.0	34.0	2.0	1.0	197.0	4.0	4.0	545.0	6.0	11.0		1.0	2.0		9.0	40.0	5.0	1.0		398.0	4.0	1.0			2.0	39.0	25.0	10.0	47.0	16.0	38.0	8.0	4.0	150.0		3.0	281.0	153.0	1.0		1.0	8.0	1.0	5.0	110.0
NC_073239.2	2::NC_073239.2:121851316-121863820(+)	12504	False	0.5477	1	152.0	10.0	24.0	88.0	313.0	63.0	390.0	6.0	300.0	98.0			1.0	288.0	12.0	159.0	119.0	38.0			199.0	4.0	3.0	536.0	3.0	11.0	1.0				7.0	38.0	3.0	2.0		417.0	1.0				5.0	34.0	25.0	12.0	42.0	16.0	42.0	4.0	4.0	158.0		10.0	260.0	156.0	1.0		1.0	8.0	1.0	3.0	100.0
NC_073239.2	-1::NC_073239.2:124189851-124196211(-)	6360	False	0.5734	0	428.0	21.0	4.0	168.0	341.0		2.0	2.0	10.0	165.0	16.0		1.0	10.0	1.0	4.0		4.0	1.0	14.0	16.0	128.0	3.0	9.0	4.0	1.0	9.0	1.0	192.0	14.0	6.0	4.0	10.0		3.0	7.0		3.0	239.0			5.0	4.0	7.0		3.0		8.0	2.0			8.0	5.0	9.0	2.0	52.0	133.0			20.0	21.0
NC_073239.2	-2::NC_073239.2:124198133-124205189(-)	7056	False	0.5736	0	481.0	24.0	4.0	190.0	378.0		2.0	3.0	10.0	179.0	17.0		1.0	10.0	1.0	3.0		6.0	3.0	17.0	16.0	141.0	2.0	9.0	3.0	2.0	9.0	1.0	215.0	17.0	6.0	5.0	11.0	1.0	4.0	7.0		3.0	271.0			7.0	3.0	6.0		3.0		7.0	2.0			6.0	7.0	8.0	2.0	57.0	149.0	1.0		18.0	24.0
NC_073239.2	-2::NC_073239.2:131680415-131687726(-)	7311	False	0.5092	0	156.0	156.0		996.0	1062.0																			48.0																														1.0	18.0						
NC_073239.2	1::NC_073239.2:131680416-131687727(+)	7311	False	0.5091	0												204.0														156.0									18.0		1062.0			1.0											996.0										
NC_073239.2	-1::NC_073239.2:131680422-131686797(-)	6375	False	0.5106	0	996.0	1062.0																																								18.0												49.0							
NC_073239.2	2::NC_073239.2:131680423-131686798(+)	6375	False	0.5104	0												1062.0														996.0							48.0							1.0					18.0																
NC_073233.2	-2::NC_073233.2:583-8767(-)	8184	False	0.5022	0						1.0						150.0													1.0	146.0		6.0			4.0						1201.0			12.0											1207.0										
NC_073233.2	3::NC_073233.2:584-8768(+)	8184	False	0.5023	0	147.0	146.0	1.0	1207.0	1202.0																			4.0																				6.0								4.0		11.0							
NC_073233.2	2::NC_073233.2:1465-9133(+)	7668	False	0.5026	0	1207.0	1201.0	1.0	61.0	71.0																			6.0																														5.0						4.0	
NC_073233.2	-3::NC_073233.2:1470-9132(-)	7662	False	0.5025	0				4.0								1216.0													5.0	1198.0							3.0				66.0			1.0											61.0										
NC_073233.2	3::NC_073233.2:17639276-17663846(+)	24570	False	0.5694	2	30.0	1.0	3.0		2.0		4.0	9.0	1.0	384.0		2.0	2.0		439.0	484.0	815.0	2.0	2.0	1.0	2217.0	3.0			4.0			1.0			2.0	393.0				70.0	2.0	1.0	1.0			55.0			23.0	19.0	1.0	2.0	790.0	1.0		11.0	1776.0	196.0			1.0	1.0	438.0	1.0	
NC_073233.2	2::NC_073233.2:17639302-17663854(+)	24552	False	0.5694	2	28.0		1.0				4.0	13.0	2.0	443.0	2.0	1.0		2.0	439.0	489.0	789.0	1.0			2149.0	2.0		4.0	2.0	1.0		1.0	2.0	1.0	2.0	489.0	5.0			72.0	4.0			2.0		47.0	3.0	1.0	20.0	15.0	1.0		804.0	1.0	1.0	12.0	1777.0	195.0		1.0			355.0		1.0
NC_073233.2	-3::NC_073233.2:17639316-17663802(-)	24486	False	0.5694	1	1.0	3.0			1.0	1.0	738.0	438.0	1.0	1.0	16.0	174.0					3.0	1.0	19.0	3.0		815.0	482.0			1.0	2197.0	1.0	6.0	84.0					64.0			1.0	10.0	1.0	1.0							488.0	2.0		35.0					1740.0	464.0	358.0	11.0	1.0	
NC_073233.2	-1::NC_073233.2:17639321-17663885(-)	24564	False	0.5693	1	1.0	2.0	5.0	1.0	1.0		789.0	438.0	1.0	1.0	23.0	194.0		1.0	1.0		3.0	1.0	21.0	1.0		813.0	393.0	1.0	2.0		2217.0			70.0	1.0				55.0		2.0		11.0	1.0						2.0	2.0	384.0	4.0	1.0	30.0	2.0		2.0		1776.0	483.0	439.0	9.0	2.0	2.0
NC_073233.2	-2::NC_073233.2:17639341-17663782(-)	24441	False	0.5696	1		4.0	1.0				804.0	355.0	1.0		19.0	193.0							15.0			789.0	489.0	1.0			2148.0	1.0	3.0	72.0			1.0		47.0	1.0		2.0	11.0				1.0	4.0				442.0			27.0					1777.0	488.0	436.0	13.0	2.0	
NC_073233.2	1::NC_073233.2:17639364-17663817(+)	24453	False	0.5696	1	35.0				1.0	3.0	2.0	11.0	1.0	486.0					357.0	465.0	813.0	1.0		1.0	2197.0	2.0									1.0	482.0				84.0	3.0			1.0		64.0	4.0		16.0	19.0			738.0	1.0	1.0	9.0	1739.0	175.0					438.0		1.0
NC_073233.2	-3::NC_073233.2:143512737-143520636(-)	7899	False	0.5701	0	529.0	32.0	7.0	214.0	404.0		1.0		10.0	205.0	19.0	1.0	3.0	10.0	1.0	6.0		5.0	1.0	19.0	18.0	172.0	2.0	12.0	6.0	3.0	9.0		240.0	19.0	4.0	8.0	12.0		4.0	9.0		3.0	314.0			4.0	7.0	6.0		8.0		10.0	2.0	1.0		6.0	6.0	14.0	3.0	52.0	163.0			20.0	29.0
NC_073233.2	-2::NC_073233.2:143597515-143608078(-)	10563	False	0.5727	0	725.0	37.0	13.0	290.0	538.0				13.0	276.0	20.0	2.0	4.0	12.0	2.0	6.0		6.0	3.0	24.0	25.0	220.0	1.0	14.0	5.0	4.0	11.0		322.0	27.0	6.0	10.0	15.0		4.0	9.0		6.0	427.0			5.0	6.0	9.0		10.0		11.0	4.0	2.0		10.0	7.0	17.0	5.0	70.0	220.0	1.0		26.0	41.0
NC_073233.2	-2::NC_073233.2:147864784-147871810(-)	7026	False	0.5017	0	103.0	102.0		1056.0	1068.0															1.0				11.0																														1.0							
NC_073233.2	3::NC_073233.2:147864785-147871811(+)	7026	False	0.5016	0												114.0						1.0								102.0	1.0										1068.0			1.0											1055.0										
NC_073233.2	-1::NC_073233.2:147865397-147872096(-)	6699	False	0.5014	0	1080.0	1093.0		21.0	23.0				1.0											1.0	1.0																									1.0								12.0							
NC_073233.2	1::NC_073233.2:147865398-147872097(+)	6699	False	0.5013	0												1091.0						1.0							1.0	1082.0		1.0					11.0				22.0			1.0											22.0					1.0					
NC_073240.2	-3::NC_073240.2:7713383-7718474(-)	5091	False	0.4467	0	6.0	1.0	21.0	7.0	1.0	1.0	24.0		203.0	3.0	6.0	4.0	9.0	1.0	19.0	4.0	5.0		1.0	1.0	15.0	10.0		215.0	4.0	4.0	6.0	5.0		1.0		51.0	11.0	14.0	8.0	267.0	44.0	10.0		19.0	3.0	49.0	35.0		265.0	4.0	228.0	3.0	4.0	5.0			31.0	25.0	4.0			12.0			28.0
NC_073240.2	-2::NC_073240.2:13140813-13325778(-)	184965	False	0.5194	1	859.0	1.0	18.0	67.0	11.0	131.0	3426.0	4.0	4154.0	65.0	1.0		8.0	117.0	205.0	2.0	2.0	1.0		62.0	122.0	17.0	1.0	7481.0	2.0	9.0						2437.0	143.0	1.0	4.0	10624.0	2373.0	6.0		1.0	2.0	2413.0	3502.0	3.0	7104.0	725.0	4119.0	4.0		25.0		71.0	3554.0	4229.0	2.0			129.0			3418.0
NC_073240.2	-1::NC_073240.2:13140892-13326112(-)	185220	False	0.5193	1	889.0	1.0	15.0	79.0	14.0	111.0	3430.0	4.0	4185.0	84.0	3.0	1.0	11.0	120.0	197.0	2.0	1.0		1.0	60.0	134.0	20.0	4.0	7412.0		11.0						2372.0	126.0	4.0	1.0	10655.0	2421.0	5.0		3.0	5.0	2441.0	3491.0	7.0	7121.0	676.0	4188.0	1.0		23.0		66.0	3542.0	4264.0	7.0			141.0			3391.0
NC_073240.2	-3::NC_073240.2:13140998-13325723(-)	184725	False	0.5195	1	841.0		22.0	69.0	11.0	117.0	3405.0	1.0	4223.0	69.0		2.0	3.0	138.0	206.0	2.0				48.0	130.0	24.0	4.0	7436.0		8.0						2410.0	127.0	2.0		10611.0	2439.0	1.0		1.0	4.0	2370.0	3495.0	10.0	7074.0	686.0	4098.0	5.0		21.0		84.0	3571.0	4276.0	1.0			124.0			3406.0
NC_073240.2	3::NC_073240.2:13225079-13231706(+)	6627	False	0.5188	0		96.0				2.0					252.0	154.0	140.0		2.0		1.0	154.0	18.0	4.0			82.0		1.0		5.0	277.0	130.0	388.0			1.0		75.0			5.0	4.0		122.0			6.0				2.0	123.0		34.0					127.0		4.0			
NC_073240.2	1::NC_073240.2:13251582-13258887(+)	7305	False	0.5217	0		91.0				2.0				1.0	282.0	166.0	158.0		9.0		1.0	152.0	33.0	3.0			96.0				4.0	305.0	140.0	420.0			2.0		91.0			4.0	2.0	1.0	137.0			6.0				2.0	140.0		36.0					142.0		9.0			
NC_073240.2	2::NC_073240.2:13252840-13257988(+)	5148	False	0.5223	0		67.0				1.0					197.0	126.0	126.0		3.0		1.0	108.0	14.0	1.0			62.0				2.0	207.0	95.0	290.0					68.0			2.0	2.0	1.0	98.0			4.0				2.0	99.0		30.0					100.0		10.0			
NC_073240.2	3::NC_073240.2:13257839-13263479(+)	5640	False	0.5243	0		81.0				1.0				1.0	217.0	132.0	121.0		6.0		1.0	119.0	19.0	5.0			81.0		1.0		3.0	222.0	103.0	319.0		1.0			76.0			4.0	4.0		106.0			4.0				3.0	106.0		25.0					107.0		12.0			
NC_073240.2	1::NC_073240.2:13260507-13265553(+)	5046	False	0.523	0		67.0				2.0					192.0	115.0	108.0		6.0			112.0	19.0	3.0			70.0		1.0		2.0	203.0	95.0	290.0					67.0			2.0	3.0	1.0	96.0			3.0				3.0	94.0		22.0					98.0		8.0			
NC_073240.2	2::NC_073240.2:13264945-13272421(+)	7476	False	0.5225	0		102.0				3.0					285.0	173.0	171.0		8.0			166.0	23.0	4.0			102.0				4.0	299.0	138.0	423.0					104.0			1.0	6.0		140.0			7.0				6.0	142.0		26.0					143.0		15.0			1.0
NC_073240.2	1::NC_073240.2:13265556-13270773(+)	5217	False	0.5225	0		70.0									201.0	117.0	116.0		4.0			113.0	16.0	2.0			72.0				2.0	216.0	97.0	298.0					70.0			3.0	3.0		100.0			7.0				3.0	99.0		22.0					100.0		8.0			
NC_073240.2	3::NC_073240.2:13273427-13279457(+)	6030	False	0.524	0		83.0				2.0					230.0	151.0	132.0		5.0		1.0	131.0	25.0	4.0			79.0		2.0		1.0	238.0	110.0	342.0					77.0			3.0	3.0		114.0			5.0				2.0	115.0		28.0					118.0	1.0	8.0			
NC_073240.2	3::NC_073240.2:13281077-13286990(+)	5913	False	0.5229	0		78.0				2.0					228.0	138.0	128.0		5.0			129.0	23.0	4.0			81.0		2.0		1.0	241.0	110.0	329.0		1.0			76.0			3.0	4.0	1.0	113.0			3.0				2.0	110.0		28.0					117.0		14.0			
NC_073240.2	1::NC_073240.2:13307784-13316655(+)	8871	False	0.5201	0		105.0				3.0					342.0	206.0	186.0		7.0			199.0	50.0	8.0			113.0		3.0		3.0	369.0	168.0	505.0					107.0			6.0		2.0	170.0			5.0					169.0		46.0					173.0		12.0			
NC_073240.2	2::NC_073240.2:13315945-13321177(+)	5232	False	0.5161	0		63.0				5.0					202.0	122.0	123.0		3.0			117.0	16.0	8.0			61.0				3.0	220.0	99.0	302.0		1.0			61.0			3.0			94.0			3.0				1.0	99.0		31.0					101.0		6.0			
NC_073240.2	-1::NC_073240.2:13372978-13750747(-)	377769	False	0.5202	1	1730.0		15.0	193.0	3.0	350.0	6891.0	3.0	8442.0	63.0	1.0		10.0	361.0	286.0		7.0	3.0		169.0	337.0	12.0	1.0	15122.0	2.0	12.0			1.0		2.0	5109.0	199.0	3.0	2.0	21883.0	5219.0	6.0			22.0	5175.0	7102.0	6.0	14488.0	1316.0	8177.0	33.0		19.0		65.0	7393.0	8594.0	2.0		1.0	207.0			6886.0
NC_073240.2	-3::NC_073240.2:13373057-13749047(-)	375990	False	0.5202	1	1747.0		12.0	184.0	2.0	359.0	6862.0	3.0	8296.0	56.0	2.0		6.0	360.0	271.0	2.0	6.0	2.0		171.0	311.0	20.0	1.0	15064.0		9.0			1.0			5165.0	234.0	5.0		21842.0	5191.0	1.0		2.0	27.0	5088.0	7051.0	7.0	14386.0	1249.0	8207.0	22.0		14.0		61.0	7387.0	8573.0	5.0		1.0	197.0			6868.0
NC_073240.2	-2::NC_073240.2:13373163-13748571(-)	375408	False	0.5203	1	1701.0		13.0	183.0	9.0	358.0	6868.0		8360.0	71.0		1.0	6.0	350.0	257.0	1.0	5.0			180.0	323.0	16.0	1.0	14901.0		7.0					1.0	5144.0	205.0	5.0		21766.0	5107.0				33.0	5161.0	7060.0	6.0	14406.0	1269.0	8211.0	27.0		11.0		49.0	7380.0	8603.0	2.0		1.0	236.0			6842.0
NC_073240.2	3::NC_073240.2:13409348-13414547(+)	5199	False	0.5168	0		57.0				2.0					197.0	117.0	117.0	1.0	7.0			110.0	27.0	2.0			68.0				2.0	220.0	104.0	304.0			2.0	1.0	58.0			5.0			98.0			5.0					97.0		27.0					99.0	1.0	5.0			
NC_073240.2	2::NC_073240.2:13438588-13445011(+)	6423	False	0.5236	0		85.0									247.0	148.0	146.0		4.0			133.0	23.0	4.0			99.0		1.0		7.0	258.0	117.0	370.0					91.0			5.0	1.0		120.0			4.0					114.0		25.0					133.0		6.0			
NC_073240.2	1::NC_073240.2:13448448-13455534(+)	7086	False	0.5241	0		94.0								1.0	273.0	167.0	160.0		4.0			148.0	27.0	3.0			108.0		1.0		6.0	280.0	130.0	410.0					100.0			4.0	1.0		135.0			4.0					128.0		27.0					146.0		5.0			
NC_073240.2	3::NC_073240.2:13450172-13457489(+)	7317	False	0.5245	0		113.0				4.0					281.0	169.0	152.0		6.0		1.0	154.0	15.0	4.0		1.0	104.0				9.0	297.0	141.0	429.0					103.0						131.0			4.0					136.0		30.0					151.0		3.0			1.0
NC_073240.2	2::NC_073240.2:13450729-13457761(+)	7032	False	0.5239	0		99.0				1.0					269.0	157.0	151.0		3.0			161.0	25.0	5.0			97.0				8.0	273.0	127.0	411.0					107.0			4.0			129.0			6.0				1.0	134.0		35.0					137.0		3.0	1.0		
NC_073240.2	1::NC_073240.2:13459380-13464765(+)	5385	False	0.5216	0		71.0				5.0					208.0	120.0	120.0		6.0			109.0	17.0	6.0		1.0	77.0				5.0	218.0	103.0	313.0					77.0			1.0			96.0			1.0				2.0	98.0		24.0					111.0		5.0			1.0
NC_073240.2	3::NC_073240.2:13459481-13465292(+)	5811	False	0.5221	0		85.0				1.0					221.0	132.0	119.0		3.0			130.0	19.0	6.0		1.0	82.0				7.0	236.0	108.0	340.0					75.0			6.0	1.0		106.0			6.0					111.0		27.0					112.0		2.0	1.0		
NC_073240.2	3::NC_073240.2:13479422-13485335(+)	5913	False	0.5189	0		78.0				4.0				2.0	225.0	135.0	133.0		5.0			135.0	19.0	10.0			79.0				1.0	231.0	107.0	346.0					82.0			7.0			111.0			6.0				3.0	111.0		26.0					112.0		2.0			1.0
NC_073240.2	3::NC_073240.2:13487123-13492883(+)	5760	False	0.5224	0		78.0				1.0				1.0	221.0	133.0	128.0		2.0			124.0	19.0	4.0			75.0				3.0	232.0	108.0	333.0					79.0			4.0	2.0		109.0			4.0					108.0		32.0					114.0		5.0			1.0
NC_073240.2	2::NC_073240.2:13488364-13495195(+)	6831	False	0.5217	0		92.0				1.0					263.0	153.0	145.0		4.0			152.0	26.0	5.0		1.0	94.0				6.0	282.0	129.0	399.0					92.0			4.0	1.0		127.0			4.0				1.0	126.0		28.0					138.0		3.0			1.0
NC_073240.2	3::NC_073240.2:13498418-13504715(+)	6297	False	0.5193	0		82.0				4.0					240.0	146.0	145.0		4.0			129.0	21.0	9.0		1.0	89.0				5.0	263.0	116.0	367.0					80.0			5.0			115.0			6.0					117.0		24.0					124.0		5.0			2.0
NC_073240.2	3::NC_073240.2:13504718-13509764(+)	5046	False	0.5202	0		73.0				4.0				1.0	193.0	111.0	109.0		4.0			116.0	12.0	6.0		1.0	71.0				6.0	198.0	95.0	297.0					73.0			3.0	2.0		89.0			4.0				1.0	91.0		19.0					102.0		1.0			
NC_073240.2	3::NC_073240.2:13518437-13524656(+)	6219	False	0.5191	1		76.0				3.0				1.0	242.0	140.0	141.0		4.0			136.0	24.0	8.0			82.0				6.0	250.0	116.0	359.0					85.0			5.0			114.0			2.0				1.0	114.0		32.0					126.0		4.0			2.0
NC_073240.2	3::NC_073240.2:13531187-13537406(+)	6219	False	0.5189	1		76.0				3.0				1.0	242.0	140.0	141.0		4.0			135.0	24.0	8.0			83.0				6.0	250.0	116.0	359.0			1.0		84.0			5.0			114.0			2.0				2.0	113.0		32.0					126.0		4.0			2.0
NC_073240.2	1::NC_073240.2:13550040-13555647(+)	5607	False	0.5201	1		76.0				2.0					215.0	137.0	131.0		3.0		1.0	126.0	17.0	4.0			81.0				9.0	222.0	102.0	327.0					69.0			3.0	1.0		100.0			3.0					99.0		19.0					119.0		2.0			1.0
NC_073240.2	1::NC_073240.2:13555650-13564215(+)	8565	False	0.5189	0		105.0				7.0					336.0	193.0	185.0		8.0			204.0	37.0	11.0			104.0		2.0		9.0	339.0	160.0	493.0			1.0		123.0			5.0			152.0			3.0				3.0	158.0		41.0					170.0		4.0			2.0
NC_073240.2	2::NC_073240.2:13575880-13581130(+)	5250	False	0.5204	0		65.0				3.0					206.0	123.0	111.0		2.0			125.0	25.0	5.0			67.0				8.0	211.0	98.0	304.0					69.0			3.0			92.0			1.0				2.0	96.0		26.0					104.0		3.0			1.0
NC_073240.2	1::NC_073240.2:13584618-13590276(+)	5658	False	0.5216	0		74.0				4.0				1.0	220.0	127.0	120.0		7.0	1.0		122.0	25.0	5.0			80.0				2.0	223.0	109.0	329.0					82.0			2.0			105.0			3.0					107.0		21.0					112.0		4.0			1.0
NC_073240.2	3::NC_073240.2:13596416-13601513(+)	5097	False	0.5217	0		71.0				3.0					198.0	120.0	110.0		4.0		1.0	110.0	18.0	6.0			70.0				3.0	196.0	96.0	300.0					72.0			4.0			93.0			2.0					96.0		26.0					98.0		1.0			1.0
NC_073240.2	3::NC_073240.2:13606973-13615232(+)	8259	False	0.5204	0		104.0				5.0				1.0	323.0	194.0	174.0		3.0			194.0	38.0	9.0			111.0				11.0	335.0	154.0	481.0					105.0			5.0			146.0			2.0				2.0	151.0		36.0					164.0		5.0			
NC_073240.2	2::NC_073240.2:13608673-13613974(+)	5301	False	0.5208	0		68.0								1.0	206.0	135.0	130.0		1.0			125.0	14.0	3.0			68.0				9.0	204.0	92.0	310.0					62.0			4.0	3.0		95.0			2.0					95.0		28.0					109.0		3.0			
NC_073240.2	3::NC_073240.2:13616663-13622219(+)	5556	False	0.52	0		67.0				5.0					215.0	120.0	118.0		8.0			119.0	28.0	7.0			80.0					223.0	107.0	326.0					80.0			3.0			104.0			4.0					105.0		21.0					110.0		1.0			1.0
