clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ATT	codon_CAA	codon_GTG	codon_GCA	codon_GAT	codon_TTC	codon_CCC	codon_ACT	codon_AGT	codon_GAG	codon_TCA	codon_GTT	codon_TCC	codon_AGC	codon_CAG	codon_AGG	codon_TTT	codon_GAC	codon_CTT	codon_GCC	codon_CGG	codon_GGC	codon_GGT	codon_CTC	codon_CCG	codon_CGA	codon_GCG	codon_TAA	codon_TGA	codon_TAG
NC_073236.2	1::NC_073236.2:20074827-20092686	17859	False	0.5271	0		297.0				2.0				2.0	697.0	384.0	369.0				1.0	376.0	28.0				286.0		3.0		32.0	691.0	340.0	1038.0			2.0		2.0		311.0	2.0				3.0	315.0	380.0						73.0		7.0			302.0	1.0	8.0			1.0				
NC_073236.2	3::NC_073236.2:20076170-20091428	15258	False	0.5271	0		243.0	3.0			4.0				6.0	599.0	336.0	318.0		1.0		2.0	322.0	33.0				257.0		2.0		34.0	582.0	284.0	893.0			4.0		2.0		260.0					1.0	263.0	326.0						50.0		3.0			256.0		2.0							
NC_073236.2	2::NC_073236.2:20079490-20093383	13893	False	0.527	0		229.0				2.0				3.0	533.0	307.0	290.0					289.0	24.0				232.0		7.0		29.0	533.0	263.0	818.0			2.0		3.0	3.0	246.0		1.0			6.0	235.0	297.0						50.0		1.0			226.0		2.0							
NC_073236.2	3::NC_073236.2:20091431-20100770	9339	False	0.5262	0		152.0				2.0				2.0	367.0	204.0	198.0		3.0			190.0	20.0	1.0			149.0		2.0		24.0	364.0	173.0	547.0			2.0				166.0		2.0			3.0	159.0	195.0						32.0		2.0			153.0		1.0							
NC_073236.2	1::NC_073236.2:20094270-20104128	9858	False	0.5267	0		164.0								3.0	385.0	210.0	206.0					209.0	16.0	1.0			158.0				17.0	379.0	188.0	575.0							168.0	1.0	1.0			3.0	172.0	214.0						43.0		2.0			167.0		4.0							
NC_073236.2	2::NC_073236.2:20094394-20106148	11754	False	0.5265	0		200.0								4.0	456.0	260.0	244.0					243.0	20.0	1.0			196.0		4.0		24.0	450.0	224.0	690.0					2.0	1.0	204.0					2.0	205.0	247.0						46.0		3.0			190.0		2.0							
NC_073236.2	1::NC_073236.2:20106027-20150913	44886	False	0.5258	0		731.0				13.0				6.0	1746.0	991.0	961.0		8.0			968.0	53.0	1.0		1.0	722.0		12.0		77.0	1743.0	830.0	2613.0			13.0		10.0	6.0	774.0	9.0	1.0			12.0	791.0	961.0					2.0	160.0		9.0			727.0	1.0	9.0		1.0					
NC_073236.2	2::NC_073236.2:20106151-20150029	43878	False	0.5259	0		710.0	1.0		2.0	10.0				12.0	1699.0	962.0	941.0		3.0			944.0	54.0	1.0			713.0		10.0		98.0	1723.0	817.0	2565.0			10.0		8.0	6.0	772.0	6.0				9.0	750.0	929.0					2.0	142.0		6.0			708.0		13.0							
NC_073236.2	3::NC_073236.2:20113853-20154545	40692	False	0.5256	0		653.0			1.0	6.0				7.0	1572.0	885.0	886.0		8.0		1.0	884.0	50.0			2.0	646.0		15.0		77.0	1612.0	746.0	2373.0			6.0		13.0	12.0	695.0	9.0				5.0	708.0	870.0					6.0	131.0		11.0			656.0	3.0	13.0		2.0					
NC_073236.2	1::NC_073236.2:20151783-20161980	10197	False	0.5261	0		161.0									384.0	223.0	221.0		6.0			233.0	15.0			3.0	160.0		3.0		22.0	389.0	189.0	583.0			1.0			12.0	175.0	14.0					174.0	209.0		1.0			9.0	35.0		1.0			167.0	6.0	3.0							
NC_073236.2	-1::NC_073236.2:20154547-20222041	67494	False	0.5269	0		1141.0			3.0						2502.0	1433.0	1437.0		128.0			1483.0	48.0			6.0	1121.0		14.0		109.0	2487.0	1261.0	3810.0			2.0		3.0	126.0	1169.0	143.0	1.0				1193.0	1397.0		1.0		3.0	45.0	198.0	1.0	3.0			1147.0	43.0	16.0		2.0		5.0	15.0	1.0	1.0
NC_073236.2	2::NC_073236.2:20156611-20167165	10554	False	0.5265	0		175.0									397.0	220.0	207.0		12.0			251.0	7.0			1.0	166.0		4.0		14.0	404.0	207.0	613.0						12.0	171.0	8.0	1.0				194.0	223.0					11.0	33.0		1.0			173.0	11.0	1.0				1.0			
NC_073236.2	1::NC_073236.2:20161983-20173368	11385	False	0.5271	0		181.0			1.0						431.0	250.0	263.0		16.0			245.0	16.0			1.0	190.0		1.0		19.0	423.0	202.0	644.0						16.0	205.0	24.0					190.0	230.0				1.0	10.0	42.0		1.0			186.0	4.0	2.0		1.0					
NC_073236.2	3::NC_073236.2:20166947-20187137	20190	False	0.5279	0		342.0			1.0						753.0	433.0	426.0		34.0			446.0	13.0			1.0	335.0		4.0		35.0	747.0	379.0	1151.0						35.0	347.0	36.0					352.0	424.0				2.0	14.0	61.0					339.0	14.0	3.0		1.0		2.0			
NC_073236.2	2::NC_073236.2:20167168-20176258	9090	False	0.5283	0		151.0									345.0	200.0	195.0		12.0			199.0	10.0			2.0	149.0				19.0	343.0	169.0	513.0						11.0	153.0	20.0					154.0	190.0				1.0	4.0	28.0					155.0	4.0	1.0		1.0		1.0			
NC_073236.2	2::NC_073236.2:20181004-20192848	11844	False	0.5279	0		203.0			1.0						437.0	256.0	261.0		24.0			249.0	8.0			1.0	204.0		1.0		25.0	430.0	217.0	672.0						26.0	205.0	24.0					201.0	248.0				1.0	7.0	37.0					201.0	5.0	2.0		1.0		1.0			
NC_073236.2	3::NC_073236.2:20187140-20200328	13188	False	0.5277	0		228.0	1.0								489.0	274.0	273.0		23.0			280.0	11.0				224.0		2.0		25.0	496.0	252.0	736.0			1.0			27.0	228.0	38.0					228.0	279.0				1.0	5.0	39.0					228.0	7.0	1.0							
NC_073236.2	2::NC_073236.2:20192851-20201584	8733	False	0.5274	0		151.0									321.0	183.0	180.0		20.0			196.0	4.0				150.0		2.0		13.0	315.0	167.0	486.0						19.0	149.0	25.0					156.0	186.0		1.0			4.0	23.0					152.0	6.0	2.0							
NC_073236.2	3::NC_073236.2:20205809-20213741	7932	False	0.5265	0		139.0			1.0						284.0	157.0	159.0		23.0			175.0	6.0			1.0	135.0		5.0		9.0	296.0	154.0	437.0						22.0	146.0	28.0					141.0	163.0					1.0	15.0	2.0				136.0	5.0	2.0		1.0		1.0			
NC_073236.2	-2::NC_073236.2:20211759-20242713	30954	False	0.5264	0		513.0			1.0						1146.0	658.0	667.0		52.0		1.0	655.0	40.0			4.0	527.0		12.0		45.0	1146.0	573.0	1735.0					5.0	53.0	551.0	70.0					554.0	633.0					20.0	82.0	3.0	2.0			525.0	15.0	14.0		3.0			12.0		1.0
NC_073236.2	-3::NC_073236.2:20216213-20225594	9381	False	0.5271	0		160.0									354.0	203.0	201.0		14.0			195.0	10.0			1.0	160.0		3.0		17.0	346.0	172.0	527.0					1.0	11.0	166.0	19.0	1.0				165.0	192.0					5.0	31.0		1.0			159.0	3.0	4.0		1.0			5.0		
NC_073236.2	-3::NC_073236.2:20225597-20237528	11931	False	0.5267	0		205.0			1.0						444.0	263.0	260.0		20.0			243.0	10.0			1.0	204.0		1.0		20.0	449.0	219.0	667.0					2.0	19.0	217.0	28.0					209.0	241.0					7.0	34.0		2.0			194.0	3.0	6.0					8.0		
NC_073236.2	1::NC_073236.2:20227497-20237529	10032	False	0.5267	0		160.0									368.0	216.0	218.0		10.0		1.0	218.0	16.0			2.0	173.0		5.0		16.0	370.0	186.0	569.0					1.0	19.0	175.0	18.0					178.0	207.0					8.0	25.0	2.0	1.0			171.0	5.0	5.0		1.0					
NC_073236.2	2::NC_073236.2:20234569-20242714	8145	False	0.526	0		136.0									293.0	172.0	171.0		13.0			181.0	9.0			1.0	135.0		5.0	1.0	16.0	302.0	154.0	464.0					1.0	21.0	146.0	11.0					142.0	166.0					6.0	20.0	2.0				139.0	5.0	3.0							
NC_073236.2	-1::NC_073236.2:20234590-20247031	12441	False	0.5262	0		208.0			2.0						456.0	264.0	267.0		24.0			266.0	14.0			2.0	206.0		5.0		21.0	465.0	231.0	700.0					1.0	26.0	224.0	25.0					219.0	254.0					8.0	32.0	2.0				210.0	6.0	5.0					4.0		
NC_073236.2	-3::NC_073236.2:20239367-20250278	10911	False	0.5262	0		183.0			1.0						397.0	228.0	234.0		28.0			234.0	10.0				185.0		5.0		11.0	399.0	204.0	610.0					1.0	25.0	194.0	28.0					202.0	224.0					8.0	22.0	1.0				187.0	6.0	3.0		2.0			4.0	1.0	
NC_073236.2	-2::NC_073236.2:20242716-20254800	12084	False	0.5261	0		208.0			1.0						435.0	244.0	248.0		30.0			265.0	10.0				204.0		5.0		16.0	447.0	230.0	669.0				1.0	1.0	34.0	222.0	38.0					218.0	246.0					3.0	26.0	2.0	1.0			209.0	7.0	2.0		2.0			4.0		
NC_073236.2	-3::NC_073236.2:20250281-20273942	23661	False	0.5262	0		400.0			6.0						865.0	490.0	508.0	1.0	60.0			502.0	21.0			2.0	398.0		8.0		29.0	870.0	441.0	1308.0					1.0	51.0	433.0	75.0					425.0	487.0					9.0	59.0	4.0	1.0			405.0	11.0	8.0					9.0		
NC_073236.2	-1::NC_073236.2:20253307-20277223	23916	False	0.5262	0		407.0			1.0						868.0	500.0	509.0		59.0			515.0	15.0				405.0		8.0		33.0	876.0	446.0	1333.0					4.0	60.0	434.0	62.0					435.0	488.0					12.0	53.0	1.0	2.0			408.0	13.0	9.0		3.0		1.0	11.0	1.0	
NC_073236.2	3::NC_073236.2:20261480-20270351	8871	False	0.527	0		155.0			2.0						320.0	180.0	185.0		22.0			193.0	5.0				152.0		3.0		14.0	320.0	169.0	493.0						24.0	167.0	27.0					156.0	179.0					2.0	21.0	2.0	1.0			158.0	5.0	2.0							
NC_073236.2	-2::NC_073236.2:20265972-20299017	33045	False	0.526	0		560.0			2.0						1204.0	702.0	731.0		78.0			703.0	20.0				553.0		11.0		41.0	1204.0	603.0	1829.0					5.0	75.0	603.0	99.0					603.0	668.0				2.0	23.0	87.0	2.0				557.0	15.0	14.0		5.0			13.0	3.0	
NC_073236.2	-1::NC_073236.2:20277226-20292370	15144	False	0.5261	0		255.0			2.0						548.0	313.0	317.0		33.0			337.0	11.0				255.0		7.0		23.0	564.0	284.0	843.0			1.0			40.0	276.0	42.0					269.0	309.0					5.0	34.0	2.0	2.0			255.0	9.0	4.0		1.0		1.0	5.0	1.0	
NC_073236.2	-3::NC_073236.2:20280626-20289089	8463	False	0.5265	0		144.0			1.0						308.0	174.0	177.0		22.0			179.0	9.0			1.0	140.0		3.0		10.0	321.0	159.0	471.0						19.0	150.0	23.0					155.0	178.0					3.0	18.0					145.0	3.0	2.0		1.0			4.0	1.0	
NC_073236.2	-1::NC_073236.2:20292373-20300530	8157	False	0.5256	0		136.0			1.0						296.0	169.0	173.0		19.0			179.0	7.0				138.0		3.0		9.0	302.0	153.0	452.0		1.0			1.0	21.0	150.0	24.0					148.0	164.0					3.0	19.0	1.0	1.0			137.0	5.0	2.0		1.0			4.0		
NC_073236.2	-2::NC_073236.2:20299020-20312634	13614	False	0.5263	0		234.0			1.0						497.0	283.0	287.0		31.0			293.0	10.0				229.0		5.0		16.0	506.0	255.0	761.0					2.0	32.0	246.0	32.0					248.0	278.0					7.0	29.0	1.0	1.0			231.0	10.0	5.0		1.0		1.0	6.0		
NC_073236.2	-1::NC_073236.2:20300533-20513077	212544	False	0.5285	1		3633.0	2.0		4.0	5.0				6.0	8154.0	4644.0	4466.0	2.0	192.0		9.0	4533.0	197.0	9.0		8.0	3590.0	1.0	19.0		465.0	7946.0	3969.0	12139.0		8.0	8.0	1.0	13.0	170.0	3646.0	283.0	30.0		1.0	6.0	3535.0	4416.0		1.0		1.0	76.0	791.0	2.0	12.0			3632.0	109.0	47.0		5.0	9.0	9.0	29.0	6.0	9.0
NC_073236.2	-3::NC_073236.2:20306126-20353712	47586	False	0.5266	0		778.0			1.0						1767.0	1019.0	1030.0	1.0	72.0		1.0	1028.0	64.0			12.0	800.0		20.0		72.0	1789.0	874.0	2669.0					1.0	78.0	837.0	109.0					835.0	981.0				1.0	33.0	132.0	3.0	7.0			793.0	21.0	19.0		1.0			12.0	2.0	
NC_073236.2	-2::NC_073236.2:20312637-20331198	18561	False	0.5265	0		306.0			2.0						688.0	388.0	393.0		35.0			403.0	21.0			2.0	297.0		8.0		27.0	709.0	340.0	1044.0				1.0		32.0	327.0	43.0					334.0	385.0				1.0	11.0	54.0		1.0			310.0	10.0	4.0					11.0		
NC_073236.2	-2::NC_073236.2:20333598-20356551	22953	False	0.5256	0		368.0			2.0	3.0					860.0	494.0	497.0		25.0		2.0	508.0	28.0	3.0		4.0	368.0		11.0		32.0	846.0	427.0	1316.0		1.0	1.0		1.0	32.0	401.0	25.0					403.0	471.0					16.0	100.0		4.0			377.0	12.0	6.0			1.0		5.0		1.0
NC_073236.2	3::NC_073236.2:20344916-20354702	9786	False	0.5263	0		154.0									370.0	216.0	218.0		6.0			209.0	16.0	1.0		3.0	160.0		3.0	1.0	18.0	371.0	180.0	560.0			1.0		1.0	12.0	161.0	12.0	1.0				167.0	209.0					7.0	35.0		1.0			163.0	3.0	3.0							
NC_073236.2	-3::NC_073236.2:20353715-20510927	157212	False	0.5295	1		2753.0			4.0	3.0		1.0	1.0	5.0	6069.0	3569.0	3349.0	3.0	88.0	1.0	9.0	3272.0	115.0	8.0	1.0		2711.0		5.0		380.0	5898.0	2911.0	9035.0		7.0	10.0	1.0	9.0	86.0	2597.0	172.0	27.0			1.0	2554.0	3327.0		2.0		1.0	70.0	555.0		1.0			2680.0	49.0	27.0		2.0	7.0	6.0	2.0	14.0	6.0
NC_073236.2	-2::NC_073236.2:20358339-20510919	152580	False	0.53	1		2631.0			1.0	1.0			1.0	1.0	5898.0	3420.0	3231.0	1.0	85.0		8.0	3240.0	134.0	5.0		1.0	2689.0		2.0		317.0	5591.0	2808.0	8809.0		8.0	9.0	4.0	6.0	91.0	2511.0	133.0	21.0		1.0	5.0	2528.0	3243.0				4.0	79.0	569.0		2.0			2649.0	74.0	27.0		2.0	3.0	6.0	2.0	6.0	3.0
NC_073236.2	2::NC_073236.2:20358340-20402653	44313	False	0.5278	1		761.0				2.0				1.0	1696.0	934.0	913.0	1.0	47.0			942.0	42.0	2.0			760.0		2.0		95.0	1621.0	851.0	2537.0			1.0	1.0	3.0	42.0	751.0	55.0	4.0				760.0	959.0					9.0	171.0					781.0	18.0	2.0		1.0	4.0	2.0			
NC_073236.2	3::NC_073236.2:20362922-20444732	81810	False	0.5286	1		1470.0									3120.0	1777.0	1720.0	3.0	80.0	1.0	2.0	1665.0	54.0	1.0			1430.0		2.0		231.0	3046.0	1541.0	4685.0		1.0	5.0	1.0	6.0	84.0	1366.0	125.0	5.0				1332.0	1767.0					29.0	273.0					1420.0	15.0	3.0		1.0	6.0	3.0			
NC_073236.2	1::NC_073236.2:20364078-20412699	48621	False	0.5286	1		847.0			1.0						1848.0	1053.0	1025.0	1.0	48.0		2.0	1017.0	41.0				870.0		1.0		107.0	1772.0	910.0	2799.0		1.0	5.0	3.0	1.0	56.0	796.0	61.0	3.0			2.0	827.0	1072.0				2.0	21.0	152.0					846.0	15.0	1.0			1.0				
NC_073236.2	2::NC_073236.2:20402656-20443735	41079	False	0.5287	1		725.0								2.0	1569.0	857.0	830.0		40.0		2.0	861.0	37.0				715.0				114.0	1479.0	792.0	2352.0			3.0		5.0	41.0	712.0	58.0	6.0				672.0	871.0					5.0	182.0					737.0	22.0	1.0			3.0				
NC_073236.2	1::NC_073236.2:20412702-20428050	15348	False	0.5288	0		268.0									586.0	328.0	319.0		18.0			325.0	12.0				277.0				32.0	548.0	291.0	883.0		2.0	1.0	1.0		15.0	245.0	20.0	2.0			1.0	261.0	342.0					6.0	54.0					272.0	7.0								
NC_073236.2	1::NC_073236.2:20428053-20465889	37836	False	0.5309	1		650.0				1.0					1464.0	862.0	808.0		18.0		4.0	796.0	39.0	1.0			678.0				52.0	1361.0	689.0	2200.0		1.0	1.0		5.0	18.0	645.0	20.0	3.0			1.0	650.0	778.0					31.0	144.0					670.0	12.0	6.0		1.0		3.0			
NC_073236.2	2::NC_073236.2:20443738-20501890	58152	False	0.533	1		1023.0			2.0	2.0				2.0	2284.0	1363.0	1199.0		3.0		4.0	1230.0	43.0	3.0			1003.0				129.0	2216.0	1067.0	3352.0		5.0	2.0		1.0	3.0	961.0	38.0	12.0			4.0	921.0	1192.0					29.0	214.0					1023.0	37.0	13.0			1.0	3.0			
NC_073236.2	3::NC_073236.2:20444735-20459378	14643	False	0.5325	0		266.0			1.0			1.0			574.0	342.0	300.0		2.0		2.0	294.0	9.0				261.0				18.0	564.0	271.0	849.0			1.0		1.0		247.0	9.0	2.0				256.0	305.0					5.0	40.0					255.0	3.0	2.0				1.0			
NC_073236.2	3::NC_073236.2:20459381-20474693	15312	False	0.5326	1		259.0			1.0	1.0				1.0	600.0	377.0	336.0					316.0	9.0	1.0			270.0				23.0	577.0	275.0	879.0		2.0					254.0	18.0	7.0			1.0	254.0	312.0					9.0	53.0		1.0			255.0	9.0	3.0				1.0			
NC_073236.2	1::NC_073236.2:20465892-20493519	27627	False	0.5331	1		482.0								1.0	1083.0	654.0	570.0					609.0	20.0	1.0			469.0				71.0	1052.0	502.0	1593.0		2.0					452.0	18.0	9.0			1.0	424.0	568.0					10.0	108.0		2.0			475.0	23.0	8.0		1.0		1.0			
NC_073236.2	3::NC_073236.2:20474696-20497661	22965	False	0.5336	1		402.0								3.0	893.0	555.0	493.0					496.0	17.0				395.0				51.0	841.0	412.0	1339.0		1.0					366.0	6.0	5.0				359.0	471.0				1.0	19.0	99.0					402.0	17.0	10.0		1.0		1.0			
NC_073236.2	1::NC_073236.2:20493537-20504793	11256	False	0.5352	1		202.0									441.0	262.0	236.0					231.0	5.0				210.0				23.0	392.0	203.0	655.0						1.0	177.0	7.0					177.0	237.0				1.0	8.0	58.0					203.0	12.0	10.0				1.0			
NC_073236.2	3::NC_073236.2:20498309-20509073	10764	False	0.5331	1		187.0									421.0	260.0	227.0					221.0	7.0				187.0				33.0	405.0	202.0	614.0		2.0				1.0	166.0	11.0	1.0				165.0	228.0					5.0	41.0					191.0	5.0	8.0							
NC_073236.2	-1::NC_073236.2:20527465-20641495	114030	False	0.5262	1	1.0	1875.0	1.0		3.0	8.0				15.0	4359.0	2479.0	2481.0	1.0	98.0		2.0	2425.0	140.0	1.0		6.0	1869.0		26.0		212.0	4386.0	2102.0	6546.0			10.0		16.0	90.0	1968.0	141.0	2.0		1.0	9.0	1977.0	2392.0				3.0	34.0	373.0		21.0			1857.0	25.0	22.0		4.0		5.0	15.0	3.0	6.0
NC_073236.2	-2::NC_073236.2:20528097-20589384	61287	False	0.5259	0	1.0	994.0	1.0		2.0	10.0				15.0	2378.0	1344.0	1319.0		8.0			1310.0	84.0	2.0		2.0	991.0		10.0		126.0	2388.0	1143.0	3569.0			10.0		9.0	9.0	1073.0	17.0	1.0			14.0	1051.0	1297.0					4.0	213.0		11.0			996.0	1.0	20.0					4.0		2.0
NC_073236.2	-3::NC_073236.2:20528105-20658155	130050	False	0.5265	1		2145.0			4.0	15.0				8.0	4939.0	2832.0	2809.0		130.0		1.0	2809.0	138.0	1.0		9.0	2145.0		27.0		232.0	4894.0	2404.0	7441.0			18.0		13.0	137.0	2271.0	167.0	2.0			15.0	2273.0	2713.0		2.0		3.0	53.0	419.0	1.0	16.0			2162.0	40.0	31.0		3.0		4.0	19.0	3.0	2.0
NC_073236.2	3::NC_073236.2:20528138-20535797	7659	False	0.5262	0		120.0				2.0				1.0	300.0	169.0	167.0		1.0			159.0	15.0				126.0		1.0		21.0	300.0	142.0	448.0			2.0				134.0		1.0			2.0	128.0	161.0						24.0		2.0			126.0		1.0							
NC_073236.2	1::NC_073236.2:20529297-20539155	9858	False	0.5267	0		164.0								3.0	385.0	210.0	206.0					209.0	16.0	1.0			158.0				17.0	379.0	188.0	575.0							168.0	1.0	1.0			3.0	172.0	214.0						43.0		2.0			167.0		4.0							
NC_073236.2	2::NC_073236.2:20529421-20541352	11931	False	0.5264	0		202.0								4.0	463.0	261.0	244.0					248.0	19.0	1.0			198.0		5.0		25.0	455.0	230.0	701.0					2.0	1.0	209.0		1.0			2.0	209.0	248.0						49.0		4.0			195.0		1.0							
NC_073236.2	3::NC_073236.2:20540867-20585753	44886	False	0.5258	0		731.0				13.0				6.0	1746.0	991.0	961.0		8.0			968.0	53.0	1.0		1.0	722.0		12.0		77.0	1743.0	830.0	2613.0			13.0		10.0	6.0	774.0	9.0	1.0			12.0	791.0	961.0					2.0	160.0		9.0			727.0	1.0	9.0		1.0					
NC_073236.2	1::NC_073236.2:20540991-20584869	43878	False	0.5259	0		710.0	1.0		2.0	10.0				12.0	1699.0	962.0	941.0		3.0			944.0	54.0	1.0			713.0		10.0		98.0	1723.0	817.0	2565.0			10.0		8.0	6.0	772.0	6.0				9.0	750.0	929.0					2.0	142.0		6.0			708.0		13.0							
NC_073236.2	2::NC_073236.2:20548693-20589385	40692	False	0.5256	0		653.0			1.0	6.0				7.0	1571.0	885.0	886.0		8.0		1.0	884.0	50.0			2.0	646.0		15.0		77.0	1612.0	747.0	2373.0			6.0		13.0	12.0	695.0	9.0				5.0	708.0	870.0					6.0	131.0		11.0			656.0	3.0	13.0		2.0					
NC_073236.2	3::NC_073236.2:20588615-20596820	8205	False	0.5259	0		127.0									308.0	184.0	183.0		6.0			191.0	13.0			3.0	128.0		3.0		20.0	311.0	148.0	468.0			1.0			10.0	139.0	12.0					138.0	168.0		1.0			9.0	23.0					135.0	3.0	3.0							
NC_073236.2	-2::NC_073236.2:20589387-20652324	62937	False	0.527	1		1064.0	1.0		3.0						2330.0	1310.0	1309.0		120.0			1385.0	52.0			3.0	1043.0		20.0		103.0	2363.0	1197.0	3551.0			1.0			119.0	1095.0	139.0	1.0				1099.0	1317.0		1.0		4.0	32.0	181.0	3.0	3.0			1061.0	45.0	8.0		3.0		3.0	8.0	2.0	
NC_073236.2	1::NC_073236.2:20591451-20602650	11199	False	0.5267	0		183.0									418.0	230.0	225.0		11.0			264.0	12.0			1.0	177.0		5.0		17.0	430.0	216.0	646.0						16.0	190.0	11.0	1.0				197.0	236.0				1.0	8.0	36.0		1.0			186.0	13.0	2.0							
NC_073236.2	3::NC_073236.2:20600546-20612372	11826	False	0.5275	0		193.0			1.0						448.0	267.0	258.0		13.0		1.0	263.0	12.0			2.0	192.0		1.0		24.0	448.0	217.0	672.0						17.0	204.0	22.0					201.0	244.0				1.0	9.0	30.0					193.0	4.0	3.0		1.0		1.0			
NC_073236.2	1::NC_073236.2:20602653-20623251	20598	False	0.5279	0		345.0			1.0						774.0	438.0	435.0		36.0			454.0	17.0			1.0	341.0		5.0		33.0	764.0	388.0	1177.0						30.0	353.0	32.0					357.0	433.0				2.0	14.0	69.0					346.0	15.0	2.0		2.0		2.0			
NC_073236.2	3::NC_073236.2:20617118-20628962	11844	False	0.528	1		203.0			1.0						437.0	257.0	261.0		24.0			249.0	8.0			1.0	204.0		1.0		25.0	430.0	217.0	672.0						26.0	205.0	24.0					201.0	248.0				1.0	7.0	36.0					201.0	5.0	2.0		1.0		1.0			
NC_073236.2	1::NC_073236.2:20623254-20636442	13188	False	0.5278	1		228.0	1.0								489.0	275.0	273.0		23.0			280.0	11.0				224.0		2.0		25.0	496.0	252.0	735.0			1.0			27.0	228.0	38.0					228.0	279.0				1.0	5.0	39.0					228.0	7.0	1.0							
NC_073236.2	3::NC_073236.2:20628965-20637698	8733	False	0.5274	0		151.0									321.0	183.0	180.0		20.0			196.0	4.0				150.0		2.0		13.0	315.0	167.0	486.0						19.0	149.0	25.0					156.0	186.0		1.0			4.0	23.0					152.0	6.0	2.0							
NC_073236.2	1::NC_073236.2:20641923-20649855	7932	False	0.5265	0		139.0			1.0						284.0	157.0	159.0		23.0			175.0	6.0			1.0	135.0		5.0		9.0	296.0	154.0	437.0						22.0	146.0	28.0					141.0	163.0					1.0	15.0	2.0				136.0	5.0	2.0		1.0		1.0			
NC_073236.2	-1::NC_073236.2:20647873-20678827	30954	False	0.5264	0		513.0			1.0						1146.0	658.0	667.0		52.0		1.0	655.0	40.0			4.0	527.0		12.0		45.0	1146.0	573.0	1735.0					5.0	53.0	551.0	70.0					554.0	633.0					20.0	82.0	3.0	2.0			525.0	15.0	14.0		3.0			12.0		1.0
NC_073236.2	-2::NC_073236.2:20652327-20661708	9381	False	0.5271	0		160.0									354.0	203.0	201.0		14.0			195.0	10.0			1.0	160.0		3.0		17.0	346.0	172.0	527.0					1.0	11.0	166.0	19.0	1.0				165.0	192.0					5.0	31.0		1.0			159.0	3.0	4.0		1.0			5.0		
NC_073236.2	-2::NC_073236.2:20661711-20673642	11931	False	0.5267	0		205.0			1.0						444.0	263.0	260.0		20.0			243.0	10.0			1.0	204.0		1.0		20.0	449.0	219.0	667.0					2.0	19.0	217.0	28.0					209.0	241.0					7.0	34.0		2.0			194.0	3.0	6.0					8.0		
NC_073236.2	2::NC_073236.2:20663611-20673643	10032	False	0.5267	0		160.0									368.0	216.0	218.0		10.0		1.0	218.0	16.0			2.0	173.0		5.0		16.0	370.0	186.0	569.0					1.0	19.0	175.0	18.0					178.0	207.0					8.0	25.0	2.0	1.0			171.0	5.0	5.0		1.0					
NC_073236.2	3::NC_073236.2:20670683-20678828	8145	False	0.526	0		136.0									293.0	172.0	171.0		13.0			181.0	9.0			1.0	135.0		5.0	1.0	16.0	302.0	154.0	464.0					1.0	21.0	146.0	11.0					142.0	166.0					6.0	20.0	2.0				139.0	5.0	3.0							
NC_073236.2	-3::NC_073236.2:20670704-20683145	12441	False	0.5262	0		208.0			2.0						456.0	264.0	267.0		24.0			266.0	14.0			2.0	206.0		5.0		21.0	465.0	231.0	700.0					1.0	26.0	224.0	25.0					219.0	254.0					8.0	32.0	2.0				210.0	6.0	5.0					4.0		
NC_073236.2	-2::NC_073236.2:20675481-20686392	10911	False	0.5261	0		183.0			1.0						397.0	228.0	234.0		28.0			234.0	10.0				185.0		5.0		11.0	400.0	204.0	610.0					1.0	25.0	194.0	28.0					202.0	224.0					8.0	22.0	1.0				186.0	6.0	3.0		2.0			4.0	1.0	
NC_073236.2	-1::NC_073236.2:20678830-20690914	12084	False	0.526	0		207.0			1.0						435.0	244.0	249.0		30.0			265.0	10.0				204.0		5.0		16.0	447.0	230.0	669.0				1.0	1.0	34.0	222.0	38.0					218.0	246.0					3.0	26.0	2.0	1.0			209.0	7.0	2.0		2.0			4.0		
NC_073236.2	-2::NC_073236.2:20686395-20710056	23661	False	0.5262	0		400.0			6.0						865.0	490.0	508.0	1.0	60.0			502.0	21.0			2.0	398.0		8.0		29.0	870.0	441.0	1308.0					1.0	51.0	433.0	75.0					425.0	487.0					9.0	59.0	4.0	1.0			405.0	11.0	8.0					9.0		
NC_073236.2	-3::NC_073236.2:20689421-20713337	23916	False	0.5262	0		407.0			1.0						868.0	500.0	509.0		59.0			515.0	15.0				405.0		8.0		33.0	876.0	446.0	1333.0					4.0	60.0	434.0	62.0					435.0	488.0					12.0	53.0	1.0	2.0			408.0	13.0	9.0		3.0		1.0	11.0	1.0	
