clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TCT	codon_AGG	codon_GTT	codon_TTA	codon_GGG	codon_GGT	codon_CCT	codon_AAC	codon_CTA	codon_ACC	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTT	codon_ATT	codon_AGT	codon_AGC	codon_AAG	codon_CCA	codon_TTC	codon_ATG	codon_CAT	codon_AAT	codon_AGA	codon_CTT	codon_AAA	codon_GGC	codon_GTA	codon_TGT	codon_TCG	codon_TCC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CCC	codon_CTC	codon_ACT	codon_TGG	codon_CTG	codon_TCA	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GAA	codon_GCC	codon_ACG	codon_CGG
NC_071993.2	-1::NC_071993.2:135214858-135221806(-)	6948	False	0.4847	2	27.0	44.0	8.0	21.0	20.0	29.0	38.0	25.0	33.0	37.0	40.0	4.0	88.0	19.0	13.0	34.0	26.0	40.0	85.0	31.0	25.0	12.0	24.0	48.0	123.0	122.0	34.0	38.0	7.0	19.0	51.0	3.0	162.0	48.0	38.0	8.0	2.0	17.0	102.0	2.0	44.0	23.0	2.0	28.0	40.0	49.0	85.0	4.0	51.0	55.0	7.0	66.0	9.0	82.0	9.0	13.0	4.0	120.0	41.0	22.0	15.0
NC_071993.2	-2::NC_071993.2:140846694-140851896(-)	5202	False	0.5154	0							48.0	46.0	740.0	817.0																1.0						1.0											1.0	2.0	1.0	77.0															
NC_071985.2	2::NC_071985.2:1-6814(+)	6813	False	0.519	0							1133.0	1005.0	1.0	1.0																																	1.0		1.0									129.0							
NC_071985.2	-2::NC_071985.2:7-6820(-)	6813	False	0.5192	0		1133.0	1004.0	1.0	2.0	1.0																													1.0																					129.0					
NC_071985.2	3::NC_071985.2:8-6821(+)	6813	False	0.5193	0							2.0	1.0	1004.0	1134.0																																			1.0				129.0												
NC_071985.2	-3::NC_071985.2:12-6813(-)	6801	False	0.5192	0				1004.0	1134.0																																													129.0											
NC_071985.2	-3::NC_071985.2:1983993-2005302(-)	21309	False	0.4928	1		20.0	1.0		521.0	1.0	542.0	2.0	1078.0		2.0	456.0	3.0	11.0	1.0	3.0	2.0	1.0	2.0	495.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	3.0	414.0	1.0	2.0		552.0	2.0	7.0	611.0			5.0	10.0	3.0	132.0		1147.0	9.0	1.0	1.0	1.0	4.0			2.0		540.0	53.0	404.0			45.0		2.0
NC_071985.2	-1::NC_071985.2:1984085-1991201(-)	7116	False	0.4913	0								182.0	42.0	196.0		181.0		1.0				204.0		8.0	1.0		1.0					161.0			1.0		1.0	181.0		1.0	176.0	1.0	183.0			149.0	180.0	1.0	17.0	165.0	174.0		139.0	5.0		1.0		1.0		18.0		1.0			
NC_071985.2	-1::NC_071985.2:1993427-2000171(-)	6744	False	0.4966	0								173.0	37.0	206.0		171.0					1.0	209.0		1.0								137.0	2.0					173.0			169.0		172.0			121.0	173.0		14.0	159.0	172.0		136.0	3.0						19.0					
NC_071985.2	-1::NC_071985.2:48340826-48347126(-)	6300	False	0.556	1	62.0	95.0	14.0	22.0	165.0	130.0	53.0	5.0	11.0	14.0	96.0	36.0	64.0	9.0	22.0	130.0	14.0	26.0	92.0	59.0	18.0	11.0	42.0	41.0	54.0	31.0	10.0	58.0	14.0	26.0	52.0	17.0	30.0	88.0	13.0	7.0	2.0	27.0	24.0		14.0	8.0	11.0	10.0	14.0	11.0	18.0	30.0	30.0	72.0	2.0	50.0	7.0	31.0		5.0	4.0	65.0	27.0	1.0	6.0
NC_071985.2	3::NC_071985.2:98271257-98281220(+)	9963	False	0.5024	1	176.0	65.0	29.0	4.0	86.0	89.0	8.0	12.0	2.0	38.0	39.0	40.0	21.0	4.0	8.0	307.0	17.0	20.0	103.0	20.0	41.0	10.0	133.0	37.0	12.0	20.0	9.0	4.0	228.0	16.0	145.0	3.0	19.0	147.0	6.0	20.0	2.0	121.0	152.0	2.0	164.0	5.0	22.0	192.0	4.0	3.0	148.0	8.0	6.0	222.0	1.0	128.0	8.0	43.0	9.0	22.0	3.0	81.0	34.0	3.0	
NC_071985.2	2::NC_071985.2:98317273-98328352(+)	11079	False	0.5514	2	141.0	84.0	17.0	4.0	131.0	42.0	19.0	38.0	5.0	22.0	43.0	30.0	121.0		8.0	224.0	8.0	37.0	124.0	46.0	5.0	18.0	116.0	127.0	20.0	19.0	18.0	3.0	150.0	21.0	173.0	3.0	37.0	60.0	19.0	1.0	22.0	213.0	55.0	22.0	102.0	3.0	36.0	232.0	50.0	4.0	68.0	12.0	6.0	232.0	7.0	243.0	11.0	140.0	53.0	12.0	1.0	138.0	47.0	10.0	40.0
NC_071985.2	1::NC_071985.2:98385750-98390754(+)	5004	False	0.5697	0	226.0	16.0	1.0	6.0	67.0	84.0	15.0	7.0		6.0	8.0	36.0	3.0	4.0	4.0	63.0	3.0	3.0	28.0	9.0	14.0	3.0	29.0	87.0	3.0	20.0	1.0	2.0	86.0	8.0	7.0	2.0	7.0	172.0		5.0	23.0	108.0	4.0	12.0	62.0	3.0	26.0	71.0	5.0	2.0	13.0	6.0	3.0	95.0		109.0	34.0	7.0	20.0	1.0	1.0	15.0	5.0	2.0	6.0
NC_071985.2	3::NC_071985.2:98501564-98506592(+)	5028	False	0.5998	2	1.0	85.0	2.0	2.0	8.0	1.0	4.0	3.0	12.0	1.0	15.0	9.0	2.0	6.0	4.0	4.0	1.0	9.0	322.0	6.0	5.0	3.0	4.0	10.0	50.0	9.0	28.0	1.0	6.0	3.0	58.0	6.0	42.0	4.0	3.0	3.0	2.0	5.0	3.0	133.0	66.0	4.0	11.0	16.0	5.0	28.0	2.0	21.0	107.0		5.0	235.0	17.0	38.0	27.0	5.0	2.0	144.0	11.0	5.0	52.0
NC_071985.2	-3::NC_071985.2:179101038-179107404(-)	6366	False	0.5093	1	2.0	12.0	2.0		7.0	4.0	4.0	58.0	3.0	212.0	1.0	2.0	5.0	7.0	2.0	10.0	2.0	6.0	9.0	6.0		1.0	6.0	30.0	6.0	210.0	3.0	7.0	47.0	58.0	11.0	3.0	6.0	10.0	2.0	5.0		4.0	389.0	3.0	133.0	114.0	7.0	494.0	5.0	6.0	1.0	16.0	11.0	107.0	3.0	22.0	5.0	4.0		6.0	2.0	7.0	20.0	2.0	2.0
NC_071985.2	-1::NC_071985.2:179101472-179107175(-)	5703	False	0.5032	1		1.0	1.0		4.0	2.0	2.0	63.0		179.0		2.0	6.0			2.0	4.0	2.0	2.0	2.0				14.0	1.0	224.0	1.0		38.0	68.0	2.0	1.0	2.0	3.0				1.0	372.0	1.0	127.0	95.0		506.0			3.0	1.0		114.0	2.0	19.0	2.0	3.0		1.0	2.0		26.0		
NC_071985.2	-2::NC_071985.2:179101552-179107204(-)	5652	False	0.4993	0	1.0	1.0		1.0	1.0		1.0	67.0		189.0	2.0		3.0	1.0			5.0	2.0	3.0	1.0			2.0	18.0		204.0			53.0	61.0		1.0	2.0						377.0		113.0	102.0	5.0	519.0		1.0	2.0		2.0	96.0	1.0	28.0		2.0				1.0	11.0	4.0	1.0
NC_071985.2	2::NC_071985.2:191889820-191895118(+)	5298	False	0.5723	2	36.0	27.0	13.0	9.0	33.0	13.0	57.0	13.0	3.0	42.0	16.0	6.0	29.0	11.0	24.0	22.0	5.0	37.0	86.0	26.0	17.0	10.0	33.0	66.0	66.0	64.0	26.0	28.0	21.0	7.0	14.0	28.0	49.0	35.0	6.0	8.0	6.0	82.0	33.0	18.0	17.0	28.0	27.0	41.0	85.0	33.0	19.0	8.0	62.0	43.0	21.0	70.0	4.0	26.0	4.0	21.0	1.0	54.0	53.0	8.0	16.0
NC_071985.2	-3::NC_071985.2:194176956-194182452(-)	5496	False	0.4147	1	50.0	17.0	36.0	36.0	19.0	28.0	31.0	24.0	26.0	18.0	60.0	10.0	44.0	10.0	37.0	44.0	35.0	46.0	60.0	32.0	35.0	61.0	35.0	17.0	49.0	26.0	19.0	35.0	26.0	48.0	48.0	33.0	89.0	22.0	30.0	17.0	2.0	25.0	49.0		46.0	26.0	5.0	15.0	11.0	20.0	42.0	6.0	37.0	25.0	2.0	61.0	4.0	29.0	4.0	13.0	2.0	124.0	26.0	2.0	3.0
NC_071985.2	-2::NC_071985.2:217794517-217802917(-)	8400	False	0.5182	2	87.0	57.0	40.0	19.0	42.0	26.0	106.0	38.0	13.0	46.0	82.0	27.0	73.0	7.0	25.0	23.0	14.0	87.0	128.0	65.0	25.0	31.0	53.0	53.0	95.0	94.0	10.0	34.0	25.0	38.0	38.0	31.0	125.0	33.0	27.0	6.0	7.0	59.0	59.0	15.0	40.0	36.0	18.0	31.0	72.0	30.0	47.0	7.0	53.0	47.0	14.0	86.0	29.0	67.0	18.0	52.0	22.0	144.0	80.0	16.0	28.0
NC_071985.2	-2::NC_071985.2:224819407-224824630(-)	5223	False	0.5418	0						1.0		73.0	62.0	281.0		1.0	3.0				5.0	1.0			1.0			5.0	1.0	283.0			6.0		2.0		1.0	1.0					295.0	2.0	63.0	6.0	65.0	499.0	1.0		64.0			3.0		10.0	1.0	2.0	1.0			1.0	1.0		
NC_071985.2	-1::NC_071985.2:224819417-224824607(-)	5190	False	0.542	0								72.0	65.0	283.0		2.0	8.0	1.0		1.0	1.0							2.0		280.0			7.0	2.0	1.0		2.0						288.0	1.0	70.0	3.0	65.0	502.0			62.0			2.0	2.0	6.0						1.0		1.0	
NC_071985.2	3::NC_071985.2:233786246-233791553(+)	5307	False	0.5619	2	2.0	12.0	1.0	639.0	676.0	2.0	13.0	3.0		7.0	2.0		4.0	6.0	1.0	10.0	1.0	9.0	11.0	11.0	7.0	4.0	2.0	6.0	2.0	5.0	3.0	1.0	1.0	2.0	8.0	5.0	2.0	16.0		2.0	2.0	14.0	1.0	14.0	5.0	4.0	2.0	21.0	33.0	13.0		10.0	12.0	19.0	22.0	21.0	8.0	6.0	2.0	10.0	21.0	7.0	28.0	3.0	15.0
NC_071985.2	-2::NC_071985.2:233787562-233794471(-)	6909	False	0.5048	0						1.0	779.0	760.0	363.0	363.0			1.0			1.0				1.0				1.0		1.0								2.0		1.0							2.0		5.0	1.0		2.0						18.0			1.0				
NC_071997.2	3::NC_071997.2:5988032-5993492(+)	5460	False	0.406	0	14.0	1.0	28.0	7.0		1.0	21.0	2.0	23.0	6.0	4.0	13.0	14.0	17.0	15.0		7.0	1.0		3.0	45.0	229.0	4.0	1.0	4.0	216.0	278.0	1.0	223.0	23.0	2.0	27.0	5.0		3.0	2.0	4.0	244.0	70.0	7.0	20.0	11.0	14.0	79.0	6.0	15.0	13.0	1.0	7.0	30.0	10.0	8.0	2.0	2.0	20.0	3.0		1.0	1.0	12.0	
NC_071997.2	2::NC_071997.2:5990278-5995600(+)	5322	False	0.3997	0	21.0		29.0	10.0		1.0	18.0	2.0	5.0	6.0	3.0	12.0	14.0	13.0	17.0		8.0			2.0	60.0	228.0	7.0	1.0	1.0	231.0	255.0	11.0	205.0	23.0	3.0	33.0	5.0		2.0	8.0	5.0	235.0	63.0	2.0	27.0	7.0	12.0	75.0	7.0	9.0	14.0		3.0	25.0	9.0	8.0	1.0	1.0	22.0	6.0			3.0	6.0	
NC_071997.2	1::NC_071997.2:6757638-6764160(+)	6522	False	0.4557	0	35.0		15.0	10.0			19.0	11.0	36.0	15.0	3.0	9.0	21.0	24.0	11.0		5.0			5.0	39.0	191.0	12.0	2.0		264.0	213.0	6.0	157.0	27.0	2.0	28.0	4.0		5.0	4.0	6.0	299.0	31.0	1.0	42.0	19.0	34.0	160.0	17.0	158.0	133.0	1.0	13.0	41.0	8.0	10.0	4.0	3.0	4.0	9.0	3.0	1.0	3.0		1.0
NC_071997.2	-1::NC_071997.2:6891632-6896654(-)	5022	False	0.4018	0	15.0		18.0	15.0		3.0	21.0	6.0	8.0	1.0	1.0	18.0	23.0	18.0	14.0		11.0			3.0	38.0	215.0	2.0			207.0	234.0	3.0	217.0	18.0		22.0	6.0		2.0	2.0	1.0	223.0	65.0	1.0	16.0	7.0	23.0	71.0	8.0	18.0	24.0		4.0	33.0	12.0	3.0	1.0	1.0	13.0		2.0	1.0	2.0	4.0	
NC_071997.2	2::NC_071997.2:7008544-7014250(+)	5706	False	0.3878	0	16.0		18.0	27.0		2.0	29.0	7.0	14.0	2.0	8.0	18.0	12.0	22.0	19.0	2.0	9.0			2.0	57.0	253.0	4.0		2.0	227.0	259.0	4.0	232.0	29.0		34.0	7.0	1.0		8.0	7.0	246.0	76.0	1.0	24.0	10.0	20.0	77.0	4.0	10.0	22.0	1.0		30.0	4.0	5.0	6.0		19.0	2.0	3.0	3.0	5.0	2.0	1.0
NC_071997.2	2::NC_071997.2:7361824-7367320(+)	5496	False	0.4019	0	17.0	1.0	27.0	23.0		1.0	24.0	7.0	11.0	4.0	5.0	17.0	13.0	12.0	15.0		6.0	1.0			43.0	233.0	7.0		5.0	222.0	265.0	5.0	212.0	19.0	2.0	33.0	7.0		2.0	7.0	4.0	239.0	63.0	2.0	18.0	16.0	20.0	78.0	11.0	14.0	16.0		2.0	31.0	9.0	5.0	5.0		29.0	3.0	1.0	1.0	3.0	16.0	
NC_071997.2	2::NC_071997.2:7463884-7470268(+)	6384	False	0.4007	0	12.0	3.0	31.0	13.0		1.0	18.0	2.0	10.0	6.0	7.0	16.0	23.0	27.0	32.0		6.0		1.0	3.0	58.0	262.0	3.0	1.0		247.0	307.0	16.0	276.0	20.0	2.0	35.0	9.0		1.0	9.0	2.0	269.0	88.0	4.0	35.0	9.0	21.0	95.0	9.0	18.0	18.0	1.0	3.0	36.0	7.0	4.0	4.0	2.0	28.0	3.0		1.0	1.0	13.0	
NC_071997.2	3::NC_071997.2:7464620-7469882(+)	5262	False	0.4006	0	4.0		27.0	11.0		3.0	16.0	6.0	12.0	8.0	3.0	13.0	21.0	26.0	22.0	1.0	11.0	1.0		2.0	37.0	233.0	2.0		2.0	204.0	252.0	8.0	220.0	24.0		23.0	7.0		6.0	16.0	6.0	243.0	57.0	1.0	29.0	11.0	9.0	79.0	7.0	6.0	20.0		1.0	20.0	8.0	4.0	3.0	1.0	13.0	2.0			5.0	8.0	
NC_071997.2	2::NC_071997.2:7785772-7792597(+)	6825	False	0.3987	0	18.0	1.0	37.0	21.0			33.0	6.0	14.0	5.0	9.0	19.0	17.0	21.0	25.0		15.0				65.0	304.0	5.0	2.0		282.0	315.0	5.0	270.0	25.0	4.0	36.0	5.0		1.0	5.0	7.0	300.0	76.0	4.0	41.0	21.0	24.0	89.0	13.0	11.0	16.0	1.0	5.0	31.0	14.0	9.0	6.0	2.0	18.0	6.0	1.0	1.0	7.0	7.0	
NC_071997.2	2::NC_071997.2:8122399-8128300(+)	5901	False	0.4062	0	34.0		23.0	17.0		1.0	21.0	4.0	18.0	9.0	6.0	15.0	17.0	21.0	25.0	1.0	11.0	1.0		4.0	39.0	236.0	6.0		2.0	233.0	269.0	6.0	225.0	30.0	1.0	27.0	6.0		1.0	5.0	4.0	247.0	63.0	6.0	25.0	17.0	20.0	86.0	12.0	33.0	39.0		6.0	36.0	8.0	7.0	5.0	3.0	15.0	7.0		4.0	1.0	9.0	
NC_071997.2	2::NC_071997.2:9489292-9494491(+)	5199	False	0.3983	0	16.0		23.0	20.0		4.0	20.0	3.0	11.0	8.0	2.0	14.0	17.0	22.0	27.0		8.0			2.0	40.0	237.0	1.0	2.0	1.0	198.0	221.0	11.0	217.0	22.0		20.0	3.0		3.0	5.0	3.0	220.0	66.0	3.0	28.0	13.0	15.0	85.0	7.0	19.0	18.0		5.0	25.0	8.0	3.0	3.0	4.0	14.0	2.0		1.0		11.0	2.0
NC_071997.2	-2::NC_071997.2:9913117-9920323(-)	7206	False	0.3949	0	35.0		33.0	26.0			27.0	3.0	26.0	6.0	3.0	18.0	24.0	34.0	30.0	1.0	16.0	1.0		2.0	58.0	309.0	7.0	1.0	1.0	290.0	340.0	13.0	297.0	39.0	1.0	35.0	7.0	1.0	3.0	8.0	6.0	292.0	78.0	2.0	28.0	10.0	20.0	109.0	11.0	7.0	24.0		5.0	41.0	10.0	8.0	4.0	1.0	26.0	4.0		3.0	2.0	15.0	1.0
NC_071997.2	-1::NC_071997.2:10818605-10824524(-)	5919	False	0.3996	0	23.0	2.0	26.0	15.0		2.0	23.0	6.0	13.0	8.0	8.0	16.0	14.0	16.0	11.0		13.0				48.0	264.0	4.0		3.0	219.0	271.0	6.0	240.0	25.0	2.0	39.0	6.0	1.0	1.0	6.0	6.0	263.0	73.0	1.0	27.0	14.0	15.0	89.0	14.0	17.0	15.0		6.0	34.0	8.0	5.0	8.0	2.0	19.0	10.0		1.0	4.0	8.0	3.0
NC_071997.2	-2::NC_071997.2:11076385-11082169(-)	5784	False	0.3944	0	14.0	1.0	27.0	19.0		1.0	20.0	1.0	22.0	11.0	7.0	18.0	21.0	26.0	20.0		8.0	1.0		2.0	38.0	259.0	2.0		2.0	215.0	291.0	3.0	233.0	28.0	2.0	40.0	7.0		2.0	7.0	5.0	245.0	80.0	1.0	23.0	6.0	15.0	81.0	6.0	9.0	16.0	1.0	6.0	28.0	8.0	4.0	3.0	3.0	18.0	3.0	2.0		3.0	14.0	
NC_071997.2	-3::NC_071997.2:11162469-11168259(-)	5790	False	0.3902	0	16.0		13.0	15.0			26.0	6.0	11.0	6.0	3.0	12.0	22.0	18.0	15.0	2.0	11.0	2.0		1.0	57.0	277.0	4.0		2.0	249.0	279.0	5.0	228.0	33.0		35.0	10.0			2.0	6.0	240.0	70.0	4.0	22.0	12.0	23.0	83.0	7.0	11.0	17.0		1.0	25.0	7.0	3.0	3.0	2.0	15.0	7.0		3.0	2.0	7.0	
NC_071997.2	2::NC_071997.2:11449210-11454262(+)	5052	False	0.402	0	14.0	2.0	39.0	10.0			23.0	10.0	16.0	11.0	7.0	15.0	14.0	17.0	18.0	1.0	11.0			2.0	45.0	217.0	4.0	2.0	1.0	212.0	238.0	2.0	206.0	12.0	2.0	23.0	6.0		4.0	3.0	7.0	189.0	53.0	2.0	22.0	4.0	15.0	72.0	8.0	8.0	14.0		2.0	25.0	7.0		9.0	4.0	28.0	4.0		2.0		22.0	
NC_071997.2	-1::NC_071997.2:11693102-11698802(-)	5700	False	0.4016	0	16.0		16.0	15.0		2.0	26.0	2.0	12.0	4.0	2.0	20.0	24.0	26.0	12.0		7.0			2.0	39.0	279.0	6.0		2.0	238.0	255.0	5.0	257.0	6.0	4.0	34.0	9.0		1.0	5.0	5.0	245.0	60.0	2.0	12.0	12.0	24.0	69.0	6.0	13.0	18.0	1.0	7.0	27.0	10.0	5.0	4.0		25.0	6.0		3.0	4.0	14.0	2.0
NC_071997.2	-2::NC_071997.2:11747746-11752966(-)	5220	False	0.4004	0	24.0	1.0	18.0	5.0		2.0	25.0	2.0	14.0	6.0	5.0	15.0	14.0	21.0	20.0	1.0	10.0	1.0		2.0	43.0	227.0	6.0	1.0	2.0	208.0	257.0	5.0	223.0	18.0	3.0	28.0	4.0		2.0	6.0	2.0	207.0	62.0	6.0	20.0	14.0	14.0	70.0	15.0	10.0	17.0		4.0	35.0	10.0	4.0	2.0	1.0	15.0	1.0		1.0		10.0	1.0
NC_071997.2	1::NC_071997.2:11975817-11980851(+)	5034	False	0.4668	0	34.0		12.0	12.0	1.0	1.0	20.0	7.0	27.0	12.0	4.0	10.0	19.0	30.0	8.0	1.0	8.0	2.0		1.0	21.0	129.0	9.0	1.0		197.0	146.0	3.0	117.0	21.0	3.0	32.0	4.0	1.0	3.0	3.0	5.0	228.0	14.0	2.0	29.0	23.0	25.0	111.0	16.0	112.0	113.0	3.0	18.0	21.0	10.0	13.0	2.0		8.0	12.0	3.0	3.0	5.0	1.0	2.0
NC_071997.2	1::NC_071997.2:12465381-12471042(+)	5661	False	0.3966	0	21.0		21.0	18.0		1.0	22.0	8.0	21.0	5.0	6.0	21.0	25.0	18.0	26.0		14.0	4.0			39.0	251.0	5.0	1.0	2.0	218.0	273.0	6.0	225.0	23.0	1.0	20.0	8.0		3.0	5.0	5.0	246.0	69.0	3.0	17.0	12.0	13.0	78.0	6.0	9.0	14.0	1.0	1.0	32.0	11.0	7.0	3.0	1.0	16.0	10.0		5.0	4.0	13.0	
NC_071997.2	3::NC_071997.2:12472292-12478019(+)	5727	False	0.3967	0	20.0		20.0	18.0		1.0	22.0	8.0	21.0	5.0	6.0	21.0	25.0	18.0	26.0		14.0	4.0			39.0	256.0	5.0	1.0	2.0	223.0	278.0	7.0	228.0	23.0	1.0	20.0	8.0		3.0	5.0	5.0	251.0	70.0	3.0	17.0	12.0	13.0	80.0	6.0	9.0	14.0	1.0	1.0	31.0	11.0	7.0	3.0	1.0	16.0	9.0		5.0	4.0	12.0	
NC_071997.2	2::NC_071997.2:12479269-12484996(+)	5727	False	0.3969	0	20.0		21.0	18.0		1.0	22.0	8.0	21.0	5.0	6.0	21.0	25.0	18.0	26.0		14.0	4.0			39.0	255.0	5.0	1.0	2.0	223.0	278.0	7.0	228.0	23.0	1.0	20.0	8.0		3.0	5.0	5.0	251.0	70.0	3.0	17.0	12.0	13.0	80.0	6.0	9.0	14.0	1.0	1.0	31.0	11.0	7.0	3.0	1.0	16.0	9.0		5.0	4.0	12.0	
NC_071997.2	3::NC_071997.2:12493262-12498989(+)	5727	False	0.3964	0	20.0	1.0	20.0	18.0		1.0	22.0	6.0	20.0	5.0	6.0	22.0	26.0	18.0	26.0		14.0	4.0			40.0	257.0	5.0	1.0	3.0	223.0	278.0	6.0	227.0	23.0	1.0	20.0	8.0		3.0	5.0	5.0	249.0	70.0	3.0	17.0	12.0	13.0	81.0	6.0	9.0	14.0	1.0	1.0	31.0	11.0	7.0	3.0	1.0	16.0	9.0		5.0	4.0	12.0	
NC_071997.2	2::NC_071997.2:13339078-13344682(+)	5604	False	0.3895	0	17.0	1.0	25.0	15.0			18.0	3.0	10.0	9.0	4.0	22.0	19.0	24.0	22.0		10.0	1.0		2.0	45.0	257.0	6.0	3.0		220.0	259.0	2.0	238.0	26.0	2.0	26.0	6.0	2.0	3.0	3.0	6.0	240.0	74.0	1.0	32.0	13.0	22.0	74.0	10.0	5.0	15.0		2.0	32.0	6.0	4.0	4.0	2.0	18.0	2.0		3.0	1.0	2.0	
NC_071997.2	2::NC_071997.2:14002132-14007259(+)	5127	False	0.4071	0	13.0		22.0	20.0			24.0	2.0	11.0	8.0	2.0	24.0	20.0	20.0	9.0		13.0				35.0	208.0	3.0			206.0	250.0	8.0	191.0	17.0	7.0	48.0	6.0		2.0	9.0	5.0	220.0	65.0	1.0	10.0	12.0	16.0	74.0	10.0	11.0	11.0		4.0	18.0	5.0	3.0		2.0	28.0	2.0	3.0	1.0	6.0	24.0	
NC_071997.2	2::NC_071997.2:14344336-14349484(+)	5148	False	0.3934	1	12.0		6.0	15.0			26.0	8.0	18.0	13.0	4.0	14.0	12.0	19.0	8.0	1.0	13.0			2.0	47.0	240.0	1.0	1.0		215.0	238.0	6.0	214.0	24.0	3.0	22.0	10.0			2.0	5.0	226.0	63.0	3.0	20.0	16.0	14.0	63.0	7.0	13.0	11.0	1.0	4.0	31.0	5.0	3.0	3.0	3.0	17.0	5.0		1.0	2.0	6.0	
NC_071997.2	2::NC_071997.2:14417740-14422924(+)	5184	False	0.4041	0	15.0		28.0	21.0			18.0	4.0	13.0	5.0	5.0	11.0	25.0	17.0	14.0		7.0	2.0	1.0	3.0	36.0	217.0	3.0		1.0	202.0	270.0	7.0	178.0	20.0	1.0	33.0	4.0		3.0	10.0	4.0	196.0	66.0	7.0	29.0	12.0	21.0	93.0	6.0	6.0	20.0		5.0	25.0	13.0	7.0	2.0	1.0	25.0	4.0			3.0	9.0	
NC_071997.2	-1::NC_071997.2:14854115-14860772(-)	6657	False	0.4033	0	20.0	1.0	29.0	18.0	1.0		22.0	6.0	14.0	8.0	3.0	10.0	26.0	18.0	18.0	1.0	13.0	1.0		1.0	37.0	301.0	6.0		2.0	278.0	326.0	14.0	298.0	30.0	3.0	23.0	9.0	2.0	2.0	3.0	6.0	297.0	69.0	3.0	23.0	11.0	16.0	91.0	8.0	20.0	23.0	3.0	2.0	33.0	10.0	6.0	7.0	2.0	26.0	8.0			1.0	10.0	
NC_071997.2	-3::NC_071997.2:15872829-15878607(-)	5778	False	0.3891	0	16.0		35.0	20.0			17.0	7.0	18.0	4.0	9.0	25.0	23.0	14.0	12.0	1.0	11.0	1.0			50.0	261.0	2.0		3.0	230.0	274.0	6.0	227.0	26.0		28.0	10.0		1.0	6.0	7.0	245.0	57.0	3.0	25.0	15.0	17.0	77.0	15.0	9.0	24.0		4.0	42.0	7.0	4.0	3.0		24.0	1.0	1.0	1.0	1.0	7.0	
NC_071997.2	-3::NC_071997.2:15913026-15918102(-)	5076	False	0.3972	0	14.0	1.0	25.0	15.0			12.0	5.0	10.0	5.0	2.0	17.0	8.0	19.0	17.0	1.0	8.0			2.0	43.0	225.0	5.0		3.0	201.0	240.0	7.0	207.0	23.0	2.0	32.0	6.0		1.0	8.0	3.0	218.0	52.0	2.0	22.0	12.0	13.0	69.0	6.0	10.0	9.0		4.0	27.0	8.0	3.0	6.0	5.0	24.0	4.0		1.0	3.0	26.0	1.0
NC_071997.2	3::NC_071997.2:16885067-16890884(+)	5817	False	0.3995	0	16.0	1.0	18.0	18.0		1.0	21.0	4.0	14.0	4.0	5.0	11.0	18.0	14.0	20.0		11.0	3.0		3.0	47.0	248.0	2.0	2.0		222.0	247.0	8.0	258.0	26.0	3.0	22.0	11.0	1.0	1.0	5.0	3.0	286.0	73.0	4.0	27.0	15.0	19.0	72.0	7.0	16.0	37.0	1.0	4.0	36.0	8.0	7.0	4.0	1.0	17.0	5.0	1.0	2.0	1.0	8.0	
NC_071997.2	3::NC_071997.2:17392325-17397368(+)	5043	False	0.3996	0	15.0		27.0	12.0			14.0	3.0	11.0	5.0	5.0	16.0	11.0	17.0	15.0	3.0	9.0			1.0	43.0	222.0	5.0		4.0	208.0	248.0	5.0	192.0	12.0	1.0	27.0	7.0		2.0	4.0	5.0	211.0	64.0	4.0	30.0	11.0	16.0	84.0	7.0	13.0	16.0	2.0	2.0	25.0	5.0		4.0	3.0	13.0	1.0		1.0	5.0	14.0	1.0
NC_071997.2	1::NC_071997.2:39160005-39165195(+)	5190	False	0.404	1	53.0	13.0	35.0	22.0	13.0	33.0	41.0	23.0	10.0	6.0	75.0	12.0	38.0	18.0	24.0	50.0	14.0	21.0	38.0	51.0	82.0	33.0	53.0	25.0	52.0	51.0	25.0	24.0	20.0	63.0	26.0	16.0	99.0	20.0	35.0	30.0	5.0	6.0	63.0	3.0	36.0	7.0	8.0	7.0	12.0	7.0	44.0	19.0	9.0	49.0	4.0	45.0	5.0	15.0	5.0	5.0	2.0	91.0	27.0	7.0	5.0
NC_071997.2	-1::NC_071997.2:58907150-58913297(-)	6147	False	0.4453	1	75.0	8.0	70.0	26.0	17.0	35.0	69.0	9.0	29.0	21.0	46.0	12.0	30.0	5.0	39.0	40.0	35.0	14.0	81.0	74.0	24.0	52.0	63.0	14.0	70.0	99.0	32.0	7.0	50.0	32.0	33.0	23.0	56.0	21.0	35.0	3.0	7.0	38.0	49.0		46.0	9.0	44.0	15.0	25.0	11.0	99.0	3.0	29.0	78.0	5.0	89.0	8.0	45.0	1.0	11.0	2.0	64.0	14.0	6.0	2.0
