clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGA	codon_CTA	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTA	codon_TTT	codon_ATT	codon_TAG	codon_ATG	codon_CAT	codon_TGG	codon_GAA	codon_AGC	codon_CTT	codon_ACT	codon_GGG	codon_AAT	codon_AGT	codon_AAA	codon_GGC	codon_GTA	codon_CCA	codon_TCT	codon_TGT	codon_TCG	codon_TCC	codon_TTC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CTC	codon_CTG	codon_TCA	codon_GTT	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GCC	codon_ACG	codon_AAG	codon_GGT	codon_AGG	codon_CGG	codon_TGA
NC_085929.1	-1::NC_085929.1:17815182-17821062	5880	False	0.4612	1	1.0	10.0	1.0		14.0	30.0		21.0	8.0	24.0	19.0	24.0	266.0	22.0	122.0	137.0	2.0		5.0	23.0	25.0	152.0	4.0	250.0	177.0	7.0	2.0	15.0	15.0	160.0	127.0	24.0	4.0	33.0	1.0	3.0	21.0	2.0	1.0		4.0		6.0	3.0	3.0	2.0	2.0	15.0		9.0	2.0	20.0	3.0	7.0	2.0	4.0	2.0	3.0	6.0	28.0	9.0	38.0	5.0	35.0
NC_085929.1	-1::NC_085929.1:17838201-17843457	5256	False	0.4606	1		12.0			2.0	36.0		16.0	2.0	25.0	16.0	18.0	240.0	14.0	108.0	132.0	1.0		3.0	27.0	27.0	132.0	3.0	233.0	143.0	5.0	2.0	9.0	13.0	157.0	128.0	21.0	3.0	23.0			15.0	3.0	1.0	1.0	4.0		13.0	3.0	3.0	1.0		11.0		9.0	1.0	11.0	3.0	10.0	1.0	3.0	3.0		6.0	25.0	13.0	28.0	7.0	26.0
NC_085929.1	2::NC_085929.1:56184694-56194207	9513	False	0.5136	0			1.0		1.0		1.0			346.0	1.0	420.0	578.0	2.0			1.0	145.0	1.0	1.0			2.0	1.0	50.0	4.0					1.0	3.0		2.0		1.0	629.0	3.0			1.0			2.0	1.0	1.0		65.0	160.0			1.0		1.0			119.0			1.0	2.0	623.0		
NC_085929.1	3::NC_085929.1:56184740-56194298	9558	False	0.5154	0	3.0		1.0	1.0		1.0			146.0	1.0		1.0	2.0		629.0		4.0	1.0				2.0	505.0	465.0	578.0	1.0	2.0	1.0	3.0	2.0	2.0	50.0	68.0	1.0		1.0	22.0						1.0	2.0		1.0		2.0	1.0		1.0			1.0	122.0	1.0		1.0		2.0	558.0			
NC_085929.1	-1::NC_085929.1:56184759-56194293	9534	False	0.5154	0				1.0		1.0		1.0		1.0	1.0	2.0		1.0	122.0	1.0	65.0				1.0	507.0	1.0	581.0	1.0		5.0	1.0				1.0	467.0	3.0	1.0		1.0		1.0				1.0	144.0	1.0		1.0			560.0						19.0	1.0	2.0	1.0	628.0		1.0	1.0	51.0
NC_085929.1	-2::NC_085929.1:56184782-56194247	9465	False	0.5153	0						1.0			144.0				1.0		629.0		4.0					1.0	505.0	465.0	578.0		1.0		1.0	1.0	2.0	50.0	66.0				21.0											1.0			1.0			1.0	122.0					2.0	558.0			
NC_085929.1	-2::NC_085929.1:57584801-57593234	8433	False	0.4999	0																					1171.0																													235.0											1170.0	235.0		
NC_085929.1	1::NC_085929.1:57584802-57593235	8433	False	0.4999	0																		234.0	1.0										234.0																					1170.0											1.0	1171.0		
NC_085929.1	-1::NC_085929.1:57584844-57591873	7029	False	0.5001	0																			1.0										1.0																					1170.0												1171.0		
NC_085929.1	2::NC_085929.1:57584845-57591874	7029	False	0.4999	0																		1171.0											1170.0																																2.0			
NC_071999.2	1::NC_071999.2:402-6888	6486	False	0.5174	0	6.0		1.0	1061.0	950.0		6.0		1.0							2.0	1.0		2.0				1.0	3.0			2.0								2.0	2.0	1.0		2.0	1.0				1.0	1.0	105.0		4.0				1.0				2.0						2.0	2.0	
NC_071999.2	-3::NC_071999.2:459-6954	6495	False	0.5181	0	1.0		2.0	1059.0	946.0			1.0	1.0							2.0	2.0		2.0				2.0	4.0			3.0				1.0				4.0	2.0	1.0		4.0	1.0				1.0	1.0	108.0	1.0	4.0		1.0		1.0				2.0					1.0	2.0	2.0	3.0
NC_071999.2	2::NC_071999.2:460-6859	6399	False	0.5173	0	1052.0		1.0	1.0			947.0				1.0								3.0			1.0				1.0	4.0		1.0				2.0			2.0			2.0					1.0		2.0	107.0				1.0										2.0	2.0		
NC_071999.2	-1::NC_071999.2:473-6128	5655	False	0.5003	0		941.0	943.0						1.0																																																							
NC_071999.2	2::NC_071999.2:4075750-4081504	5754	False	0.4067	1	5.0		6.0	26.0	2.0	3.0	16.0	3.0	17.0	18.0	39.0	27.0		9.0		1.0	2.0	9.0	52.0	241.0		9.0	227.0	1.0	1.0		33.0	17.0		21.0	7.0	3.0		2.0	228.0	17.0	6.0	4.0	245.0	267.0	66.0	3.0	25.0	13.0	18.0	93.0	11.0	6.0	24.0	29.0	7.0	10.0	4.0	1.0	17.0	4.0	1.0	4.0	13.0	1.0	4.0			
NC_071999.2	2::NC_071999.2:4111468-4118212	6744	False	0.4038	0	6.0		7.0	20.0	9.0	1.0	13.0	8.0	15.0	19.0	11.0	27.0		14.0				26.0	71.0	267.0		8.0	257.0		1.0	2.0	40.0	17.0		23.0	5.0	7.0		3.0	265.0	18.0	6.0	6.0	296.0	327.0	83.0	4.0	28.0	9.0	21.0	127.0	21.0	5.0	31.0	38.0	10.0	7.0	2.0	1.0	22.0	4.0	1.0	4.0	29.0	3.0	3.0			
NC_071999.2	-2::NC_071999.2:4443604-4448659	5055	False	0.4014	0	1.0	13.0			22.0	18.0		13.0	7.0	19.0	16.0	22.0	211.0	13.0	75.0	8.0	1.0		6.0	20.0	8.0	208.0	3.0	211.0	247.0	1.0	1.0	6.0	6.0	223.0	12.0	49.0	2.0	14.0		6.0	54.0	5.0		1.0	4.0	1.0	12.0	2.0	1.0			4.0		3.0		3.0	9.0	3.0	4.0	3.0	5.0		17.0	24.0	3.0	23.0	15.0	27.0
NC_071999.2	3::NC_071999.2:6537518-6542900	5382	False	0.4064	0	6.0		6.0	19.0	3.0	2.0	22.0	4.0	13.0	13.0	17.0	14.0		8.0	1.0		2.0	5.0	47.0	218.0		1.0	222.0	1.0	2.0	1.0	24.0	15.0		22.0	4.0	5.0		3.0	212.0	13.0	2.0	5.0	244.0	277.0	71.0	7.0	22.0	11.0	14.0	76.0	14.0	7.0	29.0	28.0	7.0	6.0	2.0	2.0	22.0	3.0		1.0	12.0	4.0	1.0	1.0	1.0	
NC_071999.2	3::NC_071999.2:7281155-7287335	6180	False	0.4008	0	8.0		15.0	25.0	5.0	2.0	13.0	7.0	14.0	18.0	19.0	9.0		13.0			1.0	14.0	49.0	279.0		7.0	252.0		1.0		38.0	13.0		26.0	3.0	8.0	1.0	1.0	231.0	26.0	6.0	6.0	270.0	291.0	72.0	2.0	29.0	15.0	16.0	94.0	20.0	5.0	31.0	28.0	6.0	6.0	9.0	2.0	19.0	9.0		4.0	12.0	3.0	2.0	2.0	3.0	
NC_071999.2	-3::NC_071999.2:7815948-7821054	5106	False	0.4107	0		15.0			15.0	7.0		11.0	9.0	15.0	11.0	15.0	234.0	9.0	92.0	10.0			6.0	21.0	10.0	184.0	9.0	212.0	243.0	3.0	1.0	9.0	10.0	212.0	18.0	40.0	1.0	17.0		5.0	56.0	6.0		1.0	9.0		13.0	11.0	4.0			5.0		5.0		3.0	4.0	3.0	14.0	1.0	2.0		19.0	34.0	8.0	23.0	9.0	28.0
NC_071999.2	-2::NC_071999.2:8204830-8209948	5118	False	0.4007	0	1.0	13.0			28.0	14.0		8.0	7.0	15.0	16.0	21.0	223.0	20.0	74.0	10.0			6.0	17.0	10.0	213.0	3.0	195.0	269.0	1.0	1.0	2.0	6.0	204.0	19.0	47.0		13.0	1.0	1.0	62.0	2.0		1.0	4.0	3.0	16.0	7.0			1.0	4.0		6.0		7.0	10.0	3.0	19.0	4.0	3.0		14.0	25.0	6.0	21.0	4.0	26.0
NC_071999.2	2::NC_071999.2:8231038-8237893	6855	False	0.3947	0	10.0		10.0	25.0	1.0		24.0	3.0	16.0	23.0	29.0	28.0	1.0	12.0	1.0		3.0	26.0	46.0	307.0		11.0	281.0		3.0	1.0	34.0	21.0		36.0	6.0	7.0	1.0	5.0	272.0	35.0	8.0	5.0	275.0	331.0	78.0	3.0	24.0	13.0	21.0	98.0	7.0	5.0	39.0	26.0	10.0	6.0	3.0	1.0	27.0	4.0		4.0	14.0	2.0		1.0	2.0	
NC_071999.2	-2::NC_071999.2:9365059-9370330	5271	False	0.4005	0	3.0	14.0		1.0	23.0	14.0		11.0	6.0	13.0	16.0	25.0	233.0	17.0	73.0	10.0	2.0		7.0	10.0	12.0	222.0	6.0	197.0	258.0	2.0	2.0	6.0	5.0	232.0	24.0	38.0	5.0	16.0		4.0	70.0	6.0		3.0	6.0	3.0	21.0	2.0	4.0			4.0		4.0		5.0	5.0	5.0	8.0	3.0	3.0		9.0	26.0	4.0	23.0	12.0	24.0
NC_071999.2	2::NC_071999.2:10344667-10350268	5601	False	0.3971	0	15.0		8.0	22.0	7.0	1.0	12.0	6.0	15.0	22.0	24.0	21.0		14.0	1.0		4.0	25.0	52.0	246.0		4.0	231.0		2.0		29.0	19.0		22.0	5.0	4.0		2.0	217.0	23.0	9.0	2.0	240.0	239.0	59.0	3.0	24.0	14.0	15.0	76.0	10.0	4.0	27.0	30.0	10.0	4.0	3.0	3.0	16.0	5.0	2.0	2.0	14.0	1.0	1.0		1.0	
NC_071999.2	-1::NC_071999.2:10545434-10551785	6351	False	0.4066	0	1.0	14.0		3.0	45.0	12.0		7.0	6.0	26.0	19.0	38.0	273.0	13.0	95.0	11.0	1.0		9.0	18.0	12.0	269.0	13.0	250.0	304.0	1.0	1.0	5.0	8.0	239.0	14.0	60.0	1.0	17.0		1.0	85.0	4.0		1.0	10.0	2.0	40.0	4.0	2.0			3.0		4.0		4.0	6.0	4.0	26.0	2.0	4.0		24.0	43.0	6.0	19.0	8.0	30.0
NC_071999.2	-2::NC_071999.2:10547200-10553164	5964	False	0.4004	0	3.0	14.0			25.0	4.0		10.0	12.0	34.0	25.0	24.0	276.0	18.0	82.0	12.0			7.0	30.0	9.0	266.0	8.0	234.0	278.0		2.0	3.0	6.0	263.0	22.0	48.0	5.0	13.0	1.0	1.0	64.0	4.0			14.0		17.0	4.0	5.0	1.0	1.0	6.0		6.0		1.0	2.0	4.0	9.0	2.0	2.0		21.0	24.0	9.0	19.0	10.0	28.0
NC_071999.2	-1::NC_071999.2:11319323-11325440	6117	False	0.4568	0		10.0			14.0	35.0		18.0	5.0	20.0	21.0	38.0	283.0	9.0	154.0	151.0	2.0		3.0	23.0	31.0	149.0	6.0	249.0	194.0	5.0		14.0	15.0	180.0	123.0	35.0	3.0	32.0	1.0	2.0	30.0	4.0		1.0	3.0	1.0	8.0	2.0	4.0			9.0		10.0	1.0	15.0	5.0	10.0		2.0	1.0		4.0	26.0	14.0	17.0	6.0	41.0
NC_071999.2	-2::NC_071999.2:11657671-11663296	5625	False	0.3941	0	1.0	15.0		1.0	29.0	12.0		6.0	8.0	22.0	23.0	23.0	245.0	19.0	76.0	8.0			8.0	27.0	21.0	232.0	3.0	210.0	278.0	1.0	2.0	2.0	5.0	254.0	16.0	39.0	3.0	17.0	1.0	1.0	71.0	4.0			6.0	2.0	18.0	7.0	1.0	1.0		4.0		1.0	1.0	4.0	5.0	3.0	13.0	3.0	1.0		14.0	38.0	10.0	23.0	8.0	29.0
NC_071999.2	-1::NC_071999.2:11677166-11682986	5820	False	0.3916	0		23.0		1.0	29.0	14.0		21.0	7.0	15.0	19.0	25.0	255.0	21.0	77.0	10.0			9.0	19.0	11.0	244.0	7.0	236.0	260.0	1.0	1.0	5.0	10.0	269.0	16.0	45.0	2.0	20.0	1.0	1.0	81.0	3.0		1.0	6.0	2.0	15.0	4.0				8.0		9.0		4.0	3.0		6.0	1.0	4.0		14.0	41.0	6.0	22.0	7.0	29.0
NC_071999.2	-1::NC_071999.2:11752880-11759885	7005	False	0.3917	0	2.0	17.0			20.0	17.0		14.0	12.0	26.0	26.0	18.0	289.0	13.0	102.0	13.0	3.0		10.0	37.0	16.0	282.0	4.0	289.0	348.0	1.0	2.0	3.0	7.0	322.0	26.0	76.0	2.0	26.0	1.0	1.0	91.0	3.0	1.0	5.0	6.0		16.0	1.0	1.0			3.0		8.0		4.0	3.0	5.0	9.0	3.0	6.0		21.0	37.0	8.0	36.0	9.0	34.0
NC_071999.2	1::NC_071999.2:12512622-12517656	5034	False	0.4668	0	12.0		16.0	20.0	7.0	3.0	28.0	4.0	10.0	20.0	30.0	8.0	1.0	8.0	2.0		2.0	12.0	22.0	128.0		3.0	117.0	3.0	3.0	1.0	32.0	112.0	1.0	21.0	9.0	4.0	1.0	3.0	195.0	35.0	2.0	5.0	227.0	146.0	14.0	2.0	28.0	23.0	26.0	111.0	112.0	18.0	21.0	12.0	10.0	13.0	3.0		8.0	12.0	3.0	5.0	1.0		1.0		2.0	
NC_071999.2	1::NC_071999.2:12978603-12983652	5049	False	0.3945	0	2.0		4.0	25.0	3.0	2.0	11.0	6.0	24.0	18.0	24.0	23.0		7.0	1.0			11.0	33.0	236.0		3.0	222.0		2.0		25.0	15.0		22.0	10.0	5.0		1.0	191.0	18.0	3.0	4.0	223.0	225.0	60.0	4.0	29.0	12.0	14.0	56.0	9.0	3.0	22.0	20.0	10.0	7.0	1.0		15.0	4.0	2.0	7.0	8.0				1.0	
NC_071999.2	3::NC_071999.2:12985634-12990683	5049	False	0.3937	0	2.0		4.0	25.0	3.0	2.0	11.0	6.0	24.0	18.0	24.0	24.0		7.0	1.0			11.0	32.0	238.0		3.0	222.0		2.0		25.0	15.0		22.0	10.0	5.0		1.0	192.0	18.0	3.0	3.0	221.0	225.0	60.0	4.0	29.0	12.0	14.0	56.0	8.0	3.0	23.0	20.0	10.0	7.0	1.0		15.0	4.0	2.0	7.0	8.0				1.0	
NC_071999.2	3::NC_071999.2:12993143-12998456	5313	False	0.3971	0	5.0		3.0	25.0	4.0	1.0	14.0	2.0	25.0	17.0	21.0	30.0		13.0	3.0			14.0	32.0	232.0		9.0	223.0	1.0	2.0	1.0	20.0	18.0		28.0	4.0	5.0		2.0	201.0	21.0		7.0	235.0	250.0	61.0	3.0	29.0	7.0	14.0	67.0	6.0	2.0	26.0	16.0	8.0	8.0	2.0	1.0	20.0	8.0		5.0	19.0		1.0			
NC_071999.2	3::NC_071999.2:13307948-13313003	5055	False	0.4034	0	5.0		10.0	19.0	7.0	4.0	9.0	7.0	20.0	14.0	16.0	20.0	1.0	10.0	1.0		3.0	15.0	37.0	206.0		7.0	184.0		3.0	1.0	38.0	18.0	1.0	21.0	5.0	4.0		2.0	189.0	17.0	2.0	6.0	219.0	246.0	62.0	2.0	24.0	8.0	16.0	76.0	9.0	1.0	27.0	24.0	11.0	3.0	5.0	3.0	22.0	5.0		2.0	14.0	2.0		1.0	1.0	
NC_071999.2	2::NC_071999.2:13311733-13317013	5280	False	0.3934	0	8.0		6.0	19.0	4.0	1.0	9.0	5.0	21.0	24.0	13.0	16.0		6.0			2.0	15.0	34.0	251.0		11.0	210.0	2.0	2.0		28.0	14.0		22.0	1.0	2.0		4.0	206.0	8.0	7.0	3.0	228.0	262.0	52.0	4.0	36.0	16.0	18.0	81.0	8.0	1.0	25.0	31.0	7.0	10.0	3.0	1.0	12.0	1.0		2.0	8.0					
NC_071999.2	1::NC_071999.2:15250425-15255480	5055	False	0.4164	0	5.0		12.0	16.0	7.0	1.0	10.0	8.0	7.0	24.0	13.0	17.0	1.0	3.0	2.0		3.0	13.0	33.0	206.0		7.0	196.0		2.0		35.0	16.0		18.0	6.0	11.0	1.0	3.0	202.0	9.0	9.0	6.0	247.0	222.0	48.0	1.0	29.0	7.0	16.0	67.0	12.0	3.0	17.0	38.0	9.0	3.0	5.0		28.0	1.0	1.0	2.0	15.0	6.0	5.0	1.0		
NC_071999.2	2::NC_071999.2:16608388-16613719	5331	False	0.4033	0	8.0		11.0	21.0	1.0	3.0	6.0	3.0	19.0	11.0	15.0	17.0	2.0	13.0			2.0	15.0	44.0	211.0		10.0	229.0		2.0		34.0	13.0		24.0	3.0	9.0	1.0	2.0	199.0	16.0	9.0	7.0	249.0	247.0	60.0	3.0	19.0	13.0	18.0	71.0	9.0	5.0	27.0	24.0	7.0	3.0	10.0		16.0	2.0	1.0		30.0	1.0		2.0		
NC_071999.2	-3::NC_071999.2:120571836-120579507	7671	False	0.5036	0																					1273.0								1.0				26.0																	5.0											1247.0	5.0		
NC_071999.2	2::NC_071999.2:120571837-120579508	7671	False	0.5035	0																	26.0	5.0											5.0																					1247.0											1.0	1273.0		
NC_071999.2	-2::NC_071999.2:120571843-120579484	7641	False	0.5036	0																	26.0												1.0																					1247.0												1273.0		
NC_071999.2	3::NC_071999.2:120571844-120579485	7641	False	0.5035	0							26.0											1247.0											1273.0																																1.0			
NC_072002.2	-3::NC_072002.2:565-9451	8886	False	0.5152	0	1.0	7.0	6.0	1338.0	1469.0														1.0																1.0									2.0		2.0					135.0													
NC_072002.2	3::NC_072002.2:566-9557	8991	False	0.5136	0	1471.0			7.0	7.0	2.0	1337.0		1.0	1.0			1.0				1.0	1.0	1.0				1.0	1.0	1.0		2.0	1.0	1.0	1.0		6.0				1.0	1.0		3.0		2.0		1.0			1.0	2.0	2.0		1.0			135.0						1.0		2.0	1.0		
NC_072002.2	-1::NC_072002.2:606-9435	8829	False	0.5153	0	1.0	1336.0	1471.0					2.0																	133.0																																							
NC_072002.2	2::NC_072002.2:607-9466	8859	False	0.5152	0				1338.0	1469.0						1.0							1.0	1.0					1.0				1.0			1.0				1.0									2.0		2.0					135.0													
NC_072002.2	-2::NC_072002.2:5601152-5606399	5247	False	0.4059	0	1.0	12.0		1.0	30.0	19.0		15.0	11.0	18.0	16.0	21.0	249.0	15.0	69.0	8.0	1.0		4.0	26.0	21.0	198.0	5.0	197.0	239.0		3.0	6.0	10.0	213.0	12.0	47.0	1.0	13.0		3.0	61.0	2.0	1.0	1.0	7.0		15.0	3.0	2.0			7.0		3.0		1.0		2.0	18.0	1.0	5.0	1.0	28.0	41.0	11.0	26.0	9.0	20.0
NC_072002.2	1::NC_072002.2:5767902-5773020	5118	False	0.3933	0	3.0		8.0	22.0	2.0	3.0	11.0	7.0	14.0	12.0	13.0	18.0	1.0	15.0			2.0	18.0	33.0	200.0		13.0	229.0	3.0	2.0	1.0	22.0	22.0		16.0	6.0	9.0	2.0	4.0	175.0	13.0	7.0	3.0	206.0	266.0	72.0	3.0	29.0	14.0	20.0	76.0	11.0		28.0	21.0	7.0	3.0	3.0		9.0	5.0		4.0	13.0	5.0		1.0	1.0	
NC_072002.2	3::NC_072002.2:6494396-6499670	5274	False	0.4024	0	7.0		5.0	11.0	1.0		9.0	3.0	17.0	21.0	21.0	29.0		5.0			1.0	9.0	42.0	214.0		11.0	237.0		1.0		33.0	17.0		23.0	4.0	8.0		3.0	208.0	8.0	9.0	3.0	252.0	246.0	66.0	2.0	28.0	6.0	16.0	66.0	8.0	2.0	27.0	21.0	7.0	4.0	2.0	1.0	20.0	1.0	1.0	3.0	14.0	1.0	1.0	3.0		
NC_072002.2	-1::NC_072002.2:6745179-6750525	5346	False	0.3885	1	2.0	16.0			19.0	16.0		10.0	16.0	20.0	20.0	20.0	222.0	16.0	65.0	4.0			6.0	20.0	8.0	225.0	4.0	209.0	259.0	2.0		3.0	12.0	256.0	13.0	48.0		19.0	1.0		54.0	4.0		3.0	2.0	1.0	18.0	5.0	1.0			3.0		9.0		4.0	7.0	3.0	3.0	1.0			19.0	26.0	8.0	30.0	10.0	40.0
NC_072002.2	-2::NC_072002.2:6759635-6764750	5115	False	0.4	0	1.0	21.0			22.0	22.0		4.0	8.0	15.0	15.0	24.0	209.0	15.0	93.0	18.0			3.0	10.0	10.0	190.0	8.0	208.0	235.0	2.0	4.0	4.0	10.0	226.0	11.0	55.0	1.0	18.0	1.0	5.0	71.0	2.0	1.0		5.0	1.0	18.0	9.0	2.0	1.0	1.0	1.0		4.0	1.0	5.0	2.0	7.0	8.0	4.0	6.0		10.0	24.0	3.0	18.0	8.0	25.0
NC_072002.2	-2::NC_072002.2:7664381-7670933	6552	False	0.4118	0	7.0	16.0		3.0	55.0	19.0		6.0	7.0	18.0	28.0	29.0	277.0	12.0	109.0	11.0			9.0	18.0	13.0	243.0	9.0	246.0	317.0	8.0	4.0	11.0	8.0	242.0	31.0	63.0	2.0	35.0		1.0	75.0	1.0		1.0	12.0		28.0	1.0	2.0	1.0		11.0		3.0		4.0	3.0	4.0	20.0	1.0	8.0	3.0	28.0	47.0	7.0	28.0	12.0	27.0
NC_072002.2	1::NC_072002.2:9048492-9053685	5193	False	0.4065	0	9.0		10.0	23.0	2.0	7.0	11.0	1.0	26.0	20.0	22.0	9.0		12.0				21.0	35.0	214.0		10.0	188.0		1.0		50.0	12.0		18.0	3.0	6.0		2.0	211.0	12.0	8.0	6.0	218.0	251.0	65.0	1.0	12.0	11.0	16.0	76.0	14.0	4.0	19.0	22.0	6.0	3.0		2.0	30.0	2.0	3.0	5.0	22.0					
NC_072002.2	-1::NC_072002.2:9194865-9200337	5472	False	0.4105	0		10.0			25.0	20.0		10.0	7.0	18.0	23.0	20.0	257.0	12.0	92.0	10.0			8.0	14.0	13.0	235.0	7.0	211.0	249.0	1.0		4.0	14.0	245.0	14.0	40.0	4.0	13.0		1.0	65.0			1.0	6.0	2.0	17.0	4.0	1.0	3.0		1.0		4.0		2.0	4.0	3.0	13.0	3.0	1.0		16.0	27.0	11.0	22.0	13.0	28.0
NC_072002.2	-2::NC_072002.2:9226934-9234503	7569	False	0.392	0	2.0	24.0			32.0	25.0		14.0	15.0	27.0	30.0	26.0	329.0	23.0	95.0	12.0	1.0		18.0	26.0	13.0	320.0	11.0	305.0	335.0	2.0	1.0	8.0	15.0	349.0	12.0	86.0	1.0	29.0		2.0	70.0	3.0	1.0	4.0	6.0	1.0	28.0	8.0				6.0		5.0	2.0	6.0	5.0	4.0	3.0	2.0	7.0	1.0	23.0	43.0	10.0	33.0	16.0	48.0
NC_072002.2	-3::NC_072002.2:11165248-11171137	5889	False	0.4084	0		18.0			29.0	10.0		12.0	7.0	13.0	19.0	20.0	243.0	19.0	116.0	13.0			8.0	21.0	11.0	206.0	5.0	249.0	304.0	3.0	2.0	9.0	10.0	248.0	15.0	39.0	4.0	16.0	1.0	2.0	73.0	4.0			5.0	1.0	16.0	11.0	4.0	1.0	1.0	4.0		8.0		3.0	6.0	4.0	16.0	1.0	6.0		18.0	41.0	6.0	23.0	8.0	31.0
NC_072002.2	-3::NC_072002.2:11227525-11232715	5190	False	0.3988	0		13.0			13.0	16.0		7.0	6.0	14.0	15.0	32.0	236.0	12.0	77.0	7.0			3.0	18.0	11.0	203.0	7.0	194.0	242.0	4.0	3.0	2.0	7.0	235.0	18.0	54.0		18.0	1.0	2.0	70.0	1.0	1.0	3.0	4.0	1.0	18.0	6.0	3.0	1.0		4.0		6.0		5.0	6.0	3.0	11.0	2.0	3.0		32.0	24.0	5.0	28.0	6.0	17.0
NC_072002.2	1::NC_072002.2:11434464-11440752	6288	False	0.454	1	19.0		14.0	24.0	5.0	4.0	34.0	1.0	12.0	19.0	30.0	10.0		6.0			11.0	12.0	40.0	171.0		4.0	172.0	2.0	3.0		23.0	154.0		26.0	7.0	9.0	2.0	5.0	245.0	41.0	6.0	6.0	273.0	193.0	26.0	2.0	27.0	22.0	35.0	151.0	147.0	13.0	39.0	7.0	8.0	14.0	4.0	2.0	4.0	4.0	1.0	6.0	1.0					
NC_072002.2	3::NC_072002.2:12149981-12155729	5748	False	0.3996	0	9.0		10.0	21.0	4.0	1.0	15.0	4.0	22.0	28.0	24.0	16.0	1.0	12.0	3.0		1.0	18.0	47.0	245.0		7.0	209.0		3.0	1.0	35.0	18.0		19.0	5.0	13.0	1.0	1.0	210.0	13.0	7.0	4.0	229.0	277.0	69.0	7.0	25.0	11.0	24.0	94.0	9.0	4.0	39.0	35.0	16.0	5.0	3.0	1.0	20.0	3.0		1.0	16.0		1.0			
NC_072002.2	1::NC_072002.2:12162258-12168738	6480	False	0.4031	0	14.0		5.0	21.0	5.0	5.0	14.0	6.0	24.0	25.0	20.0	19.0		16.0	3.0		1.0	16.0	46.0	270.0		7.0	267.0				40.0	27.0	1.0	18.0	5.0	9.0	2.0	3.0	247.0	23.0	11.0	8.0	285.0	318.0	73.0	5.0	23.0	13.0	27.0	96.0	9.0	4.0	22.0	32.0	18.0	6.0	5.0		28.0	4.0		2.0	7.0	3.0	2.0			
NC_072002.2	2::NC_072002.2:13235851-13241437	5586	False	0.3946	0	4.0		8.0	21.0	4.0	2.0	17.0	5.0	22.0	16.0	19.0	15.0		11.0	1.0		2.0	15.0	36.0	251.0		4.0	243.0	1.0	1.0	1.0	22.0	22.0		21.0	7.0	10.0		3.0	197.0	18.0	4.0	6.0	249.0	290.0	69.0		19.0	10.0	15.0	76.0	10.0	5.0	27.0	20.0	9.0	1.0	3.0	3.0	17.0	7.0	2.0	10.0	9.0		1.0	1.0		
NC_072002.2	3::NC_072002.2:13262189-13269656	7467	False	0.396	1	10.0		13.0	34.0	8.0	2.0	16.0	5.0	13.0	18.0	24.0	26.0		10.0		1.0	1.0	24.0	67.0	341.0		7.0	312.0	1.0	2.0		45.0	25.0		22.0	5.0	8.0		3.0	318.0	23.0	8.0	8.0	295.0	357.0	80.0	6.0	31.0	20.0	32.0	96.0	10.0	4.0	46.0	29.0	9.0	6.0	2.0	1.0	28.0	8.0	1.0	3.0	21.0	2.0		1.0	1.0	
NC_072002.2	-3::NC_072002.2:13487734-13494382	6648	False	0.4782	0		9.0		3.0	5.0	40.0		24.0	8.0	24.0	26.0	35.0	309.0	6.0	161.0	177.0	3.0		6.0	29.0	26.0	161.0	6.0	291.0	181.0	10.0	3.0	10.0	20.0	159.0	175.0	24.0	4.0	12.0	7.0	1.0	22.0	5.0	1.0	4.0	8.0		13.0	2.0	3.0	3.0	1.0	23.0		8.0	1.0	16.0	8.0	17.0		5.0	3.0	3.0	4.0	34.0	17.0	25.0	3.0	32.0
NC_072002.2	-1::NC_072002.2:95454429-95459604	5175	False	0.5136	1			1.0	1.0	1.0	1.0		2.0		1.0		1.0	2.0		3.0	5.0	2.0		2.0	1.0	774.0	2.0		6.0	3.0	1.0	2.0	1.0	11.0		1.0		1.0	1.0		1.0	3.0	1.0				1.0					1.0	4.0				50.0			2.0	4.0		1.0	1.0	3.0	819.0	3.0		5.0
NC_072002.2	2::NC_072002.2:95454604-95459605	5001	False	0.5117	0					1.0			1.0		1.0		1.0		1.0	1.0	1.0								2.0	1.0	1.0			2.0		1.0		2.0				2.0										2.0	1.0	1.0	770.0				1.0		46.0		1.0			6.0	821.0		
NC_072002.2	3::NC_072002.2:95454650-95459708	5058	False	0.5109	0	1.0									1.0					2.0			768.0	1.0			1.0		1.0					821.0					6.0		1.0													46.0	17.0		2.0									1.0	17.0		
NC_072002.2	-3::NC_072002.2:95454655-95459707	5052	False	0.5109	0								1.0		1.0					1.0						17.0								1.0		1.0		1.0				1.0										1.0			769.0				1.0		46.0					23.0	820.0		
NC_072009.2	-3::NC_072009.2:1203-6705	5502	False	0.5035	0	2.0	838.0	856.0	59.0	58.0																17.0											1.0													1.0	1.0							1.0											
NC_072009.2	2::NC_072009.2:1204-6706	5502	False	0.5036	0	60.0		2.0	856.0	839.0		59.0																		1.0	17.0																																						
