clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGC	codon_CTA	codon_GCC	codon_AGG	codon_AGT	codon_GGG	codon_TAG	codon_GAG	codon_TGG	codon_TGT	codon_CAT	codon_TTT	codon_GCT	codon_CTG	codon_GAA	codon_CTC	codon_TTC	codon_AAG	codon_CTT	codon_GAC	codon_GAT	codon_GGT	codon_GTA	codon_ATG	codon_GTG	codon_ATA	codon_TGA	codon_CGA	codon_CAG	codon_GTT	codon_TGC	codon_AAT	codon_ACG	codon_ACA	codon_TTG	codon_GGA	codon_TAT	codon_ATT	codon_ATC	codon_TCT	codon_CGG	codon_CAA	codon_CGT	codon_ACT	codon_CCA	codon_GTC	codon_TCG	codon_TAC	codon_GCG	codon_GGC	codon_CGC	codon_GCA	codon_CAC	codon_TCC	codon_CCG	codon_TCA	codon_AAA	codon_AGA	codon_TTA
NC_072381.2	-2::NC_072381.2:137690870-137701595	10725	False	0.5552	0	6.0		1.0	1.0	2.0	3.0		2.0	8.0	1.0	42.0		3.0	1.0	3.0	1.0		2.0	4.0		3.0	2.0	3.0	1.0	2.0	1.0	1.0	1.0	1082.0	1314.0	5.0			2.0		1.0		226.0	3.0	2.0	4.0		2.0	469.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0		1.0	351.0			6.0		1.0			1.0	1.0	
NC_072381.2	2::NC_072381.2:137690992-137701819	10827	False	0.5534	0				1.0	1.0	1.0		3.0	1.0	8.0	42.0		3.0	5.0	1.0	12.0	1.0	7.0	2.0	1.0			2.0	2.0	4.0	1547.0	1085.0	1.0	9.0	10.0	1.0			3.0	3.0		11.0		3.0		1.0			3.0	1.0		2.0	233.0			2.0		2.0		358.0	2.0	1.0	227.0	1.0		3.0		2.0	1.0
NC_072381.2	-3::NC_072381.2:137691013-137701645	10632	False	0.5546	0					1.0					7.0	42.0		2.0	2.0	1.0	12.0		7.0		1.0			2.0	1.0	3.0	1539.0	1079.0		3.0	4.0				2.0	1.0		10.0		1.0					1.0	1.0		2.0	233.0			1.0				357.0	2.0		226.0	1.0					
NC_072381.2	-2::NC_072381.2:139192589-139202909	10320	False	0.5065	0									1511.0		66.0	206.0		1.0			1.0										144.0	3.0							1508.0																													
NC_072381.2	1::NC_072381.2:139192782-139202910	10128	False	0.5062	0									179.0		1508.0						1.0										64.0	2.0							115.0																													1507.0
NC_072381.2	-3::NC_072381.2:139193692-139202737	9045	False	0.5002	0											1.0	1507.0															1507.0																																					
NC_072381.2	3::NC_072381.2:139193693-139202738	9045	False	0.5001	0									1507.0																		1.0								1507.0																													
NC_072391.2	-2::NC_072391.2:10915-20746	9831	False	0.5147	1	2.0	505.0	648.0	991.0	989.0															140.0																																	1.0									1.0		
NC_072391.2	3::NC_072391.2:10916-20747	9831	False	0.5148	1	990.0		4.0	506.0	646.0		991.0																																																					140.0				
NC_072391.2	-3::NC_072391.2:5548707-5558754	10047	False	0.76	2	120.0	121.0	366.0	123.0	1.0	1.0		1.0	123.0		726.0	1.0	122.0	3.0	1.0	1.0		121.0	125.0	1.0	122.0	1.0		1.0	1.0	3.0	1.0	1.0	1.0	6.0	3.0	1.0	121.0	121.0	1.0	122.0	1.0	2.0	1.0		4.0	1.0	2.0	4.0	123.0	1.0		1.0	2.0	2.0	1.0	2.0	1.0	1.0	123.0	123.0	122.0	3.0	123.0	121.0		1.0	121.0	
NC_072391.2	3::NC_072391.2:5548805-5558828	10023	False	0.7614	2			245.0	244.0		1.0	121.0	363.0	243.0	2.0	364.0		2.0	126.0		1.0		3.0	4.0		122.0	2.0	121.0	1.0	1.0	3.0	3.0	1.0	1.0	124.0	1.0			123.0	1.0	3.0	1.0				1.0	2.0	1.0	1.0	1.0	122.0	1.0	4.0	1.0	1.0	123.0	121.0	1.0	122.0	242.0	1.0		120.0	2.0	4.0	121.0	1.0	121.0	
NC_072391.2	2::NC_072391.2:5548816-5558665	9849	False	0.7641	2	1.0		362.0	121.0		241.0		122.0			604.0		243.0		2.0			122.0	122.0		242.0	1.0	121.0			1.0	240.0						1.0			121.0			1.0		1.0	1.0	1.0		1.0		121.0			121.0		1.0		123.0	1.0	121.0	1.0		1.0		121.0			
NC_072391.2	-3::NC_072391.2:5582139-5593644	11505	False	0.7608	2	138.0	139.0	421.0	141.0	1.0	1.0		1.0	141.0		834.0	1.0	140.0	3.0	1.0	1.0		139.0	143.0	1.0	140.0	1.0		1.0	1.0	3.0	2.0	1.0	1.0	6.0	3.0	1.0	139.0	139.0		140.0	1.0	2.0	1.0		4.0	1.0	2.0	4.0	141.0	1.0		1.0	2.0	2.0	1.0	2.0	1.0	1.0	141.0	141.0	140.0	3.0	141.0	138.0		1.0	139.0	
NC_072391.2	3::NC_072391.2:5582237-5593718	11481	False	0.762	2			282.0	280.0		1.0	139.0	416.0	279.0	2.0	419.0		2.0	144.0		1.0		3.0	4.0		140.0	2.0	139.0	1.0	1.0	3.0	2.0	1.0	1.0	142.0	1.0			141.0	1.0	3.0	1.0				1.0	2.0	1.0	1.0	1.0	140.0	1.0	4.0	1.0	1.0	141.0	139.0	1.0	140.0	278.0	1.0		138.0	2.0	4.0	139.0	1.0	139.0	
NC_072391.2	2::NC_072391.2:5582248-5593555	11307	False	0.7643	2	1.0		417.0	139.0		277.0		140.0			694.0		279.0		2.0			140.0	140.0		278.0	1.0	139.0			1.0	276.0						1.0			139.0			1.0		1.0	1.0	1.0		1.0		139.0			139.0		1.0		141.0	1.0	138.0	1.0		1.0		139.0			
NC_072391.2	-1::NC_072391.2:6084758-6090836	6078	False	0.7657	2	63.0	64.0	220.0	75.0	1.0	19.0		10.0	66.0		429.0		84.0	1.0				73.0	74.0		56.0		11.0		1.0	3.0	20.0	1.0	1.0	3.0	2.0	1.0	64.0	65.0		73.0	1.0	2.0			3.0		1.0	2.0	66.0		9.0		1.0	11.0			1.0	9.0	67.0	102.0	75.0	3.0	64.0	64.0		1.0	64.0	
NC_072391.2	2::NC_072391.2:6084856-6090076	5220	False	0.7695	2	1.0		128.0	98.0			64.0	192.0	128.0		193.0			64.0				1.0	1.0		64.0		64.0				1.0			64.0			1.0	65.0		1.0						1.0		1.0		65.0	1.0			1.0	63.0	64.0		63.0	128.0	1.0		63.0	1.0	29.0	64.0	1.0	64.0	
NC_072391.2	1::NC_072391.2:6084867-6090885	6018	False	0.7715	2	2.0		211.0	75.0		128.0	10.0	92.0	19.0		353.0		128.0	9.0	1.0			65.0	65.0		137.0		73.0			1.0	126.0			10.0			1.0	11.0		64.0			1.0						1.0	9.0	64.0			64.0	10.0	9.0		75.0	20.0	66.0	29.0	10.0	1.0	11.0	44.0		11.0	
NC_072391.2	3::NC_072391.2:6116519-6124562	8043	False	0.7651	2	1.0		233.0	164.0		72.0	63.0	225.0	127.0		369.0		72.0	63.0	1.0			36.0	36.0		135.0		99.0			1.0	70.0			64.0				63.0		35.0			1.0							63.0	36.0			36.0	63.0	63.0		101.0	127.0	36.0		64.0	1.0		98.0		63.0	
NC_072391.2	2::NC_072391.2:6119383-6125857	6474	False	0.7657	2	1.0		225.0	94.0		126.0	16.0	112.0	32.0		368.0		128.0	16.0				64.0	64.0		143.0		79.0				127.0			15.0			1.0	17.0		65.0									1.0	16.0	63.0			63.0	16.0	16.0		78.0	33.0	64.0	1.0	15.0	1.0	1.0	80.0		17.0	
NC_072391.2	-3::NC_072391.2:6119415-6124620	5205	False	0.766	2	64.0	63.0	192.0	64.0		2.0		3.0	63.0		384.0		64.0					64.0	65.0		66.0		1.0				2.0						64.0	63.0		64.0									63.0	1.0	1.0			1.0		1.0		1.0	63.0	64.0	63.0		63.0	63.0			63.0	
NC_072391.2	2::NC_072391.2:6665839-6671179	5340	False	0.7655	2	1.0		156.0	108.0		46.0	42.0	149.0	85.0		246.0		47.0	42.0				24.0	24.0		89.0		65.0				46.0			42.0			1.0	42.0		24.0									1.0	42.0	24.0			23.0	42.0	42.0		65.0	85.0	24.0	1.0	42.0	1.0	1.0	65.0		43.0	
NC_072391.2	2::NC_072391.2:6697861-6703069	5208	False	0.765	2	1.0		186.0	69.0		118.0	5.0	75.0	10.0		311.0		118.0	5.0	1.0			59.0	60.0		123.0		64.0			1.0	117.0			5.0			1.0	5.0		58.0			1.0							5.0	59.0			59.0	5.0	5.0		65.0	11.0	59.0		5.0	1.0		64.0		5.0	
NC_072391.2	1::NC_072391.2:6702588-6711516	8928	False	0.7621	2	1.0		225.0	213.0		11.0	102.0	310.0	206.0	3.0	338.0		13.0	107.0		1.0		8.0	9.0		114.0	2.0	107.0	1.0	1.0	3.0	11.0	1.0	1.0	104.0	1.0			104.0	1.0	9.0	1.0				1.0	1.0	1.0		2.0	102.0	5.0	4.0		5.0	105.0	102.0	1.0	109.0	205.0	7.0	1.0	101.0	2.0	4.0	107.0		103.0	
NC_072391.2	3::NC_072391.2:6702992-6711353	8361	False	0.7644	2	1.0		309.0	103.0		203.0		102.0	1.0		514.0		206.0		1.0			104.0	103.0		205.0	1.0	102.0				203.0						1.0	1.0		104.0					1.0	1.0	1.0		2.0		102.0			102.0		1.0		103.0	1.0	102.0	2.0		1.0	1.0	102.0		1.0	
NC_072391.2	-2::NC_072391.2:6703024-6711442	8418	False	0.7636	2	101.0	102.0	312.0	104.0		1.0		3.0	103.0		614.0	1.0	102.0	3.0	1.0	1.0		102.0	105.0	1.0	102.0			1.0			2.0			4.0	1.0		102.0	101.0		103.0			1.0		1.0	1.0	1.0	2.0	102.0	2.0		1.0	1.0	1.0	1.0	3.0		1.0	103.0	103.0	102.0	1.0	104.0	101.0			102.0	
NC_072391.2	-3::NC_072391.2:87411711-87417531	5820	False	0.5072	0									204.0		1.0	766.0						13.0									740.0								189.0																1.0				26.0									
NC_072391.2	2::NC_072391.2:87411712-87417532	5820	False	0.507	0							13.0		766.0		203.0							26.0									2.0	2.0							738.0										1.0																			189.0
NC_072389.2	3::NC_072389.2:3648314-3653789	5475	False	0.3947	0	5.0		13.0	21.0	5.0		7.0	3.0		3.0					2.0	220.0	63.0	1.0	3.0	2.0	18.0	271.0	1.0	40.0	1.0	5.0			2.0		10.0		1.0	5.0	16.0	11.0	22.0	7.0	84.0	9.0	1.0	14.0	240.0	12.0	17.0		14.0	9.0	15.0	213.0	4.0	9.0	33.0			2.0	25.0	75.0	241.0	8.0	21.0	7.0	4.0	10.0
NC_072389.2	3::NC_072389.2:3740723-3746075	5352	False	0.4081	1	8.0		12.0	24.0	4.0		8.0	1.0	1.0	2.0				1.0	7.0	226.0	42.0	1.0	5.0	2.0	9.0	261.0	2.0	34.0	2.0	3.0		3.0	9.0		11.0		3.0	5.0	24.0	29.0	19.0	16.0	62.0	22.0	1.0	20.0	220.0	9.0	9.0		18.0	11.0	22.0	198.0	7.0	5.0	17.0	1.0		3.0	32.0	70.0	234.0	14.0	19.0	3.0	4.0	9.0
NC_072389.2	3::NC_072389.2:4238186-4243217	5031	False	0.4065	0	5.0		3.0	20.0	5.0		11.0	3.0	2.0	4.0					7.0	203.0	38.0	2.0	2.0		8.0	243.0	3.0	34.0		8.0	2.0	2.0	8.0	1.0	6.0		5.0	5.0	22.0	19.0	17.0	19.0	76.0	18.0	1.0	15.0	202.0	8.0	14.0		13.0	21.0	15.0	185.0		2.0	14.0	1.0		6.0	16.0	70.0	241.0	10.0	16.0	7.0		19.0
NC_072389.2	3::NC_072389.2:4569896-4575446	5550	False	0.4023	0	6.0		10.0	22.0	4.0	2.0	8.0	3.0		8.0					2.0	226.0	37.0	4.0	4.0	2.0	9.0	272.0		22.0		4.0	2.0	2.0	6.0	1.0	16.0		3.0	9.0	20.0	29.0	21.0	7.0	69.0	18.0		9.0	251.0	16.0	14.0	1.0	20.0	15.0	18.0	236.0	4.0	5.0	16.0	1.0	2.0	1.0	20.0	85.0	234.0	5.0	23.0	12.0		14.0
NC_072389.2	-3::NC_072389.2:5199996-5205123	5127	False	0.4745	1		10.0			8.0	2.0			22.0	120.0	16.0	23.0	124.0	227.0	23.0	3.0	1.0	3.0	14.0	131.0		3.0	26.0		13.0	10.0	15.0	20.0	148.0	106.0	9.0	21.0	4.0	15.0	8.0	17.0	129.0	8.0	4.0	27.0	246.0	3.0	22.0	1.0		9.0	12.0	2.0	15.0		4.0	3.0	1.0	5.0	7.0		18.0	1.0				20.0	30.0	
NC_072389.2	1::NC_072389.2:6219777-6225312	5535	False	0.4618	0	8.0		9.0	20.0	13.0	1.0	17.0	6.0		8.0				1.0	4.0	142.0	39.0	6.0	18.0	1.0	143.0	169.0	2.0	19.0	1.0			2.0	2.0		7.0			12.0	10.0	19.0	18.0		16.0	7.0		8.0	152.0	11.0	40.0		29.0	14.0	143.0	241.0	7.0	4.0	26.0				15.0	134.0	244.0	14.0	32.0	4.0		7.0
NC_072389.2	-2::NC_072389.2:6451042-6457285	6243	False	0.3896	0		21.0			23.0	1.0			24.0	24.0	12.0	12.0	10.0	231.0	67.0	8.0	10.0	1.0	2.0	296.0		2.0	33.0	2.0	6.0	16.0	6.0	33.0	265.0	81.0	27.0	33.0	6.0	2.0	4.0	22.0	273.0	19.0	5.0	27.0	276.0	15.0	30.0	3.0	3.0	7.0	21.0	16.0	4.0	4.0		6.0	2.0	2.0	1.0		18.0		1.0			49.0	19.0	
NC_072389.2	2::NC_072389.2:6598930-6604111	5181	False	0.3941	0	8.0		8.0	26.0	5.0		16.0	3.0	1.0	2.0	1.0				5.0	204.0	46.0	2.0	1.0	4.0	8.0	255.0	1.0	36.0	1.0	5.0	1.0	3.0	5.0	1.0	12.0		5.0	1.0	13.0	15.0	18.0	10.0	62.0	15.0		22.0	235.0	9.0	9.0		30.0	18.0	10.0	205.0	4.0	5.0	15.0			2.0	25.0	68.0	228.0	4.0	16.0	5.0	2.0	16.0
NC_072389.2	3::NC_072389.2:7671533-7676597	5064	False	0.3993	0	4.0		9.0	17.0	2.0		7.0	1.0		4.0	1.0		1.0		9.0	204.0	26.0	1.0	2.0	6.0	11.0	239.0	1.0	25.0	2.0	5.0		1.0	6.0		15.0		3.0	2.0	25.0	13.0	28.0	22.0	76.0	18.0	2.0	15.0	206.0	9.0	19.0		20.0	26.0	14.0	181.0	2.0	5.0	19.0	1.0			15.0	57.0	242.0	8.0	34.0	4.0	3.0	20.0
NC_072389.2	-3::NC_072389.2:7825656-7830858	5202	False	0.4679	0	2.0	11.0		3.0	6.0	7.0		3.0	21.0	113.0	20.0	19.0	115.0	204.0	18.0	2.0	9.0	6.0	12.0	143.0	2.0	2.0	30.0	3.0	10.0	19.0	15.0	21.0	126.0	115.0	10.0	30.0	10.0	16.0	9.0	24.0	133.0	9.0	9.0	26.0	228.0	4.0	20.0	5.0	3.0	7.0	7.0	2.0	4.0	4.0	5.0	4.0	6.0	3.0	3.0	1.0	24.0	4.0	2.0			31.0	34.0	
NC_072389.2	-3::NC_072389.2:8230104-8235117	5013	False	0.396	0	2.0	20.0			22.0				26.0	23.0	7.0	12.0	8.0	181.0	69.0	8.0	6.0	1.0	3.0	245.0		2.0	40.0	2.0	1.0	9.0	8.0	18.0	200.0	68.0	17.0	29.0	6.0	3.0	8.0	16.0	201.0	10.0	3.0	14.0	213.0	9.0	22.0	6.0	4.0	13.0	19.0	10.0	5.0		2.0	5.0	3.0	4.0	2.0		16.0					42.0	8.0	
NC_072389.2	-3::NC_072389.2:8292384-8297730	5346	False	0.4098	0	1.0	11.0			23.0			1.0	28.0	17.0	8.0	12.0	21.0	197.0	70.0	7.0	7.0	2.0	2.0	257.0			32.0	2.0	3.0	9.0	6.0	14.0	210.0	73.0	16.0	16.0	3.0	5.0	3.0	23.0	234.0	23.0	5.0	22.0	247.0	9.0	9.0	1.0		10.0	21.0	16.0	2.0	1.0	3.0	4.0		1.0	3.0	2.0	28.0					41.0	21.0	
NC_072389.2	3::NC_072389.2:8919005-8924870	5865	False	0.3911	0	6.0		7.0	25.0	7.0		10.0	3.0		2.0	1.0		2.0		2.0	250.0	62.0	2.0	3.0	5.0	3.0	280.0		49.0	1.0	7.0		2.0	4.0	1.0	16.0		6.0	6.0	14.0	22.0	19.0	6.0	60.0	21.0	1.0	19.0	267.0	15.0	14.0	1.0	15.0	8.0	19.0	234.0	5.0	2.0	20.0			2.0	23.0	65.0	274.0	13.0	24.0	6.0	3.0	21.0
NC_072389.2	1::NC_072389.2:9790152-9795327	5175	False	0.3905	0	5.0		14.0	20.0	5.0		6.0		1.0	2.0					1.0	237.0	54.0	1.0	1.0		9.0	252.0		33.0	4.0	4.0		2.0	5.0		6.0		2.0	5.0	6.0	12.0	24.0	4.0	66.0	19.0		12.0	248.0	11.0	10.0		25.0	10.0	5.0	203.0	5.0	13.0	5.0				13.0	54.0	240.0	14.0	39.0	3.0		15.0
NC_072389.2	-2::NC_072389.2:10889008-10894711	5703	False	0.4012	0		13.0			27.0	2.0			36.0	15.0	9.0	5.0	12.0	233.0	77.0	8.0	6.0		7.0	271.0			23.0	1.0	8.0	7.0	5.0	24.0	198.0	109.0	15.0	28.0	5.0	2.0	9.0	17.0	245.0	32.0	8.0	27.0	227.0	10.0	28.0	8.0	4.0	9.0	18.0	13.0	2.0		2.0	2.0	3.0	4.0	1.0	1.0	7.0	1.0	1.0			65.0	11.0	
NC_072389.2	1::NC_072389.2:10942494-10947861	5367	False	0.4036	0	4.0		9.0	27.0	2.0	1.0	11.0	1.0	3.0	1.0			1.0	1.0	5.0	227.0	38.0		3.0	1.0	17.0	252.0	2.0	35.0	1.0	6.0	1.0	1.0	3.0	1.0	12.0		3.0	4.0	20.0	19.0	22.0	18.0	63.0	20.0	1.0	9.0	228.0	20.0	17.0	1.0	17.0	8.0	19.0	196.0	8.0	5.0	17.0	1.0	3.0	1.0	24.0	75.0	243.0	5.0	35.0	10.0	1.0	10.0
NC_072389.2	2::NC_072389.2:11108365-11114455	6090	False	0.4558	1	17.0		13.0	27.0	6.0		31.0	6.0		5.0				1.0	7.0	159.0	40.0	9.0	15.0	1.0	141.0	191.0		20.0	1.0			4.0	3.0		6.0		4.0	13.0	6.0	25.0	26.0	1.0	25.0	11.0		10.0	165.0	18.0	39.0		28.0	5.0	151.0	242.0	7.0	9.0	38.0	1.0	3.0	2.0	20.0	147.0	264.0	7.0	38.0	7.0	3.0	12.0
NC_072389.2	3::NC_072389.2:11913557-11919323	5766	False	0.4013	0	7.0		7.0	19.0	4.0	1.0	9.0	3.0		4.0					7.0	212.0	41.0	2.0	6.0		9.0	293.0		38.0	2.0	5.0	1.0	1.0	7.0	3.0	13.0		3.0	7.0	34.0	22.0	16.0	18.0	67.0	15.0	1.0	19.0	240.0	13.0	17.0		28.0	17.0	17.0	217.0	3.0	6.0	30.0		1.0	5.0	31.0	94.0	224.0	14.0	36.0	12.0	1.0	20.0
NC_072389.2	-2::NC_072389.2:12455230-12461404	6174	False	0.4057	0		10.0		4.0	34.0	1.0		1.0	22.0	17.0	10.0	22.0	6.0	264.0	60.0	6.0	7.0	1.0	6.0	299.0		1.0	53.0		4.0	19.0	11.0	21.0	225.0	106.0	17.0	22.0	2.0	3.0	3.0	17.0	261.0	28.0	6.0	16.0	268.0	12.0	27.0	4.0	6.0	9.0	10.0	18.0	4.0			1.0	3.0	6.0	1.0		24.0		1.0			60.0	19.0	
NC_072389.2	2::NC_072389.2:12920587-12926053	5466	False	0.4032	0	3.0		11.0	22.0	4.0		11.0	3.0	1.0	7.0					8.0	214.0	37.0		2.0		16.0	263.0	4.0	36.0		5.0	1.0	1.0	4.0	1.0	7.0		4.0	5.0	28.0	11.0	20.0	17.0	66.0	15.0		14.0	230.0	16.0	19.0		19.0	27.0	16.0	221.0	4.0	5.0	25.0	1.0		2.0	15.0	74.0	240.0	8.0	28.0	7.0	2.0	22.0
NC_072389.2	-1::NC_072389.2:14965460-14971598	6138	False	0.4101	0		12.0			32.0	3.0			28.0	13.0	8.0	16.0	12.0	263.0	68.0	8.0	12.0		4.0	312.0	1.0		52.0	1.0	8.0	9.0	4.0	19.0	223.0	116.0	16.0	28.0	3.0	7.0	5.0	19.0	259.0	19.0	2.0	24.0	260.0	9.0	22.0	8.0	3.0	8.0	16.0	18.0	9.0		2.0	4.0	3.0	5.0	4.0		15.0	2.0	1.0			38.0	13.0	
NC_072389.2	3::NC_072389.2:15113519-15119564	6045	False	0.4025	0	13.0		9.0	35.0	4.0		16.0		1.0	6.0					8.0	218.0	42.0	3.0	9.0	1.0	11.0	286.0		34.0	3.0	5.0	1.0	3.0	5.0	1.0	13.0		4.0	6.0	31.0	15.0	26.0	19.0	86.0	18.0	1.0	23.0	247.0	13.0	23.0		30.0	29.0	19.0	221.0	1.0	3.0	22.0			4.0	10.0	103.0	262.0	11.0	27.0	12.0	4.0	18.0
NC_072389.2	3::NC_072389.2:15250130-15256403	6273	False	0.4546	1	18.0		14.0	26.0	6.0		34.0	6.0		7.0				2.0	7.0	172.0	40.0	10.0	13.0	3.0	147.0	194.0		23.0	2.0	1.0		5.0	3.0		6.0		4.0	15.0	8.0	29.0	26.0	1.0	26.0	9.0		11.0	171.0	21.0	38.0		27.0	2.0	155.0	245.0	4.0	6.0	35.0	1.0	2.0	2.0	19.0	149.0	277.0	8.0	38.0	9.0	3.0	11.0
NC_072389.2	2::NC_072389.2:15540100-15545161	5061	False	0.3942	1	9.0		22.0	15.0	4.0	1.0	14.0	4.0		4.0				1.0	5.0	221.0	31.0	3.0	3.0	2.0	6.0	255.0	3.0	23.0	3.0	3.0		1.0	6.0	1.0	10.0		2.0	2.0	15.0	15.0	24.0	23.0	57.0	17.0		22.0	222.0	10.0	13.0		22.0	13.0	11.0	184.0	5.0	4.0	16.0				12.0	60.0	218.0	6.0	33.0	8.0	4.0	19.0
NC_072389.2	1::NC_072389.2:15953148-15958221	5073	False	0.3933	1	14.0		5.0	24.0	4.0	1.0	19.0	2.0		3.0	1.0				2.0	212.0	45.0	2.0	2.0	1.0	10.0	235.0		26.0	4.0	4.0			6.0		11.0		2.0	5.0	5.0	13.0	21.0	6.0	68.0	12.0	1.0	14.0	230.0	15.0	12.0		24.0	17.0	12.0	202.0	3.0	5.0	17.0		1.0	1.0	12.0	64.0	231.0	4.0	38.0	7.0	2.0	14.0
NC_072389.2	3::NC_072389.2:15977420-15982667	5247	False	0.3968	0	9.0		10.0	18.0	2.0	1.0	13.0	3.0		4.0					8.0	216.0	29.0	1.0	5.0	2.0	6.0	237.0		37.0		5.0	1.0	4.0	6.0	1.0	11.0		3.0	2.0	14.0	18.0	22.0	13.0	68.0	18.0		18.0	246.0	14.0	16.0	1.0	18.0	19.0	14.0	202.0	7.0	4.0	19.0	2.0		8.0	16.0	72.0	218.0	11.0	30.0	5.0		22.0
NC_072389.2	-3::NC_072389.2:16502052-16508187	6135	False	0.4086	0		27.0		1.0	28.0	6.0			20.0	26.0	17.0	11.0	10.0	231.0	89.0	9.0	4.0	3.0	3.0	279.0		2.0	35.0	4.0	2.0	13.0	7.0	15.0	257.0	108.0	11.0	32.0	5.0	2.0	4.0	16.0	251.0	28.0	5.0	20.0	273.0	16.0	18.0	6.0	1.0	9.0	15.0	20.0	5.0	1.0	2.0	8.0	7.0	2.0	2.0	1.0	20.0		1.0	1.0		42.0	14.0	
NC_072389.2	1::NC_072389.2:16670556-16677234	6678	False	0.3973	0	9.0		10.0	23.0	4.0	1.0	15.0	4.0	1.0	13.0				1.0	11.0	281.0	74.0	2.0	2.0	2.0	12.0	297.0	2.0	47.0	4.0	8.0	2.0	2.0	9.0	2.0	16.0		4.0	9.0	30.0	18.0	17.0	14.0	83.0	20.0	1.0	24.0	274.0	7.0	24.0		22.0	33.0	16.0	266.0	3.0	3.0	26.0			4.0	18.0	77.0	301.0	6.0	50.0	7.0		15.0
NC_072389.2	-2::NC_072389.2:97422232-97427494	5262	False	0.5737	1		1.0			28.0	6.0			4.0	206.0	8.0	2.0	29.0	19.0	11.0	4.0		7.0	1.0	16.0			1.0	1.0	78.0	145.0	651.0	22.0	19.0	109.0		4.0	2.0	2.0	7.0	3.0	10.0	1.0	19.0	2.0	254.0		2.0		1.0	1.0	1.0	20.0	1.0		6.0	1.0	1.0		32.0		4.0					1.0	11.0	
NC_072389.2	-1::NC_072389.2:107880431-107885834	5403	False	0.4997	0									682.0		1.0	216.0					1.0										216.0								685.0																													
NC_072389.2	1::NC_072389.2:107880432-107885835	5403	False	0.4995	0									216.0		681.0																2.0								216.0					4.0																								682.0
NC_072394.2	-1::NC_072394.2:0-32328	32328	False	0.5714	0		1444.0	4333.0	94.0	378.0															2889.0																				1.0			1.0				1444.0											1.0		190.0		1.0		
NC_072394.2	2::NC_072394.2:1-32380	32379	False	0.5711	0	283.0			1444.0	5778.0		94.0			1.0									2.0	1.0		1.0	2.0				1.0						190.0		1.0	1.0	2.0		95.0								1.0		2.0				1.0						1.0	2890.0	1.0	1.0		
NC_072394.2	-3::NC_072394.2:922-31264	30342	False	0.5714	0	1.0			1444.0	5778.0																												1.0						1.0																					2889.0				
NC_072394.2	3::NC_072394.2:923-31265	30342	False	0.5715	0	4334.0		1.0				1444.0													1.0													2889.0						1444.0								1.0																	
NC_072394.2	-1::NC_072394.2:62415090-62420700	5610	False	0.4809	0		1.0								58.0		58.0		1.0	833.0		2.0					1.0				2.0		70.0	3.0	832.0	1.0	1.0			1.0	1.0						3.0		1.0							1.0													
NC_072394.2	-2::NC_072394.2:62415104-62420747	5643	False	0.4809	0						1.0				70.0		58.0		1.0	834.0	1.0			1.0					1.0	1.0	2.0		58.0	1.0	834.0	3.0	1.0					1.0			2.0		1.0	4.0	1.0	1.0					1.0	1.0				1.0								1.0	
NC_072394.2	-3::NC_072394.2:62415127-62420872	5745	False	0.4802	0	2.0	1.0	3.0	1.0	1.0	1.0				57.0	1.0	71.0	1.0	2.0	833.0	6.0	5.0	1.0	1.0	1.0				2.0	1.0	1.0	1.0	59.0	4.0	832.0	1.0			1.0	1.0	1.0	4.0			2.0	2.0	3.0	1.0	1.0	1.0		1.0		2.0	1.0			1.0				1.0	1.0	1.0				1.0	
NC_072377.2	-1::NC_072377.2:1633-8059	6426	False	0.5092	1	2.0	477.0	478.0	564.0	563.0																																																					28.0		29.0		1.0		
NC_072377.2	3::NC_072377.2:1634-8060	6426	False	0.5093	1	591.0		3.0	477.0	478.0		536.0														28.0												29.0																															
NC_072387.2	-1::NC_072387.2:1318-12442	11124	False	0.5032	1	1.0	466.0	466.0	1350.0	1382.0	1.0			1.0	1.0									3.0							1.0	1.0																										1.0						1.0	33.0				
NC_072387.2	3::NC_072387.2:1319-12437	11118	False	0.5032	1	1382.0		1.0	466.0	466.0		1349.0							1.0	1.0						1.0									1.0			33.0						1.0				1.0							1.0	1.0				1.0									
NC_072387.2	-2::NC_072387.2:4113-12426	8313	False	0.5044	1	1.0	1349.0	1383.0															1.0		33.0														1.0							1.0				1.0						1.0													
NC_072387.2	2::NC_072387.2:4114-12556	8442	False	0.5049	1	1.0		1.0	1351.0	1382.0	2.0		2.0	3.0	1.0	1.0				1.0	1.0	2.0	3.0	4.0	1.0	1.0		1.0			1.0	1.0	1.0								1.0				1.0			1.0	1.0	2.0		1.0						1.0		1.0	1.0		4.0	2.0	33.0	3.0		1.0	
NC_072387.2	3::NC_072387.2:3802001-3807746	5745	False	0.4921	1	4.0		36.0	51.0			7.0	16.0	2.0	2.0	1.0		1.0	1.0	163.0		59.0	3.0	182.0	3.0	355.0	71.0	5.0	44.0			3.0	4.0	1.0	12.0			2.0	5.0	29.0	18.0			1.0	1.0		10.0		13.0	535.0	3.0		12.0	13.0	4.0	147.0	4.0	6.0		1.0	2.0	1.0	7.0	41.0	11.0	7.0	6.0	2.0	8.0
